month	ct_avg_前复权价格	股东人数
2000-12	0.88	2430	
2001-06	0.85	12361	
2001-12	0.66	13589	
2002-06	0.66	13648	
2002-09	0.65	13635	
2002-12	0.52	13709	
2003-03	0.52	13670	
2003-06	0.52	13595	
2003-09	0.44	13452	
2003-12	0.49	11375	
2004-03	0.59	13452	
2004-06	0.62	10315	
2004-09	0.68	9576	
2004-12	0.76	8630	
2005-03	0.87	6964	
2005-06	1.05	6295	
2005-09	1.2	5620	
2005-12	1.24	5402	
2006-03	1.89	10162	
2006-06	3.5	5637	
2006-09	3.43	5331	
2006-12	4.59	4769	
2007-03	5.53	11915	
2007-06	6.37	7134	
2007-09	6.45	17848	
2007-12	7.99	5146	
2008-03	8.08	5778	
2008-06	7.33	5540	
2008-09	5.63	5751	
2008-12	4.81	5146	
2009-03	4.67	7079	
2009-06	5.6	6011	
2009-09	6.01	13297	
2009-12	7.64	5014	
2010-03	7.24	14688	
2010-06	8.25	4726	
2010-09	10.91	4756	
2010-12	10.58	5794	
2011-03	9.66	5987	
2011-06	10.34	5475	
2011-09	11.58	5212	
2011-12	12.17	5255	
2012-03	10.83	5267	
2012-06	10.1	6939	
2012-09	7.01	8172	
2012-12	6.31	37300	
2013-03	5.95	11030	
2013-06	5.54	11143	
2013-09	4.71	12940	
2013-12	4.14	12811	
2014-03	3.83	15161	
2014-06	3.65	15966	
2014-09	4.72	14785	
2014-12	5.09	14620	
2015-03	5.49	14317	
2015-06	7.94	14789	
2015-09	5.43	15431	
2015-12	6.92	36963	
2016-03	5.3	36502	
2016-06	5.97	16784	
2016-09	5.8	18688	
2016-12	5.77	41984	
2017-03	5.74	42254	
2017-06	5.53	19534	
2017-09	5.7	48049	
2017-12	5.68	48966	
2018-03	5.82	44606	
2018-06	6.67	18597	
2018-09	5.74	18644	
2018-12	4.34	42980	
2019-03	4.83	45104	
2019-06	4.8	42531	
2019-09	4.84	42639	
2019-12	4.53	18438	
2020-03	3.88	18991	
2020-06	4.79	44334	
2020-09	5.53	48873	
2020-12	7.24	49043	
2021-03	5.24	53529	
2021-06	6.44	49333	
2021-09	5.36	54164	
2021-12	5.38	51552	
2022-03	4.74	50528	
2022-06	4.83	49522	
2022-09	5.11	45870	
2022-12	5.17	44371	
2023-03	5.27	42682	
2023-06	5.32	42115	
2023-09	5.28	42204	
2023-12	4.21	46713	
2024-03	3.95	47394	
2024-06	3.94	44267	
2024-09	3.66	43896	
