month	ct_avg_前复权价格	人均持股
2000-12	0.88	36214	
2001-06	0.85	7119	
2001-12	0.66	6476	
2002-06	0.66	6448	
2002-09	0.65	6454	
2002-12	0.52	6419	
2003-03	0.52	6437	
2003-06	0.52	10098	
2003-09	0.44	10205	
2003-12	0.49	12069	
2004-03	0.59	10205	
2004-06	0.62	13309	
2004-09	0.68	14336	
2004-12	0.76	15907	
2005-03	0.87	19713	
2005-06	1.05	21808	
2005-09	1.2	24427	
2005-12	1.24	25413	
2006-03	1.89	13509	
2006-06	3.5	31659	
2006-09	3.43	33477	
2006-12	4.59	37422	
2007-03	5.53	21950	
2007-06	6.37	25016	
2007-09	6.45	14653	
2007-12	7.99	34680	
2008-03	8.08	30887	
2008-06	7.33	32214	
2008-09	5.63	31032	
2008-12	4.81	34680	
2009-03	4.67	25213	
2009-06	5.6	29693	
2009-09	6.01	21651	
2009-12	7.64	35597	
2010-03	7.24	19601	
2010-06	8.25	37766	
2010-09	10.91	37528	
2010-12	10.58	30805	
2011-03	9.66	29812	
2011-06	10.34	32599	
2011-09	11.58	34244	
2011-12	12.17	33964	
2012-03	10.83	33886	
2012-06	10.1	33435	
2012-09	7.01	28390	
2012-12	6.31	18377	
2013-03	5.95	21034	
2013-06	5.54	20821	
2013-09	4.71	17929	
2013-12	4.14	18110	
2014-03	3.83	15303	
2014-06	3.65	14531	
2014-09	4.72	15692	
2014-12	5.09	15869	
2015-03	5.49	16205	
2015-06	7.94	15688	
2015-09	5.43	15035	
2015-12	6.92	18545	
2016-03	5.3	18779	
2016-06	5.97	13823	
2016-09	5.8	12415	
2016-12	5.77	16327	
2017-03	5.74	16222	
2017-06	5.53	11877	
2017-09	5.7	14266	
2017-12	5.68	13999	
2018-03	5.82	15367	
2018-06	6.67	12475	
2018-09	5.74	12444	
2018-12	4.34	15948	
2019-03	4.83	15197	
2019-06	4.8	16117	
2019-09	4.84	16076	
2019-12	4.53	12583	
2020-03	3.88	12216	
2020-06	4.79	15461	
2020-09	5.53	14025	
2020-12	7.24	13977	
2021-03	5.24	12805	
2021-06	6.44	13895	
2021-09	5.36	12655	
2021-12	5.38	13297	
2022-03	4.74	13566	
2022-06	4.83	13842	
2022-09	5.11	14944	
2022-12	5.17	15448	
2023-03	5.27	16060	
2023-06	5.32	16273	
2023-09	5.28	16242	
2023-12	4.21	14674	
2024-03	3.95	14463	
2024-06	3.94	15482	
2024-09	3.66	15655	
