month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2002-08	0.77	-25.53	
2002-09	0.75	-55.63	
2002-10	0.72	-79.32	
2002-11	0.67	-80.36	
2002-12	0.62	-90.66	
2003-01	0.6	-87.55	
2003-02	0.64	-73.69	
2003-03	0.64	-68.49	
2003-04	0.7	-34.46	
2003-05	0.77	0.77	
2003-06	0.77	17.77	
2003-07	0.75	26.4	
2003-08	0.7	0.25	
2003-09	0.66	-31.21	
2003-10	0.67	-38.39	
2003-11	0.72	1.92	
2003-12	0.86	58.54	
2004-01	1	85.44	
2004-02	1.01	90.45	
2004-03	1.05	92.43	
2004-04	1.16	93.14	
2004-05	1.04	75.11	
2004-06	1.04	64.25	
2004-07	1.09	68.87	
2004-08	1.11	82.18	
2004-09	1.14	76.7	
2004-10	1.42	96.48	
2004-11	1.48	96.63	
2004-12	1.42	82.53	
2005-01	1.26	55.98	
2005-02	1.46	74.93	
2005-03	1.42	75.58	
2005-04	1.5	86.18	
2005-05	1.21	32.46	
2005-06	1.04	-22.81	
2005-07	0.9	-50.94	
2005-08	1.03	-49.92	
2005-09	1.03	-59.46	
2005-10	1	-68.42	
2005-11	0.87	-86	
2005-12	0.98	-64.89	
2006-01	1.05	-38.39	
2006-02	1.26	9.35	
2006-03	1.22	32.61	
2006-04	1.37	58.26	
2006-05	1.6	74.26	
2006-06	1.55	76.22	
2006-07	1.48	71	
2006-08	1.35	44.29	
2006-09	1.33	30.44	
2006-10	1.33	12.66	
2006-11	1.45	41.52	
2006-12	1.61	69.6	
2007-01	2.2	89.2	
2007-02	2.67	97.98	
2007-03	2.72	92.82	
2007-04	3.28	98.55	
2007-05	4.25	98.51	
2007-06	4.96	97.66	
2007-07	6.19	98.9	
2007-08	8.4	98.1	
2007-09	11.6	99.37	
2007-10	13.18	93.65	
2007-11	11.48	80.24	
2007-12	12.03	83.62	
2008-01	12.34	86.44	
2008-02	9.46	41.49	
2008-03	8.02	6.72	
2008-04	8.93	0.85	
2008-05	11.03	34.28	
2008-06	9.98	15.04	
2008-07	8.81	-25.2	
2008-08	6.89	-53.78	
2008-09	4.73	-75.1	
2008-10	3.65	-86.92	
2008-11	3.52	-84.6	
2008-12	4.67	-67.24	
2009-01	5.62	-48.63	
2009-02	6.21	-34.15	
2009-03	6.19	-22.85	
2009-04	8.46	24.19	
2009-05	10.37	49.8	
2009-06	11.18	60.92	
2009-07	14.57	78.03	
2009-08	14.8	80.78	
2009-09	13.26	72.57	
2009-10	15.11	85.88	
2009-11	16.21	94.26	
2009-12	16.55	89.44	
2010-01	14.69	63.93	
2010-02	13.3	29.23	
2010-03	13.6	19.41	
2010-04	14.63	30.91	
2010-05	12.14	-22.55	
2010-06	11.4	-42.06	
2010-07	10.74	-54.55	
2010-08	11.45	-51.95	
2010-09	11	-63.49	
2010-10	14.7	-8.98	
2010-11	13.9	17.49	
2010-12	13.61	31.02	
2011-01	14.22	51.16	
2011-02	14.14	57.74	
2011-03	14.57	65.84	
2011-04	14.45	69.03	
2011-05	12.65	6.12	
2011-06	12.53	-29.42	
2011-07	13.2	-26.36	
2011-08	12.12	-57.45	
2011-09	11.4	-75.3	
2011-10	10.87	-88.17	
2011-11	10.6	-92.09	
2011-12	8.7	-99.76	
2012-01	8.45	-90.71	
2012-02	9.05	-78.26	
2012-03	8.94	-79.99	
2012-04	8.94	-75.74	
2012-05	9.94	-37.95	
2012-06	8.9	-54.64	
2012-07	8.34	-78.17	
2012-08	7.77	-89.75	
2012-09	7.17	-92.95	
2012-10	7.24	-87.35	
2012-11	6.7	-97.65	
2012-12	6.93	-82.7	
2013-01	7.7	-50.22	
2013-02	7.58	-38.63	
2013-03	6.75	-74.79	
2013-04	6.11	-89.48	
2013-05	5.87	-88.88	
2013-06	5.17	-98	
2013-07	4.22	-98.76	
2013-08	4.54	-84.33	
2013-09	4.68	-75.61	
2013-10	4.52	-81.8	
2013-11	4.3	-90.01	
2013-12	4.14	-90.18	
2014-01	3.48	-97.36	
2014-02	3.33	-94.92	
2014-03	2.95	-96.56	
2014-04	2.94	-93.03	
2014-05	2.98	-84.82	
2014-06	2.93	-88.3	
2014-07	3.06	-62.77	
2014-08	3.37	-25.94	
2014-09	3.43	-4.63	
2014-10	3.55	14.73	
2014-11	3.65	30.4	
2014-12	4.34	52.6	
2015-01	4.57	65.05	
2015-02	4.16	56.43	
2015-03	4.45	75.97	
2015-04	5.04	90.82	
2015-05	4.98	85.8	
2015-06	5.83	94.26	
2015-07	3.88	34.9	
2015-08	3.71	-0.25	
2015-09	3.09	-38.26	
2015-10	3.26	-45.8	
2015-11	3.42	-47.24	
2015-12	3.35	-59.98	
2016-01	3.68	-39.51	
2016-02	4.07	-9.05	
2016-03	4.37	25.97	
2016-04	4.66	51.47	
2016-05	4.04	26.74	
2016-06	4.23	32.01	
2016-07	5.1	70.62	
2016-08	5.46	87.62	
2016-09	5.31	82.01	
2016-10	5.55	90.85	
2016-11	5.8	92.78	
2016-12	5.15	65.14	
2017-01	4.81	20.73	
2017-02	5.15	27.23	
2017-03	5.18	23.72	
2017-04	5.27	34.08	
2017-05	4.3	-35.36	
2017-06	4.45	-46.75	
2017-07	5.36	-5.91	
2017-08	5.87	31.1	
2017-09	6.26	50.55	
2017-10	5.6	46.27	
2017-11	5.22	19.07	
2017-12	5.31	23.13	
