month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2008-03	4.02	1.7	
2008-04	2.95	0.95	
2008-05	3.03	0.98	
2008-06	2.21	0.44	
2008-07	2.13	0.37	
2008-08	1.58	0.02	
2008-09	1.33	-0.14	
2008-10	1.06	-0.32	
2008-11	1.11	-0.28	
2008-12	1.28	-0.17	
2009-01	1.35	-0.13	
2009-02	1.63	0.05	
2009-03	1.62	0.04	
2009-04	1.86	0.19	
2009-05	1.89	0.21	
2009-06	2	0.27	
2009-07	2.4	0.52	
2009-08	2.42	0.52	
2009-09	2	0.26	
2009-10	2.05	0.28	
2009-11	2.44	0.52	
2009-12	2.56	0.58	
2010-01	2.42	0.48	
2010-02	2.13	0.3	
2010-03	2.2	0.33	
2010-04	2.23	0.34	
2010-05	1.82	0.09	
2010-06	1.68	0.01	
2010-07	1.59	-0.05	
2010-08	1.75	0.04	
2010-09	1.79	0.06	
2010-10	2.14	0.26	
2010-11	2.03	0.19	
2010-12	1.84	0.08	
2011-01	1.81	0.05	
2011-02	1.98	0.14	
2011-03	2.09	0.2	
2011-04	2.07	0.18	
2011-05	1.86	0.05	
2011-06	1.81	0.02	
2011-07	1.84	0.03	
2011-08	1.66	-0.07	
2011-09	1.56	-0.13	
2011-10	1.5	-0.17	
2011-11	1.48	-0.18	
2011-12	1.31	-0.28	
2012-01	1.33	-0.27	
2012-02	1.43	-0.22	
2012-03	1.5	-0.18	
2012-04	1.46	-0.21	
2012-05	1.5	-0.19	
2012-06	1.4	-0.25	
2012-07	1.32	-0.29	
2012-08	1.33	-0.28	
2012-09	1.31	-0.3	
2012-10	1.31	-0.3	
2012-11	1.26	-0.33	
2012-12	1.3	-0.31	
2013-01	1.39	-0.26	
2013-02	1.41	-0.26	
2013-03	1.3	-0.32	
2013-04	1.25	-0.35	
2013-05	1.25	-0.35	
2013-06	1.1	-0.43	
2013-07	0.94	-0.51	
2013-08	1	-0.48	
2013-09	1.08	-0.44	
2013-10	1.09	-0.44	
2013-11	1.04	-0.47	
2013-12	1.06	-0.46	
2014-01	1	-0.49	
2014-02	1.02	-0.48	
2014-03	0.97	-0.51	
2014-04	1	-0.49	
2014-05	1.01	-0.49	
2014-06	1.03	-0.48	
2014-07	1.12	-0.43	
2014-08	1.24	-0.38	
2014-09	1.38	-0.31	
2014-10	1.42	-0.29	
2014-11	1.5	-0.25	
2014-12	1.79	-0.1	
2015-01	2	0	
2015-02	1.74	-0.13	
2015-03	2.18	0.08	
2015-04	2.47	0.22	
2015-05	2.38	0.17	
2015-06	2.55	0.25	
