month	ct_avg_前复权价格	人均持股
2015-06	1.91	1732	
2015-09	1.86	4047	
2015-12	1.98	4616	
2016-03	1.52	4822	
2016-06	1.4	5667	
2016-09	1.39	6012	
2016-12	1.46	6204	
2017-03	1.51	6426	
2017-06	1.63	7374	
2017-09	1.59	7912	
2017-12	1.55	8335	
2018-03	1.48	8542	
2018-06	1.23	32168	
2018-09	1.26	32988	
2018-12	1.14	33276	
2019-03	1.32	33118	
2019-06	1.18	33819	
2019-09	1.19	34972	
2019-12	1.09	35329	
2020-03	1	36573	
2020-06	0.9	37108	
2020-09	1.03	38519	
2020-12	1.09	39430	
2021-03	1.22	38925	
2021-06	1.14	39608	
2021-09	1.58	39288	
2021-12	1.75	46185	
2022-03	1.81	51692	
2022-06	1.59	46205	
2022-09	1.48	47870	
2022-12	1.46	48827	
2023-03	1.56	51873	
2023-06	1.63	55957	
2023-09	1.78	62048	
2023-12	1.76	64968	
2024-03	2.14	64899	
2024-06	2.5	65546	
2024-09	2.53	58914	
