month	ct_avg_前复权价格	人均持股
2011-07	1.13	0	
2011-09	1.01	1475	
2011-12	1.01	1258	
2012-03	0.95	1228	
2012-06	0.8	1254	
2012-09	0.5	4514	
2012-12	0.39	3790	
2013-03	0.46	4006	
2013-06	0.36	4362	
2013-09	0.41	5144	
2013-12	0.37	5078	
2014-03	0.33	5324	
2014-06	0.35	5111	
2014-09	0.44	7787	
2014-12	0.43	6731	
2015-03	0.58	8352	
2015-06	0.91	11452	
2015-09	0.48	10371	
2015-12	0.76	6242	
2016-03	0.95	4973	
2016-06	0.97	7075	
2016-09	1.05	10037	
2016-12	0.94	9596	
2017-03	1.16	12968	
2017-04	1.23	14097	
2017-05	1.14	13672	
2017-06	1.12	14107	
2017-09	1.36	10632	
2017-12	1.19	9787	
2018-03	1.39	10825	
2018-05	1.29	10766	
2018-06	1.04	10959	
2018-07	1.02	10917	
2018-08	1.07	11766	
2018-09	1.03	11947	
2018-11	1.09	13050	
2018-12	1.04	13224	
2019-01	1.02	13405	
2019-03	1.25	14937	
2019-05	1.28	16510	
2019-06	1.29	15055	
2019-07	1.22	14760	
2019-08	1.12	14502	
2019-09	1.14	40118	
2019-12	1.18	37843	
2020-02	1.43	38532	
2020-03	1.33	34610	
2020-06	1.55	39708	
2020-09	2.2	30404	
2020-12	2.87	39624	
2021-03	3.04	21924	
2021-06	3.32	18242	
2021-09	3.17	11714	
2021-12	2.74	11063	
2022-03	2.25	11699	
2022-06	2.02	11641	
2022-09	1.68	10628	
2022-12	1.95	12741	
2023-02	2.24	13983	
2023-03	2.07	13629	
2023-04	1.96	13407	
2023-06	1.72	11386	
2023-09	1.95	13375	
2023-12	1.78	17222.5	
2024-01	1.74	21434	
2024-02	1.87	22010	
2024-03	2	23191	
2024-04	2.14	23234	
2024-05	2.34	23990.5	
2024-06	2.16	24971.67	
2024-07	1.98	25619	
2024-08	1.77	24815	
2024-09	1.86	23040.5	
2024-10	2.13	21769.5	
2024-12	1.98	19454.67	
