month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2005-08	1.08	0.19	
2005-09	1.05	0.15	
2005-10	0.99	0.09	
2005-11	0.95	0.03	
2005-12	0.99	0.08	
2006-01	1.03	0.12	
2006-02	1.13	0.22	
2006-03	1.22	0.31	
2006-04	1.53	0.63	
2006-05	1.82	0.94	
2006-06	2.05	1.14	
2006-07	2.21	1.28	
2006-08	2.08	1.12	
2006-09	2.2	1.2	
2006-10	2.27	1.25	
2006-11	2.35	1.28	
2006-12	3.18	2.03	
2007-01	4.31	2.95	
2007-02	4.36	2.89	
2007-03	4.09	2.53	
2007-04	4.93	3.11	
2007-05	5.95	3.76	
2007-06	6.8	4.19	
2007-07	6.94	4.07	
2007-08	7.48	4.19	
2007-09	9.37	5.12	
2007-10	8.82	4.48	
2007-11	7.77	3.62	
2007-12	8.51	3.86	
2008-01	9.54	4.18	
2008-02	8.91	3.64	
2008-03	7.29	2.66	
2008-04	6.56	2.22	
2008-05	6.85	2.26	
2008-06	5.01	1.34	
2008-07	4.85	1.22	
2008-08	4.55	1.05	
2008-09	4.1	0.82	
2008-10	3.62	0.59	
2008-11	2.88	0.26	
2008-12	3.28	0.41	
2009-01	3.52	0.5	
2009-02	4.19	0.76	
2009-03	4.09	0.7	
2009-04	4.85	0.98	
2009-05	4.81	0.94	
2009-06	4.71	0.87	
2009-07	5.23	1.04	
2009-08	5.16	0.98	
2009-09	5.43	1.06	
2009-10	6.33	1.35	
2009-11	7.2	1.61	
2009-12	7.3	1.59	
2010-01	7.2	1.5	
2010-02	6.55	1.23	
2010-03	6.95	1.32	
2010-04	7.49	1.44	
2010-05	6.38	1.04	
2010-06	6.13	0.93	
2010-07	6.44	0.99	
2010-08	7.57	1.3	
2010-09	8.33	1.47	
2010-10	9.05	1.62	
2010-11	8.75	1.48	
2010-12	8.71	1.42	
2011-01	8.97	1.44	
2011-02	10.35	1.74	
2011-03	10.26	1.65	
2011-04	9.38	1.37	
2011-05	8.62	1.14	
2011-06	8.85	1.15	
2011-07	9.29	1.21	
2011-08	8.83	1.06	
2011-09	8.11	0.86	
2011-10	8.03	0.82	
2011-11	8.92	0.98	
2011-12	9.43	1.06	
2012-01	9.73	1.08	
2012-02	10.25	1.15	
2012-03	11.09	1.28	
2012-04	11.66	1.34	
2012-05	10.76	1.12	
