month	ct_avg_前复权价格	人均持股
2014-03	1.01	4973	
2014-06	1.16	11513	
2014-09	1.5	16427	
2014-12	1.44	12304	
2015-03	1.82	29528	
2015-06	2.9	17493	
2015-09	2.62	11243	
2015-12	2.85	5570	
2016-03	3.27	10626	
2016-06	2.96	5177	
2016-09	2.94	6579	
2016-12	2.84	6384	
2017-03	3.16	29806	
2017-06	3	21138	
2017-09	4.66	26662	
2017-12	6.28	30596	
2018-03	5.71	25186	
2018-06	5.75	30981	
2018-09	5.05	51574	
2018-12	6.25	64519	
2019-03	11.93	62290	
2019-06	13.28	32957	
2019-09	16.05	26719	
2019-12	18.51	22068	
2020-01	19.79	25012	
2020-03	26.38	21956	
2020-06	26.88	28624	
2020-09	29.36	16152	
2020-12	28.38	14112	
2021-03	40.03	20446	
2021-06	32.65	16805	
2021-09	24.39	11842	
2021-12	26.86	12813	
2022-03	29.53	18137	
2022-06	28.88	16460	
2022-09	30.88	17409	
2022-12	25.93	13184	
2023-03	25.93	12949	
2023-06	22.12	12276	
2023-09	21.92	12044	
2023-12	21.77	13887	
2024-03	21.91	15647	
2024-06	24.74	18530	
2024-09	20.99	17289	
