month	ct_avg_前复权价格	股东人数
2008-06	1.15	13018.5	
2008-09	1.04	10797	
2008-12	1.17	10741	
2009-03	1.25	13308	
2009-06	1.31	14142	
2009-09	1.33	12318	
2009-12	1.72	11519	
2010-03	2.08	11445	
2010-06	2.21	8875	
2010-09	3.01	12465	
2010-12	3.13	25621	
2011-03	2.9	26111	
2011-06	2.06	26059	
2011-09	2.28	23343	
2011-12	2.08	23313	
2012-03	2.33	23376	
2012-06	2.14	26127	
2012-09	2.03	25670	
2012-12	2.13	23800	
2013-03	3.16	18573	
2013-06	3.38	18565	
2013-09	4.09	13653	
2013-12	7.15	13719	
2014-03	8.14	8886	
2014-06	10.22	8539	
2014-09	10.7	13262	
2014-12	14.76	12863	
2015-03	17.24	15809	
2015-06	20.53	17712	
2015-09	26.82	23611	
2015-12	26	42299	
2016-03	24.99	38264	
2016-06	24.09	33892	
2016-09	25.63	31585	
2016-12	25.49	30983	
2017-03	23.16	43023	
2017-06	23.61	40949	
2017-09	23.73	39275	
2017-12	23.06	29485	
2018-03	22.79	27547	
2018-06	22.79	27550	
2018-09	22.79	27547	
2018-12	13.84	100025	
2019-03	11.45	115179	
2019-06	8.15	98422	
2019-09	9.8	110402	
2019-12	8.5	113628	
2020-03	9.91	129602	
2020-05	9.87	126227	
2020-06	9.85	123364	
2020-09	10.07	127485	
2020-12	9.12	123020	
2021-03	8.93	118695.5	
2021-05	8.85	110756	
2021-06	8.62	110476	
2021-07	8.69	111147	
2021-09	8.27	119214	
2021-11	7.74	122266	
2021-12	7.65	136579	
2022-01	8.2	134892	
2022-03	7.24	132064	
2022-05	6.64	130213	
2022-06	6.81	127786.5	
2022-07	6.94	123861	
2022-09	6.52	122049	
2022-10	6.4	121172.5	
2022-11	6.54	127313	
2022-12	6.8	130692	
2023-01	7.53	130328	
2023-02	7.31	127363	
2023-03	7.3	124787.5	
2023-04	7.6	120635.5	
2023-05	7.76	116932.33	
2023-06	8.54	114075	
2023-07	8.8	108592.33	
2023-08	8.5	104080	
2023-09	8.23	103254.5	
2023-10	8.05	102445	
2023-11	8.65	100105.33	
2023-12	9.63	94120	
2024-01	8.43	98583	
2024-02	8.09	97823.5	
2024-03	8.56	97059.5	
2024-04	8.27	96920.33	
2024-05	8.61	96022.67	
2024-06	8.92	92736	
2024-07	9.2	92142	
2024-08	8.94	90097.67	
2024-09	8.21	91086	
2024-10	8.77	93662.33	
2024-11	9.02	95832.67	
2024-12	8.81	98069	
2025-01	8.22	103535.67	
