month	ct_avg_前复权价格	人均持股
2008-06	1.15	1490.5	
2008-09	1.04	3705	
2008-12	1.17	3724	
2009-03	1.25	3006	
2009-06	1.31	2828	
2009-09	1.33	3247	
2009-12	1.72	3473	
2010-03	2.08	3495	
2010-06	2.21	4507	
2010-09	3.01	3209	
2010-12	3.13	2654	
2011-03	2.9	2604	
2011-06	2.06	10438	
2011-09	2.28	11652	
2011-12	2.08	11667	
2012-03	2.33	11636	
2012-06	2.14	18739	
2012-09	2.03	19073	
2012-12	2.13	20571	
2013-03	3.16	26361	
2013-06	3.38	26372	
2013-09	4.09	35860	
2013-12	7.15	35688	
2014-03	8.14	55098	
2014-06	10.22	57337	
2014-09	10.7	73835	
2014-12	14.76	76125	
2015-03	17.24	62532	
2015-06	20.53	55813	
2015-09	26.82	81518	
2015-12	26	47587	
2016-03	24.99	52663	
2016-06	24.09	60213	
2016-09	25.63	116299	
2016-12	25.49	118673	
2017-03	23.16	100443	
2017-06	23.61	107467	
2017-09	23.73	112047	
2017-12	23.06	168512	
2018-03	22.79	180516	
2018-06	22.79	180493	
2018-09	22.79	180513	
2018-12	13.84	49713	
2019-03	11.45	43173	
2019-06	8.15	50521	
2019-09	9.8	45039	
2019-12	8.5	43760	
2020-03	9.91	38367	
2020-05	9.87	39392	
2020-06	9.85	40306	
2020-09	10.07	39003	
2020-12	9.12	40419.5	
2021-03	8.93	41892.5	
2021-05	8.85	44894	
2021-06	8.62	45008	
2021-07	8.69	44736	
2021-09	8.27	41709	
2021-11	7.74	40668	
2021-12	7.65	36407	
2022-01	8.2	36861	
2022-03	7.24	37651	
2022-05	6.64	38186	
2022-06	6.81	38915	
2022-07	6.94	40144	
2022-09	6.52	40740	
2022-10	6.4	41035.5	
2022-11	6.54	39056	
2022-12	6.8	38056	
2023-01	7.53	38150	
2023-02	7.31	39038	
2023-03	7.3	46975	
2023-04	7.6	55862.5	
2023-05	7.76	57627	
2023-06	8.54	59080.33	
2023-07	8.8	62057.67	
2023-08	8.5	64745.67	
2023-09	8.23	65257.75	
2023-10	8.05	65773	
2023-11	8.65	66993.67	
2023-12	9.63	70625.75	
2024-01	8.43	67384.33	
2024-02	8.09	67906	
2024-03	8.56	68440.75	
2024-04	8.27	68540.33	
2024-05	8.61	69181.33	
2024-06	8.92	71653.75	
2024-07	9.2	72093.67	
2024-08	8.94	73668.33	
2024-09	8.21	72842	
2024-10	8.77	70860.67	
2024-11	9.02	69235	
2024-12	8.81	67687.5	
2025-01	8.22	64085	
