month	ct_avg_前复权价格	人均持股
2013-09	1.04	3869	
2013-12	1.17	10621	
2014-03	0.98	8549	
2014-06	1.13	18953	
2014-09	1.31	19481	
2014-12	1.62	22570	
2015-03	1.93	24767	
2015-06	2.38	26101	
2015-09	1.68	25789	
2015-12	1.94	29684	
2016-03	1.89	26766	
2016-06	2.27	36928	
2016-09	2.63	59733	
2016-12	2.85	57445	
2017-02	3.1	62801	
2017-03	3.33	52073	
2017-06	4.14	43466	
2017-09	4.29	59392	
2017-12	5.5	44483	
2018-03	5.87	39217	
2018-06	5.65	39232	
2018-09	4.23	28279	
2018-12	4.01	28544	
2019-03	4.99	39732	
2019-06	5.47	31874	
2019-09	5.68	33717	
2019-12	6.12	39509	
2020-03	5.5	27674	
2020-06	6.52	37193	
2020-09	7.65	37694	
2020-12	9.87	30181	
2021-03	9.37	17011	
2021-06	8.37	13231	
2021-09	7.8	14972	
2021-12	7.99	18235	
2022-03	6.67	15586	
2022-06	6.38	16055	
2022-09	6.18	15704	
2022-12	6.04	16926	
2023-03	6.06	16949	
2023-06	6.9	20289	
2023-09	6.9	21181	
2023-12	6.26	21628	
2024-03	7.78	23839	
2024-06	8.22	24067	
2024-09	8.41	9714157	
