month	ct_avg_前复权价格	股东人数
2000-12	0.9	241185	
2001-12	0.64	468091	
2002-06	0.7	424892	
2002-09	0.74	400432	
2002-12	0.71	385326	
2003-03	0.85	328363	
2003-06	0.92	305404	
2003-09	0.95	280321	
2003-12	1.27	208585	
2004-03	1.31	210772	
2004-06	1.12	200281	
2004-09	1.17	167757	
2004-12	1.1	164596	
2005-03	1.14	151370	
2005-06	0.94	174302	
2005-09	1.06	188347	
2005-12	0.96	195467	
2006-03	1.02	197447	
2006-06	1.1	194919	
2006-09	1.07	199684	
2006-12	1.95	117928	
2007-03	2.38	279559	
2007-06	2.99	432424	
2007-09	4.97	496346	
2007-12	4.4	753074	
2008-03	3.82	784488	
2008-06	2.87	770580	
2008-09	1.79	751241	
2008-12	1.4	833419	
2009-03	1.52	866947	
2009-06	1.87	683033	
2009-09	1.95	744638	
2009-12	2.52	558388	
2010-03	2.28	673081	
2010-06	1.76	695868	
2010-09	1.92	635248	
2010-12	1.86	606180	
2011-03	2.05	600844	
2011-06	1.82	614102	
2011-09	1.55	616340	
2011-12	1.46	601660	
2012-03	1.52	583526	
2012-06	1.41	573194	
2012-09	1.43	556046	
2012-12	1.51	539035	
2013-03	1.54	524689	
2013-06	1.4	508263	
2013-09	1.43	498539	
2013-12	1.37	485002	
2014-03	1.2	482213	
2014-06	1.29	464827	
2014-09	1.48	448125	
2014-12	2.12	393289	
2015-03	2.25	413544	
2015-06	3.07	378997	
2015-09	1.99	361959	
2015-12	1.89	323660	
2016-03	1.8	306477	
2016-06	1.74	300893	
2016-09	1.69	300952	
2016-12	2.24	293874	
2017-03	2.31	556722	
2017-06	2.28	510439	
2017-09	2.76	462744	
2017-12	3.03	386082	
2018-03	3.25	372799	
2018-06	3.18	351445	
2018-09	2.84	345329	
2018-12	2.52	354539	
2019-03	2.78	350479	
2019-06	2.6	340930	
2019-09	2.46	337085	
2019-12	2.27	355332	
2020-03	2.03	356748	
2020-06	1.97	353595	
2020-09	2.15	345893	
2020-12	2.59	314423	
2021-03	3.63	303255	
2021-06	3.34	311680	
2021-09	4.61	273577	
2021-12	3.35	323106	
2022-03	3.21	309788	
2022-06	3.01	320303	
2022-09	2.63	327275	
2022-12	2.88	305617	
2023-03	3.27	281866	
2023-06	2.93	286944	
2023-09	3.23	268905	
2023-12	3.16	271314	
2024-03	3.46	250414	
2024-06	3.59	245618	
2024-09	3.18	257252	
