month	ct_avg_前复权价格	人均持股
1994-12	1.44	126223	
1995-12	1.04	126584	
1996-12	4.17	33147	
1997-12	6.06	37971	
1998-12	4.19	40441	
1999-12	5.59	32159	
2000-12	8.12	33681	
2001-12	7.78	9511	
2002-06	6.93	9755	
2002-09	6.92	9623	
2002-12	5.86	9390	
2003-03	6.69	8980	
2003-06	7.95	16238	
2003-09	7.32	16852	
2003-12	7.47	19430	
2004-03	10.21	19448	
2004-06	8.84	16903	
2004-09	9.46	9621	
2004-12	9.24	19793	
2005-03	10.26	33585	
2005-06	8.7	50802	
2005-09	10.48	47660	
2005-12	11.62	58442	
2006-03	16.09	66801	
2006-06	15.48	55709	
2006-09	20.79	66744	
2006-12	39.41	65703	
2007-03	46.05	63746	
2007-06	83.58	40340	
2007-09	137.62	29210	
2007-12	131.77	27342	
2008-03	101.24	23751	
2008-06	73.7	41026	
2008-09	41.94	40379	
2008-12	50.69	40091	
2009-03	56.54	42638	
2009-06	81.62	42388	
2009-09	78.12	34714	
2009-12	79.33	32534	
2010-03	66.77	33962	
2010-06	51	37171	
2010-09	59.08	43769	
2010-12	60.44	48722	
2011-03	60.01	52314	
2011-06	58.46	59110	
2011-09	56.03	55507	
2011-12	53.31	56674	
2012-03	59.94	58383	
2012-06	65.35	61053	
2012-09	60.08	61144	
2012-12	69.53	70011	
2013-03	80.82	76889	
2013-06	77.14	77264	
2013-09	71.66	75351	
2013-12	61.68	70822	
2014-03	56.26	72573	
2014-06	64.74	1314955468	
2014-09	73.55	93925391	
2014-12	92.04	87663698	
2015-03	99.74	77350322	
2015-06	115.71	73053082	
2015-09	108.07	62616927	
2015-12	175.01	65747773	
2016-03	198.42	59770703	
2016-06	198.42	62616927	
2016-09	206	52598219	
2016-12	192.29	48702054	
2017-02	175.28	48702054	
2017-03	176.86	46962695	
2017-06	188.42	39847135	
2017-07	205.99	39847135	
2017-09	230.17	37570156	
2017-12	262.9	34604091	
2018-03	282.6	37570156	
2018-06	233.83	36526541	
2018-07	204.78	36526541	
2018-09	216.05	32072085	
2018-12	228.88	31308464	
2019-02	250.08	29885352	
2019-03	261.39	29885352	
2019-06	251.93	35065477	
2019-07	269.81	34303184	
2019-09	251.41	34303184	
2019-12	279.43	33573329	
2020-03	267.94	78897323	
2020-06	247.3	40287993	
2020-09	276.31	38643585	
2020-12	283.24	38643585	
2021-03	310.41	37870713	
2021-06	246.44	36414147	
2021-09	211.95	34567033	
2021-12	203.74	33354155	
2022-03	182.58	31686447	
2022-06	189.25	25015616	
2022-09	194.3	24133075	
2022-12	208.67	24759908	
2023-03	175.62	29033065	
2023-06	158.04	30226205	
2023-09	156.77	30226205	
2023-12	122.89	30226205	
2024-02	113.68	17501	
2024-03	109.09	30226205	
2024-06	88.09	31077647	
2024-07	79.94	16587	
2024-09	80.54	31077647	
