month	ct_avg_前复权价格	人均持股
1997-12	1.22	1592	
1998-06	1.52	1448	
1998-12	1.07	1377	
1999-06	1.1	1556	
1999-12	0.97	1560	
2000-06	1.57	3182	
2000-12	1.79	1910	
2001-06	1.77	2011	
2001-12	1.43	2275	
2002-06	1.6	3808	
2002-09	1.52	3690	
2002-12	1.24	3702	
2003-03	1.3	3686	
2003-06	1.3	3478	
2003-09	1.18	3515	
2003-12	1.07	3337	
2004-03	1.29	3041	
2004-06	1.09	3067	
2004-09	0.98	3173	
2004-12	0.99	3186	
2005-03	0.87	3252	
2005-06	0.73	3341	
2005-09	0.87	3671	
2005-12	1.06	4016	
2006-03	1.07	3962	
2006-06	1.45	4702	
2006-09	1.45	4028	
2006-12	1.38	4077	
2007-03	2.28	3666	
2007-06	3.94	3297	
2007-09	3.71	3359	
2007-12	3.33	3395	
2008-03	3.6	2862	
2008-06	2.79	3218	
2008-09	1.32	3305	
2008-12	1.49	3434	
2009-03	2.25	4278	
2009-06	3.4	10024	
2009-09	4.18	14226	
2009-12	4.73	13250	
2010-03	5.23	13821	
2010-06	3.82	12788	
2010-09	4.24	13129	
2010-12	4.67	13183	
2011-03	4.9	15713	
2011-06	4.53	15990	
2011-09	4.15	16561	
2011-12	3.55	16730	
2012-03	3.98	17526	
2012-06	4.35	18896	
2012-09	3.91	18808	
2012-12	4.97	20905	
2013-03	5.4	20241	
2013-06	5.92	23093	
2013-09	5.61	20601	
2013-12	5.82	21594	
2014-03	4.84	15482	
2014-06	4.56	16440	
2014-09	5.94	22003	
2014-12	7.89	27080	
2015-03	9.41	16527	
2015-06	12.45	32548	
2015-09	12.45	32585	
2015-12	8.16	14419	
2016-03	6.2	16114	
2016-06	6.08	17944	
2016-09	7.66	22273	
2016-12	7.2	22510	
2017-03	8.29	26618	
2017-04	10.66	12491	
2017-06	10.07	15205	
2017-08	11.35	15888	
2017-09	11.18	16844.5	
2017-11	16.2	21447	
2017-12	15.2	20644	
2018-01	16.98	21600	
2018-02	16.54	22019	
2018-03	17.01	22253	
2018-04	16.56	22218	
2018-05	16.02	22016.5	
2018-06	14.89	22609.33	
2018-07	13.84	23320	
2018-08	13.12	22449.5	
2018-09	11.48	21903.33	
2018-10	10.18	21871.67	
2018-11	10.55	21717.67	
2018-12	10.75	21767	
2019-01	10.38	22121	
2019-02	12.1	24348.5	
2019-03	13.72	25040.75	
2019-04	14.21	25547.33	
2019-05	13.56	26803	
2019-06	13.1	27186.33	
2019-07	13	27857	
2019-08	12.66	30822	
2019-09	13.5	33631.33	
2019-10	13.63	35298.33	
2019-11	15.44	46970.67	
2019-12	17.02	55088.67	
2020-01	19.05	58502	
2020-02	17.92	58815.33	
2020-03	19.05	57379.33	
2020-04	18.64	55796	
2020-05	16.97	45939.33	
2020-06	15.86	40077	
2020-07	20.3	43877	
2020-08	23.35	47617.33	
2020-09	24.01	42951.33	
2020-10	25.95	42944	
2020-11	28.36	45061.5	
2020-12	27.08	38937	
2021-01	34.83	40241.67	
2021-02	37.83	39520.5	
2021-03	32.64	34538.33	
2021-04	32.58	29299.33	
2021-05	31.68	29482	
2021-06	32.44	30569.5	
2021-07	27.81	24676.5	
2021-08	26.5	24491	
2021-09	25.27	21355	
2021-10	22.98	20292.5	
2021-11	20.24	18983	
2021-12	23.48	21186.33	
2022-01	25.6	25100.67	
2022-02	24.4	23862.67	
2022-03	21.17	22017	
2022-04	22.17	22941	
2022-05	21.74	23470	
2022-06	23.11	24491.33	
2022-07	23.31	24938.67	
2022-08	20.11	20877.33	
2022-09	19.35	20353.33	
2022-10	17.11	20929	
2022-11	18.42	22504.67	
2022-12	19.77	24304	
2023-01	20.82	25777	
2023-02	22.01	27997.67	
2023-03	21.48	27440.5	
2023-04	20.14	26915.33	
2023-05	18.6	26334.33	
2023-06	18.75	26650	
2023-07	19.5	27923.5	
2023-08	21.47	30317	
2023-09	23.5	33969.25	
2023-10	20.97	32631	
2023-11	18.64	27243.33	
2023-12	17.48	25224.25	
2024-01	20.31	29427	
2024-02	21.61	32649	
2024-03	21.44	32130.33	
2024-04	23.26	34512	
2024-05	26.11	36037	
2024-06	24.35	35536	
2024-07	21.77	34491.67	
2024-08	19.8	33777.67	
2024-09	20.19	32921	
2024-10	24.97	34502	
2024-11	23.56	31639	
2024-12	22.97	29536	
2025-01	24.38	30054.33	
