month	ct_avg_前复权价格	股东人数
2017-06	1.51	22361.5	
2017-07	1.41	12374	
2017-08	1.32	11745.5	
2017-09	1.62	9821.67	
2017-10	1.79	9156	
2017-12	2.16	7167	
2018-01	1.95	7083	
2018-03	2.34	5714	
2018-04	2.84	6163.5	
2018-05	2.68	6294	
2018-06	2.57	5504.33	
2018-07	3.18	5012	
2018-08	3.29	5069.33	
2018-09	2.86	4987.25	
2018-10	2.25	5532	
2018-11	2.39	5300.67	
2018-12	2.24	5752	
2019-01	2.17	5244	
2019-02	2.52	5347.5	
2019-03	2.93	5401.25	
2019-04	2.72	5448.33	
2019-05	2.86	4590.33	
2019-06	2.97	4166.5	
2019-09	6.48	8558	
2019-12	10.14	11733	
2020-01	10.35	14014	
2020-02	11.76	10371	
2020-03	10.38	10931.33	
2020-04	11.36	11735	
2020-06	14.91	16075	
2020-09	17.09	18613	
2020-12	16.68	18956	
2021-01	17.9	19615	
2021-03	13.82	15790.67	
2021-04	15.01	14226	
2021-05	15.27	13730	
2021-06	17.72	14495.67	
2021-07	23.6	15287.33	
2021-08	30.68	14372	
2021-09	28.44	14221.67	
2021-10	28.85	14760	
2021-11	30.8	14452.67	
2021-12	28.79	15118.67	
2022-01	25.74	13408	
2022-02	28.14	11106	
2022-03	29.55	11337	
2022-04	26.05	12183	
2022-05	25.78	13038	
2022-06	23.88	19790.5	
2022-09	19.7	18216	
2022-10	20.12	16638	
2022-11	22.56	16519.33	
2022-12	23.72	14511	
2023-01	23.28	15830.5	
2023-02	22.96	19306	
2023-03	20.59	21514	
2023-06	14.58	23121	
2023-09	13.84	19857	
2023-12	14.93	18596	
2024-03	12.27	19846	
2024-06	14.46	18732	
2024-09	12.5	19740	
