month	ct_avg_前复权价格	股东人数
2011-12	0.8	88390	
2012-03	0.83	82771	
2012-06	0.85	63394	
2012-09	0.6	82375	
2012-12	0.68	75375	
2013-03	0.69	89270	
2013-06	0.61	91854	
2013-09	0.62	91762	
2013-12	0.64	87636	
2014-03	0.54	90093	
2014-06	0.56	88413	
2014-09	0.56	88062	
2014-12	1.31	258703	
2015-03	1.76	401618	
2015-06	3.01	562816	
2015-09	1.66	443499	
2015-12	1.73	390889	
2016-03	1.37	377877	
2016-06	1.22	374515	
2016-09	1.33	353228	
2016-12	1.55	374044	
2017-03	1.61	361367	
2017-06	1.7	344076	
2017-09	1.77	319741	
2017-12	1.6	301050	
2018-03	1.52	286854	
2018-06	1.21	280356	
2018-09	1.16	280677	
2018-12	1.07	279208	
2019-03	1.28	272693	
2019-06	1.13	269264	
2019-09	1.08	264798	
2019-12	0.92	273286	
2020-03	0.93	271595	
2020-06	0.78	280107	
2020-09	0.89	287258	
2020-12	0.9	284961	
2021-03	0.91	291267	
2021-06	0.87	283022	
2021-09	1.92	411183	
2021-12	1.82	378676	
2022-03	1.73	437620	
2022-06	1.84	385896	
2022-09	1.77	309037	
2022-12	1.71	349376	
2023-03	1.77	308513	
2023-06	1.36	396335	
2023-09	1.24	401663	
2023-12	1.16	383273	
2024-03	1.22	372075	
2024-05	1.27	364100	
2024-06	1.29	348243	
2024-07	1.33	346250	
2024-08	1.33	352300	
2024-09	1.14	351580.5	
2024-12	1.36	327000	
2025-01	1.24	322000	
