month	ct_avg_前复权价格	人均持股
2011-12	0.8	16970	
2012-03	0.83	36245	
2012-06	0.85	47323	
2012-09	0.6	36419	
2012-12	0.68	39841	
2013-03	0.69	33640	
2013-06	0.61	32693	
2013-09	0.62	32726	
2013-12	0.64	34267	
2014-03	0.54	33332	
2014-06	0.56	33966	
2014-09	0.56	34101	
2014-12	1.31	12756	
2015-03	1.76	8217	
2015-06	3.01	5863	
2015-09	1.66	7441	
2015-12	1.73	8442	
2016-03	1.37	8733	
2016-06	1.22	25633	
2016-09	1.33	27178	
2016-12	1.55	25665	
2017-03	1.61	26566	
2017-06	1.7	27901	
2017-09	1.77	30024	
2017-12	1.6	31888	
2018-03	1.52	33467	
2018-06	1.21	39751	
2018-09	1.16	39705	
2018-12	1.07	39914	
2019-03	1.28	40868	
2019-06	1.13	41388	
2019-09	1.08	42086	
2019-12	0.92	40779	
2020-03	0.93	41033	
2020-06	0.78	39786	
2020-09	0.89	38796	
2020-12	0.9	39109	
2021-03	0.91	38262	
2021-06	0.87	39376	
2021-09	1.92	27103	
2021-12	1.82	29430	
2022-03	1.73	25466	
2022-06	1.84	28483	
2022-09	1.77	35567	
2022-12	1.71	31460	
2023-03	1.77	35627	
2023-06	1.36	27733	
2023-09	1.24	10344	
2023-12	1.16	34105	
2024-03	1.22	35131	
2024-05	1.27	35901	
2024-06	1.29	37544	
2024-07	1.33	37764.5	
2024-08	1.33	37103	
2024-09	1.14	37181	
2024-12	1.36	39974	
2025-01	1.24	40595	
