month	ct_avg_前复权价格	股东人数
2011-03	1.19	10272	
2011-06	0.97	10025	
2011-09	0.95	9825	
2011-12	0.69	11379	
2012-01	0.61	11626	
2012-03	0.7	12976	
2012-06	0.61	13823	
2012-09	0.56	13756	
2012-12	0.56	14953	
2013-03	0.6	13875	
2013-06	0.69	13082	
2013-09	0.65	14346	
2013-12	0.85	15322	
2014-03	1.12	8833	
2014-06	0.96	10748	
2014-09	1.15	10469	
2014-12	1.16	9980	
2015-03	1.49	8844	
2015-06	2.9	9245	
2015-09	1.28	10890	
2015-12	2.18	11177	
2016-03	1.67	12336	
2016-06	2.77	9946	
2016-09	2.53	12504	
2016-12	2.32	13455	
2017-03	2.38	11898	
2017-06	2.66	7886	
2017-09	3	6054	
2017-12	3.13	5882	
2018-03	3.23	5244	
2018-06	3.7	5192	
2018-09	3.12	5313	
2018-12	3.05	5358	
2019-03	3.61	4823	
2019-06	4.59	4924	
2019-09	4.78	5296	
2019-12	5.67	5530	
2020-03	5.85	6083	
2020-06	7.54	5866	
2020-09	10.17	7537	
2020-12	12.31	7718	
2021-03	12.07	8026	
2021-06	13.73	8507	
2021-09	12.14	9291	
2021-12	13.81	7410	
2022-03	9.37	10239	
2022-06	10.43	8965	
2022-09	9.94	8204	
2022-12	8.55	10173	
2023-03	8.57	11288	
2023-06	7.53	8634	
2023-09	9.89	7052	
2023-12	8.95	9500	
2024-03	9.58	7838	
2024-06	8.01	10970	
2024-09	8.46	8600	
