month	ct_avg_前复权价格	人均持股
2011-03	1.19	4673	
2011-06	0.97	5985	
2011-09	0.95	6107	
2011-12	0.69	5273	
2012-01	0.61	5161	
2012-03	0.7	4624	
2012-06	0.61	4341	
2012-09	0.56	4362	
2012-12	0.56	4058	
2013-03	0.6	5012	
2013-06	0.69	5316	
2013-09	0.65	4848	
2013-12	0.85	4589	
2014-03	1.12	26968	
2014-06	0.96	22163	
2014-09	1.15	22753	
2014-12	1.16	23942	
2015-03	1.49	27017	
2015-06	2.9	25845	
2015-09	1.28	21941	
2015-12	2.18	21441	
2016-03	1.67	19427	
2016-06	2.77	24095	
2016-09	2.53	19166	
2016-12	2.32	17811	
2017-03	2.38	20142	
2017-06	2.66	30389	
2017-09	3	45615	
2017-12	3.13	46949	
2018-03	3.23	52661	
2018-06	3.7	53189	
2018-09	3.12	51977	
2018-12	3.05	51541	
2019-03	3.61	57258	
2019-06	4.59	56084	
2019-09	4.78	52144	
2019-12	5.67	49938	
2020-03	5.85	45398	
2020-06	7.54	47077	
2020-09	10.17	36640	
2020-12	12.31	35781	
2021-03	12.07	34408	
2021-06	13.73	32538	
2021-09	12.14	30748	
2021-12	13.81	38553	
2022-03	9.37	27901	
2022-06	10.43	31866	
2022-09	9.94	34822	
2022-12	8.55	28082	
2023-03	8.57	25308	
2023-06	7.53	33088	
2023-09	9.89	40510	
2023-12	8.95	30072	
2024-03	9.58	36448	
2024-06	8.01	26042	
2024-09	8.46	33219	
