month	ct_avg_前复权价格	人均持股
2001-12	1.02	1548	
2002-06	1	1956	
2002-09	0.92	1986	
2002-12	0.83	2126	
2003-03	0.84	2143	
2003-06	0.8	2025	
2003-09	0.74	2319	
2003-12	0.84	2674	
2004-03	1.15	3980	
2004-06	1.21	5226	
2004-09	1.44	8345	
2004-12	1.66	9556	
2005-03	2.12	11228	
2005-06	2.24	12665	
2005-09	2.76	14234	
2005-12	2.42	14461	
2006-03	3.45	15008	
2006-06	5.6	7821	
2006-09	5.51	11434	
2006-12	9.38	12825	
2007-03	11.67	14697	
2007-06	14.21	17830	
2007-09	17.82	14310	
2007-12	24.63	16335	
2008-03	24.45	14761	
2008-06	18.33	18060	
2008-09	15.87	17260	
2008-12	13.75	16515	
2009-03	14.26	10025	
2009-06	16.14	29906	
2009-09	20.03	32412	
2009-12	21.12	22062	
2010-03	19.85	20228	
2010-06	16.53	14910	
2010-09	20.54	23684	
2010-12	24.13	17134	
2011-03	22.53	16874	
2011-06	25.68	23493	
2011-09	27.61	23337	
2011-12	27.59	22720	
2012-03	27.94	25903	
2012-06	33.12	26711	
2012-09	33.22	25671	
2012-12	28.99	20818	
2013-03	24.45	15147	
2013-06	27.89	19572	
2013-09	21.1	13775	
2013-12	19.19	14172	
2014-03	23.58	18105	
2014-06	22.52	20194	
2014-09	26.46	21565	
2014-12	29.33	26372	
2015-03	31.65	28239	
2015-06	42.16	26681	
2015-09	35.92	26802	
2015-12	40.1	31477	
2016-03	43.04	31598	
2016-06	51.04	29772	
2016-09	56.29	23508	
2016-12	61.5	24135	
2017-03	70.61	18465	
2017-06	87.76	15572	
2017-09	94.56	19634	
2017-12	126.16	14782	
2018-03	137.83	12634	
2018-06	146.99	14272	
2018-09	129.77	14125	
2018-12	113.08	11669	
2019-03	151.08	15587	
2019-06	180.01	14275	
2019-09	223.55	14105	
2019-12	226.27	12984	
2020-03	213.95	12456	
2020-06	280.11	12725	
2020-09	339.32	10994	
2020-12	365.15	11561	
2021-03	402.13	9200	
2021-06	428.35	8587	
2021-09	338.05	7167	
2021-12	413.74	8182	
2022-03	347.31	7607	
2022-06	383.55	8603	
2022-09	376.78	8650	
2022-12	350.62	7499	
2023-03	365.27	8043	
2023-06	349.93	7766	
2023-09	380.75	8373	
2023-12	353.45	7772	
2024-03	358.68	7802	
2024-06	328.79	6306	
2024-09	300.18	6232	
