month	ct_avg_Tdx收盘价	人均持股
2003-12	7.94	5288	
2004-03	8.94	5592	
2004-06	8.61	9202	
2004-09	8.65	10123	
2004-12	8.88	10615	
2005-03	8.69	11107	
2005-06	7.94	14089	
2005-09	7.62	17617	
2005-12	7.06	15647	
2006-03	6.51	12296	
2006-06	6.71	11986	
2006-09	6.47	17739	
2006-12	8.52	27065	
2007-03	12.1	20113	
2007-06	13.88	23180	
2007-09	19.74	11489	
2007-12	18.53	11266	
2008-03	15.57	9731	
2009-06	13.82	8233	
2009-09	13.43	8733	
2009-12	13.19	8153	
2010-03	12.76	8722	
2010-06	12.22	10389	
2010-09	7.74	15573	
2010-12	7.69	15283	
2011-03	7.9	16017	
2011-06	7.36	16231	
2011-09	6.26	16923	
2011-12	6.39	17702	
2012-03	6.65	18347	
2012-06	6.84	19145	
2012-09	6.34	19653	
2012-12	6.66	26814	
2013-03	7.3	28076	
2013-06	7.12	29176	
2013-09	6.8	30029	
2013-12	6.42	30426	
2014-03	5.73	30446	
2014-06	6.18	31692	
2014-09	7.64	35655	
2014-12	9.85	40116	
2015-03	10.44	45592	
2015-06	14.43	47329	
2015-12	13.79	57869	
2016-03	12.15	65272	
2016-06	12.45	72004	
2016-09	13.5	79853	
2016-12	12.92	76991	
2017-03	13.13	80809	
2017-06	14.83	102648	
2017-09	15.09	109853	
2017-12	16.37	104917	
2018-03	16.58	111427	
2018-06	16.96	117278	
2018-09	15.92	119371	
2018-12	14.96	117220	
2019-03	16.64	120397	
2019-06	17.73	234477	
2019-09	18.61	209514	
2019-12	18.21	200842	
2020-03	17.13	191183	
2020-06	18.08	200657	
2020-09	19.95	186726	
2020-12	19.63	143094	
2021-03	20.61	117946	
2021-06	20.25	103296	
2021-09	20.62	125251	
2021-11	20.29	116922	
2021-12	22.05	135707	
2022-03	22.65	127799	
2022-06	23.52	112413	
2022-09	23.41	116280	
2022-12	20.77	97974	
2023-03	20.97	87981	
2023-06	22.31	98366	
2023-09	22.21	108080	
2023-12	23.01	113524	
2024-03	25.13	91775	
2024-06	28.25	90486	
2024-09	28.82	80333	
