month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2002-08	17.36	1.79	0.9	63.47	1.42	78.41	
2002-09	16.97	1.74	0.85	48.44	1.32	59.69	
2002-10	15.7	1.61	0.71	31.75	1.12	36.81	
2002-11	14.6	1.5	0.59	13.86	0.95	21.39	
2002-12	15.12	1.55	0.64	8.6	0.99	13.76	
2003-01	16.95	1.74	0.83	33.44	1.23	42.19	
2003-02	18.7	1.92	1	57.08	1.4	61.19	
2003-03	18.47	1.9	0.95	61.99	1.35	66.92	
2003-04	20.01	2.06	1.11	71.92	1.51	80.32	
2003-05	18.44	1.9	0.93	59.58	1.29	63.81	
2003-06	17.38	1.93	0.81	53.88	1.3	67.73	
2003-07	8.98	1.85	-0.06	-41.93	1.18	38.78	
2003-08	8.91	1.83	-0.07	-73.3	1.13	30.23	
2003-09	8.3	1.71	-0.13	-85.92	0.97	-11.77	
2003-10	8.01	1.65	-0.16	-90.86	0.88	-33.23	
2003-11	7.44	1.53	-0.21	-91.03	0.74	-46.43	
2003-12	7.77	1.6	-0.17	-81.83	0.82	-41.07	
2004-01	8.7	1.79	-0.07	-62.43	1.01	-19.64	
2004-02	9.75	2	0.05	-34.78	1.22	21.88	
2004-03	10.28	2.11	0.11	-10.79	1.29	44.45	
2004-04	12.96	2.66	0.4	21.27	1.86	67.82	
2004-05	11.21	2.3	0.21	16.19	1.42	65.35	
2004-06	9.41	2.1	0.02	-0.65	1.19	56.13	
2004-07	6.17	2.04	-0.33	-43.47	1.08	42.17	
2004-08	6.19	2.05	-0.33	-58.2	1.07	32.67	
2004-09	6.45	2.13	-0.3	-52.8	1.13	28.61	
2004-10	7.61	2.52	-0.17	-35.66	1.47	68.08	
2004-11	7.59	2.51	-0.17	-31.94	1.41	75.2	
2004-12	7.54	2.49	-0.17	-33.04	1.35	77.02	
2005-01	7.14	2.36	-0.22	-52.5	1.21	60.27	
2005-02	7.79	2.57	-0.15	-25.21	1.36	74.52	
2005-03	7.67	2.54	-0.16	-5.82	1.29	74.5	
2005-04	7.57	2.5	-0.17	0.6	1.21	76.66	
2005-05	5.94	1.97	-0.35	-64.9	0.73	-5.46	
2005-06	5.84	2.09	-0.36	-75.77	0.8	-27.72	
2005-07	5.44	1.98	-0.4	-82.35	0.69	-47.24	
2005-08	6.95	2.52	-0.23	-41.69	1.14	2.14	
2005-09	7.08	2.55	-0.22	-9.72	1.12	33.6	
2005-10	6.91	2.51	-0.23	-13.26	1.06	42.58	
2005-11	5.43	2.56	-0.39	-63.92	1.06	53.98	
2005-12	5.41	2.56	-0.39	-80.03	1.03	53.94	
2006-01	5.85	2.77	-0.34	-67.8	1.16	71.82	
2006-02	5.64	2.67	-0.37	-75	1.05	63.76	
2006-03	5.69	2.69	-0.36	-74.81	1.04	69.53	
2006-04	6.13	2.9	-0.31	-28.53	1.15	89.11	
2006-05	6.19	2.93	-0.3	-12.4	1.14	92.06	
2006-06	6.68	3.32	-0.25	24.66	1.37	95.98	
2006-07	6.27	3.87	-0.29	18.66	1.71	94.69	
2006-08	5.86	3.61	-0.34	-18.87	1.49	82.88	
2006-09	5.75	3.55	-0.35	-46.39	1.4	72.02	
2006-10	5.77	3.57	-0.34	-52.5	1.36	70.85	
2007-01	12.03	7.26	0.37	45.26	3.45	97.59	
2007-02	21.71	13.39	1.43	95.06	6.65	99.05	
2007-03	23.67	14.6	1.62	95.98	6.72	95.98	
2007-04	33.25	20.79	2.59	99.46	8.9	99.49	
2007-05	47.02	29	3.88	97.72	11.18	97.72	
2007-06	45.55	29.01	3.55	91.55	9.87	92.47	
2007-07	44.69	27.6	3.31	85.8	8.39	82.47	
2007-08	50.15	31.06	3.64	93.63	8.56	93.36	
2007-09	47.34	29.38	3.22	79.02	7.3	78.39	
2007-10	58.7	36.43	3.99	94.69	8.34	94.64	
2007-11	56.51	35.07	3.6	87.42	7.27	87.09	
2007-12	53.47	33.18	3.19	74.91	6.26	74.82	
2008-01	51.92	32.22	2.92	67.13	5.59	66.92	
2008-02	44.89	27.86	2.29	19.34	4.4	18.21	
2008-03	36.57	22.7	1.62	-10.71	3.22	-11.56	
2008-04	35.65	22.12	1.5	-26.49	2.95	-27.68	
2008-05	43.17	32.22	1.95	-3.95	4.44	10.98	
2008-06	24.29	30.2	0.64	-58.26	3.86	15.67	
2008-07	23.63	29.38	0.58	-75.54	3.52	6.25	
2008-08	18.61	23.14	0.23	-90.27	2.44	-38.9	
2008-09	16.1	20.02	0.06	-89.57	1.89	-66.49	
2008-10	20.27	25.21	0.32	-72.01	2.51	-48.93	
2008-11	12.69	15.78	-0.18	-91.43	1.15	-78.71	
2008-12	8.49	10.55	-0.45	-97.51	0.42	-91.27	
2009-01	10.08	12.54	-0.35	-83.87	0.66	-80.89	
2009-02	12.63	15.71	-0.19	-70.71	1.04	-70.76	
2009-03	12.54	15.6	-0.2	-65.34	0.98	-64.53	
2009-04	13.41	16.73	-0.15	-43.56	1.09	-42.77	
2009-05	13.75	17.05	-0.13	-32.3	1.08	-31.55	
2009-06	16.18	20.23	0.01	5.27	1.41	8.04	
2009-07	18.19	22.78	0.13	26.2	1.65	31.25	
2009-08	16.17	20.24	0	22.15	1.3	24.28	
2009-09	13.73	17.19	-0.16	-12.78	0.92	-11.28	
2009-10	14.27	17.86	-0.13	-16.69	0.95	-13.67	
2009-11	15.19	19.18	-0.08	10.27	1.06	17.69	
2009-12	17.71	22.17	0.07	48.33	1.32	54.43	
2010-01	18.1	22.66	0.08	54.33	1.32	64.64	
2010-02	17.1	21.4	0.02	45.24	1.15	57.92	
2010-03	17.01	21.29	0	43.56	1.09	58.93	
2010-04	15.21	19.04	-0.11	4.38	0.84	16.03	
2010-05	11.57	14.45	-0.32	-45.44	0.38	-45.27	
2010-06	10.39	13.03	-0.39	-76.64	0.23	-76.13	
2010-07	9.43	12.05	-0.44	-86.89	0.13	-85.63	
2010-08	9.95	12.72	-0.41	-82.63	0.18	-78.49	
2010-09	9.3	11.89	-0.45	-92.95	0.09	-92.62	
2010-10	11.48	14.68	-0.32	-62.78	0.33	-61.38	
2010-11	11.05	14.12	-0.34	-50.69	0.26	-48.34	
2010-12	10.14	12.96	-0.39	-62	0.15	-59.47	
2011-01	9.45	12.07	-0.43	-78.35	0.06	-76.79	
2011-02	10	12.79	-0.39	-61.67	0.11	-59.94	
2011-03	10.23	13.07	-0.37	-39.13	0.13	-37.58	
