month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2005-06	0.25	-0.48	
2005-07	0.21	-0.56	
2005-08	0.25	-0.47	
2005-09	0.27	-0.41	
2005-10	0.25	-0.46	
2005-11	0.26	-0.42	
2005-12	0.29	-0.36	
2006-01	0.29	-0.34	
2006-02	0.29	-0.34	
2006-03	0.29	-0.34	
2006-04	0.31	-0.28	
2006-05	0.44	0.02	
2006-06	0.41	-0.05	
2006-07	0.46	0.07	
2006-08	0.42	-0.02	
2006-09	0.43	0	
2006-10	0.45	0.05	
2006-11	0.44	0.02	
2006-12	0.45	0.05	
2007-01	0.6	0.4	
2007-02	0.65	0.51	
2007-03	0.79	0.8	
2007-04	1.02	1.32	
2007-05	1.16	1.58	
2007-06	1.05	1.28	
2007-07	1	1.17	
2007-08	1.25	1.66	
2007-09	1.46	2.04	
2007-10	1.37	1.8	
2007-11	1.12	1.24	
2007-12	1.18	1.36	
2008-01	1.26	1.47	
2008-02	1.13	1.17	
2008-03	0.98	0.88	
2008-04	0.8	0.51	
2008-05	0.87	0.64	
2008-06	0.68	0.26	
2008-07	0.65	0.2	
2008-08	0.57	0.06	
2008-09	0.49	-0.09	
2008-10	0.36	-0.33	
2008-11	0.37	-0.31	
2008-12	0.41	-0.24	
2009-01	0.42	-0.22	
2009-02	0.54	0	
2009-03	0.52	-0.04	
2009-04	0.58	0.07	
2009-05	0.61	0.13	
2009-06	0.62	0.15	
2009-07	0.75	0.39	
2009-08	0.73	0.35	
2009-09	0.73	0.33	
2009-10	0.78	0.42	
2009-11	0.91	0.65	
2009-12	0.98	0.75	
2010-01	0.98	0.75	
2010-02	0.98	0.72	
2010-03	1.03	0.81	
2010-04	1.11	0.91	
2010-05	1	0.69	
2010-06	0.93	0.58	
2010-07	0.93	0.55	
2010-08	1.07	0.78	
2010-09	1.14	0.87	
2010-10	1.3	1.1	
2010-11	1.31	1.08	
2010-12	1.33	1.11	
2011-01	1.24	0.94	
2011-02	1.44	1.22	
2011-03	1.48	1.24	
2011-04	1.47	1.19	
2011-05	1.36	1	
2011-06	1.31	0.9	
2011-07	1.34	0.91	
2011-08	1.19	0.68	
2011-09	1.14	0.58	
2011-10	1.03	0.43	
2011-11	1.01	0.38	
2011-12	0.88	0.21	
2012-01	0.84	0.14	
2012-02	0.91	0.23	
2012-03	0.97	0.29	
2012-04	0.94	0.25	
2012-05	0.89	0.17	
2012-06	0.84	0.11	
2012-07	0.76	0	
2012-08	0.75	-0.01	
2012-09	0.72	-0.05	
2012-10	0.69	-0.1	
2012-11	0.59	-0.23	
2012-12	0.6	-0.22	
2013-01	0.68	-0.12	
2013-02	0.68	-0.12	
2013-03	0.62	-0.19	
2013-04	0.59	-0.24	
2013-05	0.59	-0.24	
2013-06	0.53	-0.32	
2013-07	0.48	-0.38	
2013-08	0.51	-0.35	
2013-09	0.54	-0.32	
2013-10	0.52	-0.34	
2013-11	0.52	-0.34	
2013-12	0.54	-0.32	
2014-01	0.48	-0.4	
2014-02	0.5	-0.38	
2014-03	0.51	-0.36	
2014-04	0.52	-0.35	
2014-05	0.5	-0.38	
2014-06	0.53	-0.35	
2014-07	0.58	-0.28	
2014-08	0.65	-0.2	
2014-09	0.87	0.06	
2014-10	0.86	0.05	
2014-11	0.88	0.06	
2014-12	0.96	0.16	
2015-01	0.95	0.13	
2015-02	0.93	0.11	
2015-03	1.07	0.26	
2015-04	1.29	0.5	
2015-05	1.29	0.5	
2015-06	1.3	0.49	
2015-07	1.3	0.48	
2015-08	1.3	0.48	
2015-09	1.3	0.48	
2015-10	1.16	0.32	
2015-11	1.03	0.17	
2015-12	1.07	0.22	
2016-01	0.95	0.09	
2016-02	0.92	0.06	
2016-03	0.99	0.14	
2016-04	1.12	0.29	
2016-05	1.02	0.17	
2016-06	1.04	0.2	
2016-07	1.17	0.34	
2016-08	1.18	0.36	
2016-09	1.15	0.32	
2016-10	1.15	0.31	
2016-11	1.19	0.35	
2016-12	1.27	0.43	
2017-01	1.24	0.38	
2017-02	1.31	0.44	
2017-03	1.27	0.38	
2017-04	1.19	0.29	
2017-05	1.07	0.15	
2017-06	1.08	0.15	
2017-07	1.17	0.24	
2017-08	1.25	0.32	
2017-09	1.35	0.41	
2017-10	1.26	0.31	
2017-11	1.16	0.2	
2017-12	1.11	0.14	
2018-01	1.12	0.14	
2018-02	1.08	0.1	
2018-03	1.05	0.07	
2018-04	0.98	0	
2018-05	0.97	-0.01	
2018-06	0.96	-0.02	
2018-07	0.87	-0.11	
2018-08	0.94	-0.04	
2018-09	0.96	-0.02	
2018-10	0.92	-0.06	
2018-11	0.93	-0.05	
2018-12	0.89	-0.08	
2019-01	0.91	-0.06	
2019-02	1.01	0.04	
2019-03	1.18	0.22	
2019-04	1.42	0.46	
2019-05	1.33	0.37	
2019-06	1.35	0.39	
2019-07	1.33	0.37	
2019-08	1.43	0.47	
