month	ct_avg_前复权价格	人均持股
2015-06	1.1	1198.5	
2015-09	0.67	4904	
2015-12	0.86	6100	
2016-03	0.65	6209	
2016-06	0.64	19623	
2016-09	0.66	20866	
2016-12	0.69	21024	
2017-03	0.69	22858	
2017-06	0.73	25169	
2017-09	0.8	4679012	
2017-12	0.72	5786605	
2018-03	0.66	5786605	
2018-06	0.59	5989136	
2018-09	0.56	6080341	
2018-12	0.61	6080341	
2019-03	0.76	42636	
2019-06	0.65	7211540	
2019-09	0.71	7325406	
2019-12	0.69	7287053	
2020-06	0.64	7482942	
2020-12	0.71	7564278	
2021-03	0.65	7564278	
2021-06	0.68	7689653	
2021-09	0.76	7689653	
2021-12	0.71	7732373	
2022-03	0.64	7819254	
2022-06	0.61	7819254	
2022-09	0.62	7908109	
2022-12	0.6	7999007	
2023-03	0.61	8092018	
2023-06	0.63	8092018	
2023-09	0.66	8284686	
2023-12	0.66	8334294	
2024-03	0.66	8334294	
2024-06	0.63	8384501	
2024-09	0.68	8384501	
