month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2009-02	0.89	-45.09	
2009-03	0.95	-19.52	
2009-04	1.06	7.31	
2009-05	1.26	30.36	
2009-06	1.52	49.27	
2009-07	1.82	67.9	
2009-08	1.7	69.6	
2009-09	1.57	60.8	
2009-10	1.76	76.45	
2009-11	1.87	86.18	
2009-12	1.82	80.94	
2010-01	1.65	50.18	
2010-02	1.56	21.79	
2010-03	1.66	22.9	
2010-04	1.54	-0.47	
2010-05	1.32	-42.28	
2010-06	1.21	-64.43	
2010-07	1.26	-64.73	
2010-08	1.33	-54.83	
2010-09	1.22	-73.5	
2010-10	1.38	-48.61	
2010-11	1.31	-37.05	
2010-12	1.23	-70.81	
2011-01	1.31	-50.54	
2011-02	1.32	-15.89	
2011-03	1.39	12.89	
2011-04	1.53	46.05	
2011-05	1.35	25.72	
2011-06	1.23	-19.69	
2011-07	1.27	-26.74	
2011-08	1.2	-48.41	
2011-09	1.19	-65.56	
2011-10	1.18	-73.33	
2011-11	1.18	-68.79	
2011-12	1.15	-89	
2012-01	1.23	-60.3	
2012-02	1.3	-9.37	
2012-03	1.26	2.11	
2012-04	1.25	-3.36	
2012-05	1.3	37.3	
2012-06	1.21	-7.37	
2012-07	1.17	-38.43	
2012-08	1.18	-47.51	
2012-09	1.13	-66.38	
2012-10	1.16	-60.02	
2012-11	1.19	-43.51	
2012-12	1.4	15.01	
2013-01	1.69	71.12	
2013-02	1.83	89.29	
2013-03	1.82	91.2	
2013-04	1.66	74.5	
2013-05	1.74	77.15	
2013-06	1.51	44.27	
2013-07	1.4	6.21	
2013-08	1.49	2.15	
2013-09	1.72	43.98	
2013-10	1.69	52.23	
2013-11	1.64	44.22	
2013-12	1.52	-0.37	
2014-01	1.41	-40.99	
2014-02	1.4	-61.33	
2014-03	1.35	-75.68	
2014-04	1.48	-44.56	
2014-05	1.46	-39.91	
2014-06	1.47	-27.9	
2014-07	1.52	-11.45	
2014-08	1.63	44.98	
2014-09	1.6	50.94	
2014-10	1.59	45.54	
2014-11	1.68	71.03	
2014-12	2.16	88.43	
2015-01	2.44	91.21	
2015-02	2.2	79.52	
2015-03	2.49	85.96	
2015-04	3.07	96.81	
2015-05	2.9	86.43	
2015-06	2.97	87.16	
2015-07	2.64	56.6	
2015-08	2.39	23.85	
2015-09	2.31	-0.18	
2015-10	2.41	0.89	
2015-11	2.57	14.97	
2015-12	2.65	29.66	
2016-01	2.48	11.29	
2016-02	2.31	-37.62	
2016-03	2.44	-36.26	
2016-04	2.53	-1.25	
2016-05	2.54	18.32	
2016-06	2.55	33.48	
2016-07	2.56	49.19	
2016-08	2.64	77.25	
2016-09	2.65	83.12	
2016-10	2.68	89.96	
2016-11	2.73	91.76	
2016-12	2.75	86.45	
2017-01	2.74	76.04	
2017-02	2.79	91.67	
2017-03	2.72	64.56	
2017-04	2.62	18.11	
2017-05	2.62	-11.61	
2017-06	2.77	38.68	
2017-07	3.04	76.7	
2017-08	3.02	86.76	
2017-09	3.01	80.7	
2017-10	3.06	89.55	
2017-11	2.99	68.14	
2017-12	2.97	53.02	
2018-01	3.11	67.57	
2018-02	3.16	87.8	
2018-03	3.03	64.04	
2018-04	2.81	2.28	
2018-05	2.78	-35.03	
2018-06	2.71	-60.62	
2018-07	2.61	-72.89	
2018-08	2.72	-66.81	
2018-09	2.72	-66.4	
2018-10	2.79	-37.85	
2018-11	2.86	-7.34	
2018-12	2.8	-4.87	
2019-01	2.79	-24.68	
2019-02	3.02	35.42	
2019-03	3.29	65.65	
2019-04	3.49	82.44	
2019-05	3.28	73.97	
2019-06	3.33	79.46	
2019-07	3.44	87.5	
2019-08	3.39	79.54	
2019-09	3.28	44.96	
2019-10	3.5	72.77	
2019-11	3.64	90.26	
2019-12	3.64	89.61	
2020-01	3.65	86.89	
2020-02	3.31	32.23	
2020-03	3.09	-6.74	
2020-04	2.99	-43.37	
2020-05	3.01	-60.27	
2020-06	2.98	-75.58	
2020-07	3.19	-45.85	
