month	ct_avg_前复权价格	人均持股
2001-12	0.81	5943243	
2002-06	0.76	5113953	
2002-09	0.8	5235714	
2003-03	0.63	4581250	
2003-06	0.63	4398000	
2003-09	0.52	4581250	
2003-12	0.47	5113953	
2004-03	0.52	5497500	
2004-06	0.46	5235714	
2004-12	0.34	5363415	
2005-03	0.3	5638462	
2005-06	0.37	5943243	
2005-09	0.46	6108333	
2005-12	0.43	6467647	
2006-03	0.48	6871875	
2006-06	0.62	0	
2006-12	0.71	7853571	
2007-03	1.09	8144444	
2007-06	1.37	7853571	
2007-12	1.44	8457692	
2008-03	1.33	8457692	
2008-06	1.07	8457692	
2008-09	0.61	8144444	
2008-12	0.58	7853571	
2009-03	0.68	7853571	
2009-06	0.73	7853571	
2009-09	0.72	6871875	
2009-12	1.1	6467647	
2010-03	1.12	6467647	
2010-06	1.05	6467647	
2010-09	1.31	6871875	
2010-12	1.69	6663636	
2011-03	2.06	6282857	
2011-06	1.45	6282857	
2011-09	1.32	5943243	
2011-12	1.24	5786842	
2012-03	1.25	5497500	
2012-06	2.15	5943243	
2012-09	2.17	6108333	
2012-12	1.8	6467647	
2013-03	2.72	7330000	
2013-06	3.25	6467647	
2013-09	3.19	8144444	
2014-06	2.39	8144444	
2014-09	2.65	8144444	
2014-12	2.59	7582759	
2015-03	3.03	7853571	
2015-06	4	8796000	
2015-09	2.53	8144444	
2015-12	2.87	8144444	
2016-03	2.15	8144444	
2016-06	2.34	8144444	
2016-09	2.4	8144444	
2016-12	2.34	7853571	
2017-03	2.73	8144444	
2017-06	2.78	8144444	
2017-09	2.71	8144444	
2017-12	3.17	8457692	
2018-03	2.74	8144444	
2018-06	3.97	8796000	
2018-09	3.48	8796000	
2018-12	3.67	8457692	
2019-03	3.79	8144444	
2019-06	3.89	8144444	
2019-09	3.67	8144444	
2019-12	3.36	7582759	
2020-03	3.29	8144444	
2020-06	3.22	7853571	
2020-09	3.19	7853571	
2020-12	3.08	8144444	
2021-02	2.92	12059	
2021-03	2.94	7330000	
2021-06	3.18	5235714	
2021-12	3.21	4149057	
2022-06	3.25	4228846	
2022-12	3.37	4311765	
2023-06	3.54	4311765	
2023-12	3.15	4311765	
2024-06	3.35	4311765	
2024-09	2.91	16100	
