month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2008-02	1.1	0.57	
2008-03	1.09	0.54	
2008-04	0.78	0.11	
2008-05	0.97	0.39	
2008-06	0.81	0.17	
2008-07	0.78	0.15	
2008-08	0.63	-0.06	
2008-09	0.44	-0.33	
2008-10	0.38	-0.42	
2008-11	0.34	-0.46	
2008-12	0.43	-0.31	
2009-01	0.46	-0.25	
2009-02	0.62	0.03	
2009-03	0.6	0.02	
2009-04	0.63	0.09	
2009-05	0.63	0.11	
2009-06	0.66	0.18	
2009-07	0.68	0.21	
2009-08	0.64	0.16	
2009-09	0.63	0.15	
2009-10	0.61	0.13	
2009-11	0.64	0.19	
2009-12	0.67	0.26	
2010-01	0.75	0.42	
2010-02	0.74	0.4	
2010-03	0.74	0.4	
2010-04	0.84	0.56	
2010-05	0.73	0.35	
2010-06	0.65	0.2	
2010-07	0.58	0.07	
2010-08	0.66	0.22	
2010-09	0.68	0.26	
2010-10	0.72	0.33	
2010-11	0.77	0.43	
2010-12	0.75	0.39	
2011-01	0.65	0.2	
2011-02	0.82	0.49	
2011-03	0.81	0.47	
2011-04	0.79	0.44	
2011-05	0.72	0.31	
2011-06	0.66	0.18	
2011-07	0.67	0.2	
2011-08	0.6	0.07	
2011-09	0.58	0.04	
2011-10	0.58	0.04	
2011-11	0.62	0.11	
2011-12	0.55	-0.04	
2012-01	0.52	-0.09	
2012-02	0.57	0	
2012-03	0.58	0.02	
2012-04	0.64	0.12	
2012-05	0.66	0.14	
2012-06	0.64	0.1	
2012-07	0.56	-0.03	
2012-08	0.57	-0.02	
2012-09	0.56	-0.03	
2012-10	0.54	-0.07	
2012-11	0.51	-0.12	
2012-12	0.48	-0.17	
2013-01	0.54	-0.08	
2013-02	0.58	-0.02	
2013-03	0.58	-0.02	
2013-04	0.57	-0.03	
2013-05	0.65	0.1	
2013-06	0.68	0.15	
2013-07	0.7	0.17	
2013-08	1.12	0.84	
2013-09	1.24	1.03	
2013-10	1.28	1.06	
2013-11	1.25	0.98	
2013-12	1.21	0.89	
2014-01	1.45	1.23	
2014-02	1.55	1.31	
2014-03	1.37	1.01	
2014-04	1.15	0.67	
2014-05	1.1	0.59	
2014-06	1.27	0.81	
2014-07	1.25	0.76	
2014-08	1.36	0.89	
2014-09	1.49	1.04	
2014-10	1.51	1.04	
2014-11	1.43	0.91	
2014-12	1.41	0.86	
2015-01	1.41	0.83	
2015-02	1.41	0.81	
2015-03	1.41	0.78	
2015-04	1.41	0.76	
2015-05	1.49	0.82	
2015-06	4.53	4.27	
2015-07	3.61	3.06	
2015-08	3.29	2.62	
2015-09	2.89	2.11	
2015-10	3.66	2.81	
2015-11	5.25	4.2	
2015-12	4.83	3.6	
2016-01	3.54	2.28	
2016-02	3.26	1.96	
2016-03	2.88	1.57	
2016-04	3.01	1.64	
2016-05	2.78	1.4	
2016-06	2.89	1.45	
2016-07	3.07	1.56	
2016-08	3.13	1.57	
2016-09	3.02	1.44	
2016-10	3.07	1.42	
2016-11	3.01	1.33	
2016-12	2.86	1.18	
2017-01	2.69	1.02	
2017-02	2.7	0.99	
2017-03	2.76	1	
2017-04	2.67	0.91	
2017-05	2.52	0.77	
2017-06	2.67	0.85	
2017-07	2.75	0.88	
2017-08	2.72	0.83	
2017-09	2.86	0.89	
2017-10	3.01	0.97	
2017-11	3.32	1.13	
2017-12	3.23	1.04	
2018-01	3.29	1.04	
2018-02	2.83	0.74	
2018-03	3.29	0.98	
2018-04	3.68	1.18	
2018-05	3.47	1.02	
2018-06	3.06	0.76	
2018-07	3.07	0.74	
2018-08	3.14	0.75	
2018-09	2.9	0.6	
2018-10	2.38	0.31	
2018-11	2.47	0.34	
2018-12	2.3	0.24	
2019-01	2.19	0.16	
2019-02	2.48	0.31	
2019-03	2.99	0.56	
2019-04	2.98	0.54	
2019-05	2.62	0.34	
2019-06	2.57	0.3	
2019-07	2.82	0.42	
2019-08	3.27	0.62	
2019-09	3.29	0.6	
2019-10	2.95	0.43	
2019-11	2.74	0.31	
2019-12	2.88	0.36	
2020-01	3.2	0.5	
2020-02	3.93	0.81	
2020-03	3.94	0.79	
2020-04	3.61	0.61	
2020-05	3.94	0.74	
2020-06	3.88	0.69	
2020-07	4.39	0.88	
2020-08	4.22	0.77	
2020-09	3.87	0.61	
2020-10	3.35	0.37	
2020-11	3.06	0.24	
2020-12	2.85	0.15	
2021-01	3.08	0.23	
2021-02	2.86	0.13	
2021-03	2.74	0.07	
2021-04	2.58	0	
2021-05	2.5	-0.03	
2021-06	2.98	0.14	
2021-07	3.44	0.3	
2021-08	3.6	0.34	
2021-09	3.34	0.24	
2021-10	3.59	0.32	
2021-11	3.65	0.32	
2021-12	3.19	0.15	
2022-01	3.13	0.12	
2022-02	2.9	0.03	
2022-03	2.73	-0.04	
2022-04	2.34	-0.18	
2022-05	2.39	-0.16	
2022-06	2.52	-0.12	
2022-07	2.66	-0.08	
2022-08	2.49	-0.14	
2022-09	2.28	-0.21	
2022-10	2.23	-0.23	
2022-11	2.48	-0.15	
2022-12	2.65	-0.1	
2023-01	3.18	0.08	
2023-02	3.26	0.1	
2023-03	3.82	0.27	
2023-04	4.36	0.44	
2023-05	3.89	0.28	
2023-06	4.55	0.48	
2023-07	3.98	0.28	
2023-08	3.64	0.16	
2023-09	3.4	0.08	
2023-10	2.88	-0.08	
2023-11	2.84	-0.09	
2023-12	2.7	-0.13	
2024-01	2.36	-0.24	
2024-02	2.36	-0.24	
2024-03	3.2	0.04	
2024-04	2.76	-0.1	
2024-05	2.95	-0.03	
2024-06	3.1	0.02	
2024-07	3.12	0.02	
2024-08	2.75	-0.1	
2024-09	2.66	-0.13	
2024-10	3.37	0.1	
2024-11	3.62	0.18	
2024-12	3.6	0.18	
2025-01	3.49	0.14	
2025-02	3.59	0.17	
