month	ct_avg_前复权价格	人均持股
2008-09	0.84	928.5	
2008-12	1.33	1713	
2009-03	1.62	1749	
2009-06	1.78	2175	
2009-09	2.06	3164	
2009-12	3.52	3549	
2010-03	4.54	2065	
2010-06	4.14	2105	
2010-09	4.67	2138	
2010-12	6.04	3380	
2011-03	5.74	2788	
2011-06	4.93	5231	
2011-09	4.23	9895	
2011-12	3.89	5146	
2012-03	3.75	5693	
2012-06	4.23	7883	
2012-09	4.3	8306	
2012-12	4.54	8671	
2013-03	4.51	7899	
2013-06	5.93	12789	
2013-09	7.5	12905	
2013-12	8.34	13142	
2014-03	6.97	11408	
2014-06	7.78	14268	
2014-09	8.38	14520	
2014-12	10.9	14164	
2015-03	12.54	13223	
2015-06	18.31	10749	
2015-09	11.34	14704	
2015-12	12.85	8030	
2016-03	10.43	9044	
2016-06	10.46	11297	
2016-09	15.47	16300	
2016-12	14.24	15971	
2017-03	17.12	18602	
2017-04	18.22	15402.5	
2017-06	22.52	19044	
2017-09	23.5	22306	
2017-10	25.44	23627	
2017-12	23.76	24595	
2018-01	26.15	26127.5	
2018-02	25.35	26800	
2018-03	27.44	27044.67	
2018-04	24.87	21324	
2018-05	23.99	19440	
2018-06	21.46	21438.5	
2018-07	17.89	22208	
2018-08	17.03	21198.5	
2018-09	16.02	20399.33	
2018-10	13.61	18641.67	
2018-11	15.54	19401.67	
2018-12	15.7	19473.33	
2019-01	15.95	19831	
2019-02	19.04	21740	
2019-03	22.26	21086.6	
2019-04	22.5	18307.33	
2019-05	21.86	19083.67	
2019-06	22.93	21783.67	
2019-07	25.41	25432	
2019-08	24.18	23814	
2019-09	23.68	21195.67	
2019-10	24.61	22612.33	
2019-11	26.92	22779.67	
2019-12	26.84	21751.33	
2020-01	30.21	23461.5	
2020-02	32.12	20972	
2020-03	36.13	19867.67	
2020-04	41.67	20819	
2020-05	41.97	17447.33	
2020-06	44.52	19413	
2020-07	56.03	18919.67	
2020-08	61.86	18787	
2020-09	63.32	17872.33	
2020-10	61.8	17636	
2020-11	62.28	17493	
2020-12	60.28	14967.33	
2021-01	79.78	16081	
2021-02	86.87	12018	
2021-03	80.57	13757.5	
2021-04	91.33	16543	
2021-05	96.22	17201.33	
2021-06	96.7	14154.33	
2021-07	88.19	14210	
2021-08	89.56	14296	
2021-09	76.67	12361	
2021-10	75.69	13547.33	
2021-11	68.77	12048.33	
2021-12	79.04	16874	
2022-01	84.13	20480.33	
2022-02	83.37	20498.33	
2022-03	71.38	17445.67	
2022-04	75.61	18863	
2022-05	75.85	19860.67	
2022-06	79.2	21227.67	
2022-07	74.77	16704.33	
2022-08	60.36	11807	
2022-09	48.8	9780	
2022-10	42.2	9507.33	
2022-11	50.89	10578.67	
2022-12	57.11	12699	
2023-01	62.43	14949.33	
2023-02	60.29	14215	
2023-03	57.33	13909.33	
2023-04	55.12	13659.5	
2023-05	46.7	12850.67	
2023-06	48.33	13013.33	
2023-07	46.53	12286	
2023-08	49.8	13961.33	
2023-09	47.92	13959	
2023-10	41.76	12753	
2023-11	39.37	11156.33	
2023-12	33.13	10616.67	
2024-01	29.72	10726	
2024-02	28.07	10950.5	
2024-03	28.49	10288	
2024-04	24.71	9786.67	
2024-05	27.28	9952	
2024-06	24.24	9965	
2024-07	22.42	9687.67	
2024-08	19.99	9499.67	
2024-09	19.03	9335	
2024-10	25.5	8847.33	
2024-11	26.44	9561	
2024-12	25	9652	
2025-01	23.07	9731	
