month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2007-01	6	1.37	
2007-02	6.18	1.4	
2007-03	6.54	1.48	
2007-04	7.35	1.72	
2007-05	9.3	2.35	
2007-06	8.37	1.93	
2007-07	7.82	1.68	
2007-08	9.3	2.09	
2007-09	9.47	2.06	
2007-10	8.59	1.71	
2007-11	8.28	1.56	
2007-12	9.04	1.73	
2008-01	9.11	1.7	
2008-02	8.08	1.34	
2008-03	7.11	1.03	
2008-04	5.39	0.53	
2008-05	5.56	0.56	
2008-06	4.17	0.16	
2008-07	3.99	0.11	
2008-08	3.38	-0.06	
2008-09	3.09	-0.14	
2008-10	2.75	-0.23	
2008-11	2.52	-0.29	
2008-12	2.89	-0.19	
2009-01	2.97	-0.16	
2009-02	3.87	0.1	
2009-03	3.7	0.05	
2009-04	4.22	0.21	
2009-05	4.29	0.23	
2009-06	4.34	0.24	
2009-07	4.74	0.35	
2009-08	5.53	0.56	
2009-09	5.65	0.59	
2009-10	5.84	0.63	
2009-11	6.23	0.72	
2009-12	6.27	0.71	
2010-01	7.28	0.96	
2010-02	6.9	0.84	
2010-03	6.97	0.83	
2010-04	7.94	1.05	
2010-05	6.54	0.67	
2010-06	5.73	0.45	
2010-07	5.3	0.33	
2010-08	6.05	0.5	
2010-09	6.5	0.59	
2010-10	7	0.69	
2010-11	7.18	0.72	
2010-12	7.29	0.72	
2011-01	6.83	0.6	
2011-02	7	0.62	
2011-03	7.23	0.65	
2011-04	7.05	0.59	
2011-05	6.43	0.44	
2011-06	5.88	0.3	
2011-07	6.28	0.38	
2011-08	5.83	0.27	
2011-09	5.68	0.23	
2011-10	5.54	0.19	
2011-11	5.6	0.19	
2011-12	4.87	0.03	
2012-01	4.81	0.01	
2012-02	5.3	0.11	
2012-03	5.21	0.09	
2012-04	5.45	0.13	
2012-05	5.2	0.07	
2012-06	4.74	-0.03	
2012-07	4.13	-0.16	
2012-08	3.97	-0.19	
2012-09	3.92	-0.2	
2012-10	3.93	-0.2	
2012-11	3.6	-0.27	
2012-12	3.5	-0.29	
2013-01	3.88	-0.22	
2013-02	4.14	-0.17	
2013-03	4.04	-0.19	
2013-04	3.72	-0.26	
2013-05	4.16	-0.17	
2013-06	4.2	-0.17	
2013-07	4.19	-0.17	
2013-08	4.48	-0.12	
2013-09	4.61	-0.1	
2013-10	4.89	-0.05	
2013-11	4.77	-0.08	
2013-12	4.56	-0.13	
2014-01	4.37	-0.17	
2014-02	4.82	-0.09	
2014-03	5.1	-0.04	
2014-04	5.23	-0.02	
2014-05	5.29	-0.02	
2014-06	5.43	0	
2014-07	5.86	0.07	
2014-08	6.88	0.25	
2014-09	6.98	0.26	
2014-10	7.06	0.27	
2014-11	6.68	0.2	
2014-12	7.25	0.29	
2015-01	7.42	0.32	
2015-02	7.25	0.28	
2015-03	8.16	0.43	
2015-04	9.54	0.66	
2015-05	10.47	0.81	
2015-06	12.39	1.11	
2015-07	8.05	0.37	
2015-08	8.68	0.47	
2015-09	7.7	0.31	
2015-10	8.09	0.38	
2015-11	8.82	0.5	
2015-12	9.68	0.64	
2016-01	7.57	0.29	
2016-02	7.93	0.35	
2016-03	7.94	0.35	
2016-04	8.41	0.44	
2016-05	8.88	0.52	
2016-06	9.26	0.58	
2016-07	9.49	0.61	
2016-08	10.77	0.81	
2016-09	12.99	1.16	
2016-10	13.63	1.23	
2016-11	12.31	0.99	
2016-12	11.44	0.82	
2017-01	11.57	0.82	
2017-02	12.48	0.93	
2017-03	13.41	1.04	
2017-04	12.75	0.91	
2017-05	12.22	0.81	
2017-06	11.87	0.74	
2017-07	14.21	1.05	
2017-08	14.82	1.11	
2017-09	15.83	1.21	
2017-10	15.55	1.14	
2017-11	16.83	1.28	
2017-12	16.18	1.16	
2018-01	18.15	1.38	
2018-02	16.88	1.18	
2018-03	17.97	1.29	
2018-04	16.35	1.06	
2018-05	14.7	0.83	
2018-06	14.08	0.74	
2018-07	15.75	0.92	
2018-08	16.87	1.04	
2018-09	16.39	0.96	
2018-10	14.86	0.76	
2018-11	14.84	0.73	
2018-12	14.85	0.72	
2019-01	15.86	0.81	
2019-02	17.6	0.99	
2019-03	19.01	1.12	
2019-04	21.28	1.34	
2019-05	20.73	1.24	
2019-06	22.72	1.42	
2019-07	25.23	1.63	
2019-08	35.5	2.6	
2019-09	43.56	3.25	
2019-10	40.94	2.87	
2019-11	36.73	2.37	
2019-12	36.55	2.26	
2020-01	38.2	2.31	
2020-02	42.69	2.59	
2020-03	48.65	2.95	
2020-04	47.19	2.7	
2020-05	48.34	2.66	
2020-06	46.62	2.43	
2020-07	49.58	2.53	
2020-08	44.21	2.06	
2020-09	38.8	1.63	
2020-10	39.57	1.62	
2020-11	43.97	1.83	
2020-12	45.41	1.85	
2021-01	45.53	1.79	
2021-02	38.63	1.31	
2021-03	39.45	1.31	
2021-04	39.19	1.25	
2021-05	38.09	1.15	
2021-06	37.75	1.09	
2021-07	40.4	1.19	
2021-08	44.19	1.34	
2021-09	37.94	0.98	
2021-10	37.29	0.91	
2021-11	40.05	1.01	
2021-12	38.49	0.9	
2022-01	36.65	0.78	
2022-02	32.73	0.57	
2022-03	28.79	0.37	
2022-04	26.93	0.27	
2022-05	27.85	0.29	
2022-06	28.73	0.32	
2022-07	27.84	0.27	
2022-08	28.59	0.29	
2022-09	25.26	0.13	
2022-10	23.4	0.04	
2022-11	25.55	0.12	
2022-12	25.87	0.13	
2023-01	26.73	0.15	
2023-02	29.84	0.27	
2023-03	31.79	0.34	
2023-04	32.03	0.34	
2023-05	26.27	0.09	
2023-06	26.41	0.09	
2023-07	27.7	0.13	
2023-08	26.86	0.09	
2023-09	27.21	0.1	
2023-10	29.43	0.18	
2023-11	30.95	0.23	
2023-12	31.34	0.23	
2024-01	29.34	0.14	
2024-02	27.48	0.06	
2024-03	31.61	0.21	
2024-04	29.69	0.13	
2024-05	36.25	0.36	
2024-06	37.39	0.39	
2024-07	38.89	0.43	
2024-08	33.4	0.22	
2024-09	32.02	0.16	
2024-10	36.28	0.3	
2024-11	39.07	0.38	
2024-12	42.73	0.5	
2025-01	48.19	0.67	
