month	ct_avg_前复权价格	股东人数
2010-08	0.97	100046	
2010-09	0.93	33932	
2010-12	0.85	34616	
2011-03	0.79	34912	
2011-06	0.64	33243	
2011-09	0.54	36185	
2011-12	0.42	37611	
2012-03	0.46	39280	
2012-06	0.38	38012	
2012-09	0.37	37335	
2012-12	0.36	36086	
2013-03	0.44	37506	
2013-06	0.38	38265	
2013-09	0.43	42395	
2013-12	0.41	43560	
2014-03	0.38	46804	
2014-06	0.39	44580	
2014-09	0.51	47687	
2014-12	0.71	42058	
2015-03	0.77	47879	
2015-06	1.47	98793	
2015-09	0.61	108483	
2015-12	0.87	104244	
2016-03	0.58	118363	
2016-06	0.72	107629	
2016-09	0.7	101857	
2016-12	0.64	105228	
2017-02	0.64	102988	
2017-03	0.64	103005	
2017-06	0.59	97625	
2017-09	0.63	90112	
2017-12	0.74	93585	
2018-03	0.61	92186	
2018-06	0.53	87961	
2018-09	0.88	77317	
2018-12	0.96	83607	
2019-03	1.5	96124	
2019-06	1.46	104918	
2019-09	3.61	200228	
2019-12	3.14	222572	
2020-03	3.61	206105	
2020-06	3.32	209303	
2020-09	2.69	234383	
2020-12	2.62	218986	
2021-03	2.35	199936	
2021-06	2.08	198970	
2021-09	1.81	190288	
2021-12	2.38	150306	
2022-03	2.21	131633	
2022-06	2.46	128259	
2022-09	1.73	180200	
2022-12	1.88	152982	
2023-03	2.73	111940	
2023-06	3.3	156977	
2023-09	3.18	113581	
2023-12	3.36	99408	
2024-03	4.73	113204	
2024-06	5.6	98974	
2024-09	5.25	109464	
