month	ct_avg_前复权价格	股东人数
2000-12	1.11	73149	
2001-12	0.95	80447	
2002-06	0.92	69315	
2002-09	0.92	69279	
2002-12	0.84	68821	
2003-03	0.96	69928	
2003-06	1.28	87860	
2003-09	1.29	83193	
2003-12	1.43	78286	
2004-03	1.51	90294	
2004-06	1.32	85180	
2004-09	1.48	65054	
2004-12	1.58	47722	
2005-03	1.72	41603	
2005-06	1.64	36177	
2005-09	1.68	39749	
2005-12	1.5	43239	
2006-03	1.58	67043	
2006-06	2.38	63767	
2006-12	1.73	313048	
2007-03	2.23	478861	
2007-06	2.37	530815	
2007-09	2.66	536043	
2007-12	2.3	517811	
2008-03	1.99	523673	
2008-06	1.43	496928	
2008-09	1.19	523673	
2008-12	1.01	467846	
2009-03	1.18	502853	
2009-06	1.55	479239	
2009-09	1.5	458846	
2009-12	1.57	442489	
2010-03	1.54	440503	
2010-06	1.16	426938	
2010-09	1.23	413196	
2010-12	1.11	405162	
2011-03	1.2	394419	
2011-06	1.1	387928	
2011-09	0.94	381375	
2011-12	0.81	379082	
2012-03	0.87	371291	
2012-06	0.79	369371	
2012-09	0.75	364944	
2012-12	0.77	362708	
2013-03	0.83	355640	
2013-06	0.81	347719	
2013-09	1.94	419944	
2013-12	1.67	387680	
2014-03	1.46	383128	
2014-06	1.44	363990	
2014-09	1.71	338621	
2014-12	2.08	329248	
2015-03	2.34	330283	
2015-06	3.16	431455	
2015-09	2.45	333163	
2015-12	2.25	313139	
2016-03	1.7	314844	
2016-06	1.7	290191	
2016-09	1.8	282110	
2016-12	1.77	273125	
2017-02	1.97	280194	
2017-03	1.99	281103	
2017-06	2.14	250036	
2017-09	2.32	233658	
2017-12	2.5	261727	
2018-03	2.58	254285	
2018-06	2.22	241830	
2018-09	1.9	235643	
2018-12	1.94	230181	
2019-03	2.5	213121	
2019-06	2.45	208355	
2019-09	2.21	227537	
2019-12	2.11	221231	
2020-03	1.69	230044	
2020-06	1.55	230787	
2020-09	1.65	225086	
2020-12	1.73	222230	
2021-03	1.83	213880	
2021-06	1.8	214502	
2021-09	2.39	183577	
2021-12	2.16	187212	
2022-03	2.18	179339	
2022-06	2.36	180181	
2022-09	2.22	175176	
2022-12	2.19	171459	
2023-03	2.23	168285	
2023-06	2.14	167874	
2023-09	2.16	163495	
2023-12	2.1	162580	
2024-03	2.22	154190	
2024-06	2.44	147094	
2024-09	2.56	142647	
