month	ct_avg_前复权价格	人均持股
1997-12	1.74	1825	
1998-06	2.57	2601	
1998-12	2.83	2864	
1999-06	3.53	3221	
1999-12	4.01	5466	
2000-06	8.63	6893	
2000-12	9.14	8304	
2001-12	7.32	6025	
2002-06	7.41	6920	
2002-09	7.75	11002	
2002-12	5.88	9278	
2003-03	5.74	8140	
2003-06	8.37	7561	
2003-09	8.13	8902	
2003-12	9.09	9694	
2004-03	10.79	7818	
2004-06	9.89	10127	
2004-09	9.87	10723	
2004-12	8.62	10075	
2005-03	7.52	10558	
2005-06	8.17	12426	
2005-09	9.01	12556	
2005-12	8.02	13039	
2006-03	7.68	11082	
2006-06	10.69	9624	
2006-09	8.7	11402	
2006-12	10.39	10765	
2007-03	17.28	11680	
2007-06	25.44	5486	
2007-09	29.43	8411	
2007-12	28.65	7476	
2008-03	28.46	7501	
2008-06	23.97	7245	
2008-09	18.9	9804	
2008-12	20.55	11074	
2009-03	21.52	11615	
2009-06	23.18	12175	
2009-09	23.58	17331	
2009-12	24.8	14405	
2010-03	25.5	15920	
2010-06	23.27	23644	
2010-09	22.83	23012	
2010-12	22.64	22951	
2011-03	21.16	22884	
2011-06	21.22	22091	
2011-09	17.3	21568	
2011-12	18.9	23682	
2012-03	19.01	24384	
2012-06	19.65	26296	
2012-09	18.34	27084	
2012-12	18.1	27466	
2013-03	21.95	30414	
2013-06	19.08	29731	
2013-09	18.64	32871	
2013-12	19.26	33606	
2014-03	18.25	33564	
2014-06	17.96	34164	
2014-09	20.51	36662	
2014-12	32.07	28388	
2015-03	33.9	23816	
2015-06	59.04	14176	
2015-09	36.97	16985	
2015-12	34.5	19306	
2016-03	26.62	21664	
2016-06	25.12	22204	
2016-09	26.88	23622	
2016-12	28.54	23898	
2017-03	29.06	24452	
2017-06	32.12	26018.5	
2017-09	31.76	24348	
2017-12	29.66	25730	
2018-03	28.17	26406	
2018-06	24.95	26949	
2018-09	23.96	27306	
2018-12	23.78	27946	
2019-03	25.82	28259	
2019-06	24.12	29128	
2019-09	23.7	29801	
2019-12	22.15	30284	
2020-03	19.98	30857	
2020-06	17.68	31282	
2020-09	20.78	32896	
2020-12	21.45	34081	
2021-03	21.85	34388	
2021-06	24.14	36201	
2021-09	30.08	30323	
2021-12	29.09	32508	
2022-03	26.46	32733	
2022-06	37.64	38960	
2022-09	43.82	42656	
2022-12	41.21	41818	
2023-03	38.97	39766	
2023-06	38.75	40520	
2023-09	38.15	43092	
2023-12	43.3	47602	
2024-03	52.06	51930	
2024-06	60.83	54328	
2024-09	53.79	54687	
