month	ct_avg_前复权价格	人均持股
1996-12	1.73	792	
1997-12	1.31	757	
1998-12	1.58	850	
1999-12	2.81	5276	
2000-12	8.23	12441	
2001-12	9.38	34543	
2002-06	9.59	38732	
2002-09	9.84	37304	
2002-12	10.02	37239	
2003-03	10.02	36900	
2003-06	4.9	5007	
2003-09	4.17	5432	
2003-12	3.63	5693	
2004-03	4.59	5752	
2004-06	3.69	6718	
2004-09	3.41	6701	
2004-12	3.13	6369	
2005-03	2.49	6554	
2005-06	1.61	6783	
2005-09	2.04	7323	
2005-12	1.91	7855	
2006-03	2.3	7622	
2006-06	3.26	6018	
2006-09	3.28	6516	
2006-12	4.1	7146	
2007-03	10.64	7488	
2007-06	10.79	7935	
2007-09	18.17	9474	
2007-12	16.35	8439	
2008-03	17.18	15883	
2008-06	11.68	13934	
2008-09	10.42	16170	
2008-12	12.52	18740	
2009-03	19.5	28038	
2009-06	22.21	32890	
2009-09	24.33	23126	
2009-12	26.3	13826	
2010-03	27.71	16327	
2010-06	25.24	11504	
2010-09	28.3	11319	
2010-12	40.84	12452	
2011-03	45.88	4401	
2011-06	36.51	3751	
2011-09	31.75	3801	
2011-12	21.11	5169	
2012-03	23.68	5424	
2012-06	22.49	5758	
2012-09	16.76	5897	
2012-12	17.51	12047	
2013-03	18.08	12286	
2013-06	14.64	12697	
2013-09	13.68	12752	
2013-12	12.49	12989	
2014-03	10.84	13179	
2014-06	10.89	13489	
2014-09	13.74	14467	
2014-12	21.33	13986	
2015-03	23.56	12246	
2015-06	26.17	15271	
2015-09	20.53	22061	
2015-12	21.46	22758	
2016-03	16.46	23760	
2016-06	15.18	23635	
2016-09	15.9	25524	
2016-12	17.13	26709	
2017-02	18.72	26005	
2017-03	19.8	26468	
2017-06	17.56	25845	
2017-09	18.62	28144	
2017-12	19.87	25926	
2018-03	20.45	25013	
2018-06	20.86	27783	
2018-09	19.65	27865	
2018-12	16.69	27691	
2019-03	21.28	30267	
2019-06	22.04	32979	
2019-09	23.16	33637	
2019-12	25.2	38473	
2020-03	26.63	36965	
2020-06	30.26	35182	
2020-09	30.3	32197	
2020-12	28.17	31314	
2021-03	36.17	36657	
2021-06	32.41	27403	
2021-09	36.13	30570	
2021-12	31.52	29159	
2022-03	27.13	29641	
2022-06	27.69	31076	
2022-09	26.09	19489	
2022-12	28.41	21605	
2023-03	37.79	27195	
2023-06	35.22	29981	
2023-09	36.6	54904	
2023-12	29.02	49299	
2024-03	34.28	54008	
2024-06	40.72	59234	
2024-09	37.33	59353	
