month	ct_avg_前复权价格	股东人数
2010-09	0.98	35562	
2010-12	0.97	32609	
2011-03	0.99	32121	
2011-06	1.03	31239	
2011-09	0.96	30912	
2011-12	0.98	30814	
2012-03	1.01	30374	
2012-06	1	30304	
2012-09	0.97	30198	
2012-12	1.08	29953	
2013-03	1.13	29202	
2013-06	1.05	29074	
2013-09	1.08	28908	
2013-12	1.07	28585	
2014-03	0.99	28430	
2014-06	1.07	28285	
2014-09	1.13	27938	
2014-12	1.47	27749	
2015-03	1.56	27357	
2015-06	1.73	26406	
2015-09	1.5	26333	
2015-12	1.55	26288	
2016-03	1.51	26286	
2016-06	1.51	26285	
2016-09	1.58	26137	
2016-12	1.59	25969	
2017-03	1.64	25726	
2017-06	1.76	25536	
2017-09	2	24906	
2017-12	1.97	24555	
2018-03	2.12	23630	
2018-06	1.98	23294	
2018-09	2.04	23229	
2018-12	1.98	23162	
2019-03	2.07	23073	
2019-06	2.1	22988	
2019-09	2.02	22892	
2019-12	2.12	22819	
2020-03	1.97	22692	
2020-06	1.96	22654	
2020-09	1.94	22323	
2020-12	1.96	22168	
2021-03	2.05	21904	
2021-06	2	21741	
2021-09	1.93	21561	
2021-12	1.91	21435	
2022-03	1.93	21352	
2022-06	1.95	21270	
2022-09	1.98	21101	
2022-12	2.01	21030	
2023-03	2.12	20895	
2023-06	2.48	20790	
2023-09	2.6	20646	
2023-12	2.68	20541	
2024-03	3.12	20405	
2024-06	3.31	20227	
2024-09	3.6	20074	
