month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2006-02	1.21	-0.15	
2006-03	1.19	-0.16	
2006-04	1.19	-0.16	
2006-05	1.48	0.03	
2006-06	2.02	0.4	
2006-07	2.1	0.45	
2006-08	1.78	0.22	
2006-09	1.83	0.25	
2006-10	1.82	0.24	
2006-11	2.08	0.41	
2006-12	2.66	0.77	
2007-01	3.41	1.24	
2007-02	3.71	1.39	
2007-03	4.53	1.87	
2007-04	4.93	2.04	
2007-05	5.44	2.28	
2007-06	5.83	2.41	
2007-07	7.16	3.05	
2007-08	8.51	3.62	
2007-09	9.82	4.09	
2007-10	9.96	3.93	
2007-11	8.13	2.91	
2007-12	8.99	3.16	
2008-01	8.76	2.93	
2008-02	7.22	2.15	
2008-03	5.61	1.41	
2008-04	4.93	1.08	
2008-05	4.86	1.02	
2008-06	3.53	0.45	
2008-07	2.96	0.21	
2008-08	2.46	0	
2008-09	2.23	-0.1	
2008-10	2.01	-0.19	
2008-11	1.97	-0.21	
2008-12	2.15	-0.14	
2009-01	2.12	-0.15	
2009-02	2.85	0.14	
2009-03	3.33	0.32	
2009-04	3.75	0.46	
2009-05	5.09	0.97	
2009-06	5.19	0.97	
2009-07	6.51	1.43	
2009-08	6.19	1.27	
2009-09	6.98	1.51	
2009-10	7.68	1.7	
2009-11	8.92	2.07	
2009-12	9.27	2.1	
2010-01	8.1	1.65	
2010-02	7.4	1.37	
2010-03	7.44	1.34	
2010-04	7.05	1.18	
2010-05	6.16	0.87	
2010-06	5.76	0.72	
2010-07	6.47	0.91	
2010-08	7.28	1.11	
2010-09	8.03	1.28	
2010-10	9.37	1.6	
2010-11	8.74	1.38	
2010-12	7.51	1.01	
2011-01	7.37	0.94	
2011-02	8.51	1.19	
2011-03	8.61	1.18	
2011-04	8.64	1.15	
2011-05	7.78	0.9	
2011-06	8.27	0.99	
2011-07	8.57	1.03	
2011-08	7.61	0.77	
2011-09	7.31	0.68	
2011-10	7.39	0.68	
2011-11	7.19	0.62	
2011-12	6.36	0.42	
2012-01	7.06	0.56	
2012-02	7.3	0.59	
2012-03	7.15	0.54	
2012-04	7.16	0.53	
2012-05	7.32	0.55	
2012-06	6.93	0.46	
2012-07	6.16	0.28	
2012-08	5.88	0.22	
2012-09	6.02	0.24	
2012-10	6.37	0.3	
2012-11	6.49	0.31	
2012-12	7.56	0.51	
2013-01	8.18	0.61	
2013-02	8.32	0.62	
2013-03	7.45	0.43	
2013-04	7.33	0.39	
2013-05	7.5	0.41	
2013-06	6.84	0.27	
2013-07	6.35	0.17	
2013-08	6.69	0.22	
2013-09	6.89	0.24	
2013-10	7.11	0.27	
2013-11	7.59	0.34	
2013-12	7.44	0.3	
2014-01	6.6	0.14	
2014-02	6.69	0.14	
2014-03	6.49	0.1	
2014-04	7.25	0.21	
2014-05	7.35	0.22	
2014-06	7.66	0.26	
2014-07	8.19	0.33	
2014-08	9.03	0.45	
2014-09	9.77	0.55	
2014-10	9.5	0.48	
2014-11	10.17	0.57	
2014-12	11.76	0.79	
2015-01	13.02	0.95	
2015-02	12.47	0.83	
2015-03	13.23	0.91	
2015-04	14.49	1.06	
2015-05	13.73	0.93	
2015-06	13.19	0.83	
2015-07	12.32	0.69	
2015-08	10.53	0.43	
2015-09	9.84	0.33	
2015-10	10.21	0.37	
2015-11	11.22	0.5	
2015-12	12.03	0.6	
2016-01	11	0.46	
2016-02	10.69	0.42	
2016-03	11.26	0.49	
2016-04	11.68	0.54	
2016-05	11.46	0.5	
2016-06	11.63	0.52	
2016-07	13.06	0.69	
2016-08	14.22	0.81	
2016-09	13.3	0.68	
2016-10	14.05	0.75	
2016-11	14.63	0.8	
2016-12	14.62	0.77	
2017-01	15.07	0.8	
2017-02	15.54	0.82	
2017-03	15.37	0.77	
2017-04	16.17	0.84	
2017-05	17.39	0.94	
2017-06	19.31	1.12	
2017-07	20.33	1.19	
2017-08	19.29	1.04	
2017-09	19.25	1.01	
2017-10	20.86	1.14	
2017-11	20.73	1.1	
2017-12	20.41	1.03	
2018-01	21.58	1.12	
2018-02	21.88	1.12	
2018-03	23.03	1.2	
2018-04	21.12	1	
2018-05	22.39	1.09	
2018-06	23.26	1.14	
2018-07	22.08	1	
2018-08	19.97	0.79	
2018-09	20.32	0.8	
2018-10	19.21	0.68	
2018-11	18.02	0.56	
2018-12	17.38	0.49	
2019-01	17.39	0.48	
2019-02	19.03	0.61	
2019-03	18.17	0.52	
2019-04	19.29	0.6	
2019-05	17.13	0.41	
2019-06	16.99	0.39	
2019-07	17.68	0.44	
2019-08	17.57	0.42	
2019-09	17.84	0.43	
2019-10	17.01	0.35	
2019-11	16.78	0.32	
2019-12	16.95	0.33	
2020-01	17.42	0.35	
2020-02	15.97	0.23	
2020-03	15.39	0.18	
2020-04	13.57	0.03	
2020-05	13.67	0.04	
2020-06	13.07	-0.01	
2020-07	14.19	0.07	
2020-08	14.02	0.05	
2020-09	14.78	0.1	
2020-10	16	0.18	
2020-11	19.9	0.45	
2020-12	18.56	0.34	
2021-01	18.19	0.31	
2021-02	16.55	0.18	
2021-03	15.44	0.09	
2021-04	15.21	0.07	
2021-05	15.41	0.08	
