month	ct_avg_前复权价格	股东人数
1999-12	1	63583	
2000-06	1.3	61387	
2000-12	1.46	57292	
2001-06	1.53	56876	
2001-12	1.21	53539	
2002-06	1.13	50927	
2002-09	1.03	55252	
2002-12	0.85	54073	
2003-03	0.86	55691	
2003-06	0.87	58496	
2003-09	0.73	58199	
2003-12	0.82	58834	
2004-03	0.89	56841	
2004-06	0.73	53373	
2004-09	0.67	52069	
2004-12	0.67	50319	
2005-03	0.59	51218	
2005-06	0.53	50701	
2005-09	0.58	50059	
2005-12	0.54	50346	
2006-03	0.64	46075	
2006-06	1.06	77064	
2006-09	1.26	43604	
2006-12	1.66	46607	
2007-03	2.71	50038	
2007-06	4.08	44738	
2007-09	6.22	141306	
2007-12	4.82	189757	
2008-03	4.02	188142	
2008-06	2.21	183747	
2008-09	1.33	180911	
2008-12	1.28	173032	
2009-03	1.62	163620	
2009-06	2	155090	
2009-09	2	214014	
2009-12	2.56	232548	
2010-03	2.2	242041	
2010-06	1.68	233349	
2010-09	1.79	233844	
2010-12	1.84	235455	
2011-03	2.09	234861	
2011-06	1.81	258001	
2011-09	1.56	253321	
2011-12	1.31	249425	
2012-01	1.33	251054	
2012-03	1.5	249268	
2012-06	1.4	240742	
2012-09	1.31	234311	
2012-12	1.3	227028	
2013-03	1.3	222933	
2013-06	1.1	218978	
2013-09	1.08	215220	
2013-12	1.06	207662	
2014-03	0.97	202524	
2014-06	1.03	198676	
2014-09	1.38	186662	
2014-12	1.79	180565	
2015-03	2.18	213966	
2015-06	2.55	207229	
2015-09	1.4	211804	
2015-12	1.38	202721	
2016-03	1.45	193723	
2016-06	1.55	180975	
2016-09	1.6	209714	
2016-12	1.74	246802	
2017-03	1.78	236487	
2017-06	1.74	218174	
2017-09	2.2	245787	
2017-12	1.93	234312	
2018-03	1.79	247460	
2018-05	1.7	242167	
2018-06	1.57	238505	
2018-09	1.49	233636	
2018-12	1.33	240953	
2019-03	1.63	248795	
2019-06	1.37	247040	
2019-09	1.34	239240	
2019-12	1.34	231879	
2020-03	1.3	225409	
2020-06	1.27	218750	
2020-09	1.55	207642	
2020-12	1.78	203710	
2021-03	2.35	227205	
2021-06	2.33	206249	
2021-09	3.25	237959	
2021-12	2.95	223265	
2022-03	2.74	214233	
2022-06	2.32	233162	
2022-09	2.17	231180	
2022-12	2.23	209225	
2023-03	2.27	201672	
2023-06	1.98	206467	
2023-09	2.1	193662	
2023-12	1.86	197676	
2024-03	2.15	182436	
2024-06	2.57	165208	
2024-09	2.53	155945	
