month	ct_avg_前复权价格	人均持股
1999-12	1	1062	
2000-06	1.3	1222	
2000-12	1.46	1309	
2001-06	1.53	1319	
2001-12	1.21	1401	
2002-06	1.13	1473	
2002-09	1.03	2443	
2002-12	0.85	2497	
2003-03	0.86	2424	
2003-06	0.87	2308	
2003-09	0.73	2320	
2003-12	0.82	2295	
2004-03	0.89	2375	
2004-06	0.73	2529	
2004-09	0.67	2593	
2004-12	0.67	2683	
2005-03	0.59	2636	
2005-06	0.53	2663	
2005-09	0.58	2697	
2005-12	0.54	2682	
2006-03	0.64	7193	
2006-06	1.06	5762	
2006-09	1.26	11393	
2006-12	1.66	10659	
2007-03	2.71	9928	
2007-06	4.08	11105	
2007-09	6.22	3516	
2007-12	4.82	2618	
2008-03	4.02	2641	
2008-06	2.21	2704	
2008-09	1.33	2746	
2008-12	1.28	2871	
2009-03	1.62	3036	
2009-06	2	3203	
2009-09	2	3872	
2009-12	2.56	3564	
2010-03	2.2	3424	
2010-06	1.68	3551	
2010-09	1.79	3544	
2010-12	1.84	3520	
2011-03	2.09	4735	
2011-06	1.81	4311	
2011-09	1.56	4872	
2011-12	1.31	7754	
2012-01	1.33	7704	
2012-03	1.5	7759	
2012-06	1.4	8034	
2012-09	1.31	8255	
2012-12	1.3	8519	
2013-03	1.3	8676	
2013-06	1.1	8833	
2013-09	1.08	8987	
2013-12	1.06	9314	
2014-03	0.97	9550	
2014-06	1.03	9735	
2014-09	1.38	10362	
2014-12	1.79	10881	
2015-03	2.18	13251	
2015-06	2.55	13681	
2015-09	1.4	13386	
2015-12	1.38	13986	
2016-03	1.45	14635	
2016-06	1.55	15666	
2016-09	1.6	33798	
2016-12	1.74	28719	
2017-03	1.78	29972	
2017-06	1.74	32488	
2017-09	2.2	28838	
2017-12	1.93	30250	
2018-03	1.79	28643	
2018-05	1.7	29269	
2018-06	1.57	29718	
2018-09	1.49	30338	
2018-12	1.33	40619	
2019-03	1.63	39339	
2019-06	1.37	39618	
2019-09	1.34	40910	
2019-12	1.34	42209	
2020-03	1.3	43420	
2020-06	1.27	54631	
2020-09	1.55	57553	
2020-12	1.78	58664	
2021-03	2.35	52598	
2021-06	2.33	57942	
2021-09	3.25	50221	
2021-12	2.95	53526	
2022-03	2.74	55783	
2022-06	2.32	51254	
2022-09	2.17	51693	
2022-12	2.23	55962	
2023-03	2.27	58057	
2023-06	1.98	56709	
2023-09	2.1	60459	
2023-12	1.86	59231	
2024-03	2.15	64179	
2024-06	2.57	70872	
2024-09	2.53	75081	
