month	ct_avg_前复权价格	人均持股
2015-04	1.22	628	
2015-06	3.26	2035	
2015-09	1.42	2410	
2015-12	2.51	1885	
2016-03	1.57	1934	
2016-06	1.54	4442	
2016-09	1.63	4506	
2016-12	1.6	4642	
2017-03	1.53	5554	
2017-04	1.31	5694	
2017-06	1.06	5344	
2017-09	0.99	5261	
2017-12	0.77	5416	
2018-01	0.76	5558	
2018-02	0.65	5668	
2018-03	0.69	5664	
2018-04	0.71	6492	
2018-05	0.72	7151	
2018-06	0.63	7329	
2018-07	0.6	7358	
2018-09	0.55	6595	
2018-11	0.52	7292.5	
2018-12	0.49	7326	
2019-03	0.54	7590	
2019-06	0.52	6981	
2019-09	0.54	7035	
2019-12	0.53	7191	
2020-03	0.63	7515	
2020-04	0.58	10955	
2020-06	0.64	11367	
2020-09	1	13487	
2020-10	1.03	14036	
2020-12	1.36	12926	
2021-03	1.94	15519	
2021-05	1.59	15585	
2021-06	1.7	15458	
2021-07	1.68	15180	
2021-09	1.53	16015	
2021-12	1.55	15270	
2022-02	1.57	15230	
2022-03	1.54	13897	
2022-06	1.76	14605	
2022-07	1.72	14583.5	
2022-08	1.74	14374	
2022-09	1.63	15955	
2022-10	1.6	14529.67	
2022-12	1.6	11683.5	
2023-01	1.73	8513.5	
2023-02	1.95	7483	
2023-03	2.36	7852	
2023-04	2.51	7270	
2023-05	2.09	7592.33	
2023-06	2.22	8982.5	
2023-07	1.96	8429	
2023-09	1.68	25741	
2023-10	1.58	23293	
2023-12	1.77	18791	
2024-01	1.5	18859	
2024-02	1.51	17605	
2024-03	1.86	5691	
2024-04	1.95	6718	
2024-05	1.88	7404	
2024-06	1.8	8126.33	
2024-07	1.55	8102	
2024-08	1.5	13360	
2024-09	1.64	13929.33	
2024-10	2.27	14108.5	
2024-11	2.28	15415	
