month	ct_avg_前复权价格	股东人数
2015-04	1.22	39785	
2015-06	3.26	12283	
2015-09	1.42	10374	
2015-12	2.51	13266	
2016-03	1.57	12924	
2016-06	1.54	12871	
2016-09	1.63	12688	
2016-12	1.6	12143	
2017-03	1.53	10604	
2017-04	1.31	10344	
2017-06	1.06	10870	
2017-09	0.99	11042	
2017-12	0.77	10725	
2018-01	0.76	10452	
2018-02	0.65	10248.5	
2018-03	0.69	10256	
2018-04	0.71	10044.5	
2018-05	0.72	10090.5	
2018-06	0.63	9845	
2018-07	0.6	9806	
2018-09	0.55	10941	
2018-11	0.52	9893.5	
2018-12	0.49	9848	
2019-03	0.54	9506	
2019-06	0.52	10335	
2019-09	0.54	10256	
2019-12	0.53	10034	
2020-03	0.63	9601	
2020-04	0.58	9055	
2020-06	0.64	8727	
2020-09	1	7355	
2020-10	1.03	7067	
2020-12	1.36	7674	
2021-03	1.94	6392	
2021-05	1.59	6365	
2021-06	1.7	6417	
2021-07	1.68	6535	
2021-09	1.53	6194	
2021-12	1.55	6496	
2022-02	1.57	6513	
2022-03	1.54	7138	
2022-06	1.76	6792	
2022-07	1.72	6802.5	
2022-08	1.74	6901	
2022-09	1.63	6218.33	
2022-10	1.6	6866.67	
2022-12	1.6	7075.5	
2023-01	1.73	7757.5	
2023-02	1.95	8804	
2023-03	2.36	8391	
2023-04	2.51	9189.5	
2023-05	2.09	10862.67	
2023-06	2.22	13268.5	
2023-07	1.96	14069	
2023-09	1.68	16268	
2023-10	1.58	17978	
2023-12	1.77	19094	
2024-01	1.5	19025	
2024-02	1.51	20404.5	
2024-03	1.86	63046	
2024-04	1.95	53407	
2024-05	1.88	48458	
2024-06	1.8	44164	
2024-07	1.55	44286	
2024-08	1.5	41488.67	
2024-09	1.64	39799.67	
2024-10	2.27	39315	
2024-11	2.28	39846	
