month	ct_avg_前复权价格	股东人数
2000-06	1.01	42455	
2000-12	1	46817	
2001-12	1.53	7639	
2002-06	1.38	11482	
2002-09	1.32	12451	
2002-12	0.97	12369	
2003-03	0.98	13093	
2003-06	0.97	17068	
2003-09	0.8	17733	
2003-12	0.71	18985	
2004-03	0.99	17851	
2004-06	0.83	25334	
2004-09	0.82	29381	
2004-12	0.79	30299	
2005-03	0.75	31266	
2005-06	0.59	30960	
2005-09	0.57	32510	
2005-12	0.47	31362	
2006-03	0.49	31773	
2006-06	0.75	30611	
2006-09	0.73	29604	
2006-12	0.78	27928	
2007-03	1.75	30715	
2007-06	2.81	34181	
2007-09	3.22	36121	
2007-12	3.82	36121	
2008-03	3.1	80941	
2008-06	2.41	72805	
2008-09	1.08	72519	
2008-12	1.01	74385	
2009-03	1.32	68724	
2009-06	1.85	48565	
2009-09	2.01	47105	
2009-12	2.37	52945	
2010-03	2.37	55177	
2010-06	1.7	54501	
2010-09	2.01	52729	
2010-12	2.09	47745	
2011-03	2.58	37876	
2011-06	2.85	37876	
2011-09	2.5	56744	
2011-12	1.8	51245	
2012-03	1.59	52593	
2012-06	2.75	50622	
2012-09	3.05	38770	
2012-12	3	36769	
2013-03	3.62	31801	
2013-06	2.97	32879	
2013-09	2.74	33207	
2013-12	2.61	32160	
2014-03	2.66	33523	
2014-06	2.52	31954	
2014-09	3.92	20811	
2014-12	5.12	17347	
2015-03	5.86	32437	
2015-06	7.57	27705	
2015-09	3.28	33231	
2015-12	4.25	33232	
2016-03	4	31316	
2016-06	4.98	27518	
2016-09	4.98	27494	
2016-12	4.83	30878	
2017-03	5.15	28020	
2017-06	4.18	28726	
2017-07	4.39	30336	
2017-08	4.68	32713.5	
2017-09	4.81	28875	
2017-10	4.63	29385	
2017-12	4.35	27067	
2018-01	4.8	25272	
2018-03	4.82	24071	
2018-04	5.17	24583	
2018-05	5.34	23128	
2018-06	5.03	22794.33	
2018-07	4.53	22790.33	
2018-08	4.13	22781	
2018-09	3.75	23273.75	
2018-10	3.65	23442.67	
2018-11	3.98	23268	
2018-12	4.34	24752.5	
2019-01	4.73	24877	
2019-02	5.12	25247.5	
2019-03	5.1	28998.5	
2019-04	4.95	28283.67	
2019-05	4.56	27936.67	
2019-06	6.14	33584.75	
2019-07	6.66	32161.5	
2019-08	7.34	41315.33	
2019-09	7.52	41942	
2019-10	6.36	42522	
2019-11	5.75	40515	
2019-12	6.16	40970	
2020-01	6.58	45916.5	
2020-02	6.27	43161.33	
2020-03	6.56	47448	
2020-04	7.74	39694	
2020-05	7.77	39027.33	
2020-06	7.43	43709.67	
2020-07	8.37	43524.33	
2020-08	8.2	53255	
2020-09	7.44	58346	
2020-12	6.02	74056.5	
2021-01	5.52	73923.67	
2021-02	5.95	71244.75	
2021-03	6.17	70129.75	
2021-04	6.16	66619	
2021-05	7.29	59057.67	
2021-06	7.08	55311	
2021-07	6.75	55622	
2021-08	6.15	59651	
2021-09	6.34	59380.33	
2021-10	6.37	54472.5	
2021-11	6.48	51831.67	
2021-12	6.21	58576.67	
2022-01	6.11	59193.33	
2022-02	6.19	59013.67	
2022-03	6.35	45664	
2022-06	7.25	44345	
2022-08	8.29	33461	
2022-09	8.89	28810	
2022-12	8.47	53440	
2023-03	9.14	46558	
2023-06	8.86	49598	
2023-09	10.56	31122	
2023-12	10.84	29923	
2024-03	12.01	28989	
2024-06	12.7	35543	
2024-09	12.15	48141	
