month	ct_avg_前复权价格	人均持股
2009-09	0.85	2309	
2009-12	0.9	3977	
2010-03	1.01	3482	
2010-06	0.62	3516	
2010-09	0.58	7573	
2010-12	0.59	8231	
2011-03	0.6	8440	
2011-06	0.54	8532	
2011-09	0.47	8474	
2011-12	0.42	8710	
2012-03	0.5	9609	
2012-06	0.54	10303	
2012-09	0.47	33520	
2012-12	0.5	34906	
2013-03	0.56	34340	
2013-06	0.49	32211	
2013-09	0.39	27039	
2013-12	0.36	25848	
2014-03	0.32	26676	
2014-06	0.32	27939	
2014-09	0.38	30779	
2014-12	1.08	24189	
2015-03	1.04	26914	
2015-06	1.32	30645	
2015-09	0.66	34844	
2015-12	0.97	35131	
2016-03	0.71	28625	
2016-06	0.69	32844	
2016-09	0.7	2897485	
2016-12	0.7	3115437	
2017-03	0.67	3200404	
2017-06	0.64	3274832	
2017-09	0.67	3321174	
2017-12	0.62	3520444	
2018-03	0.55	3686329	
2018-06	0.49	3765181	
2018-09	0.41	3826570	
2018-12	0.42	3805885	
2019-03	0.59	3826570	
2019-06	0.48	3805885	
2019-09	0.52	3847480	
2019-12	0.54	3826570	
2020-03	0.52	3847480	
2020-06	0.53	3847480	
2020-09	0.99	4000505	
2020-12	0.81	4069877	
2021-03	0.75	4069877	
2021-06	0.76	4093540	
2021-09	0.73	4093540	
2021-12	0.67	4166206	
2022-03	0.57	4191005	
2022-06	0.69	4241499	
2022-09	0.67	4293224	
2022-12	0.7	4346227	
2023-03	0.69	4346227	
2023-06	0.73	4400555	
2023-09	0.78	4428231	
2024-03	0.77	4428231	
2024-09	0.71	4484642	
