month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2009-10	0.82	90.12	
2009-11	0.83	90.65	
2009-12	0.84	89.36	
2010-01	0.76	61.43	
2010-02	0.7	22.38	
2010-03	0.74	18.24	
2010-04	0.68	-6.46	
2010-05	0.61	-44.37	
2010-06	0.56	-62.74	
2010-07	0.6	-57.06	
2010-08	0.61	-59.17	
2010-09	0.56	-80.45	
2010-10	0.62	-52.34	
2010-11	0.59	-50.16	
2010-12	0.53	-84.94	
2011-01	0.53	-88.08	
2011-02	0.54	-80.54	
2011-03	0.54	-73.21	
2011-04	0.56	-52.02	
2011-05	0.51	-81.12	
2011-06	0.47	-91.62	
2011-07	0.46	-88.1	
2011-08	0.44	-91.96	
2011-09	0.44	-83.25	
2011-10	0.46	-70.42	
2011-11	0.46	-59.98	
2011-12	0.44	-72.65	
2012-01	0.45	-66.49	
2012-02	0.48	-20.54	
2012-03	0.47	-3.09	
2012-04	0.46	-25.47	
2012-05	0.47	9.29	
2012-06	0.44	-39.24	
2012-07	0.43	-54.75	
2012-08	0.42	-62.58	
2012-09	0.4	-76.92	
2012-10	0.4	-81.15	
2012-11	0.41	-68.59	
2012-12	0.49	-16.67	
2013-01	0.54	32.81	
2013-02	0.56	55.95	
2013-03	0.53	54.46	
2013-04	0.49	46.08	
2013-05	0.51	57.22	
2013-06	0.47	31.56	
2013-07	0.45	-12.85	
2013-08	0.46	-21.43	
2013-09	0.5	19.45	
2013-10	0.49	20.19	
2013-11	0.47	-11.05	
2013-12	0.46	-33.85	
2014-01	0.43	-69.6	
2014-02	0.45	-63.28	
2014-03	0.44	-69.77	
2014-04	0.46	-35.8	
2014-05	0.46	-29.73	
2014-06	0.48	25.22	
2014-07	0.5	49.42	
2014-08	0.53	68.71	
2014-09	0.58	82.61	
2014-10	0.58	82.84	
2014-11	0.61	91.65	
2014-12	0.73	97.48	
2015-01	0.79	95.27	
2015-02	0.74	82.32	
2015-03	0.79	89.97	
2015-04	0.89	97.62	
2015-05	0.98	96.83	
2015-06	1.03	93.83	
2015-07	0.89	68.4	
2015-08	0.78	26.83	
2015-09	0.78	10.22	
2015-10	0.79	1.73	
2015-11	0.82	3.66	
2015-12	0.93	45.65	
2016-01	0.89	49.29	
2016-02	0.85	21.79	
2016-03	0.92	55.82	
2016-04	0.92	62.5	
2016-05	0.93	67.35	
2016-06	0.94	70	
2016-07	0.95	80.44	
2016-08	0.97	82.38	
2016-09	1.01	93.88	
2016-10	1.02	93.97	
2016-11	1.08	97.77	
2016-12	1.11	90.46	
2017-01	1.1	89.63	
2017-02	1.12	91.27	
2017-03	1.08	66.23	
2017-04	1.06	41.47	
2017-05	0.97	-2.72	
2017-06	1	-12.95	
2017-07	1.06	8.59	
2017-08	1.04	7.84	
2017-09	1.03	-5.95	
2017-10	1.02	-29.78	
2017-11	1.01	-45.74	
2017-12	0.99	-54.72	
2018-01	1.02	-42.82	
2018-02	1.02	-22.62	
2018-03	0.98	-62.7	
2018-04	0.93	-83.98	
2018-05	0.93	-84.82	
2018-06	0.85	-95.62	
2018-07	0.83	-91.11	
2018-08	0.83	-90.06	
2018-09	0.83	-83.65	
2018-10	0.84	-71.97	
2018-11	0.86	-47.28	
2018-12	0.84	-52.55	
2019-01	0.82	-73.17	
2019-02	0.88	-27.14	
2019-03	0.91	13.56	
2019-04	0.91	32.52	
2019-05	0.85	-0.18	
2019-06	0.84	-24.3	
2019-07	0.85	-29.23	
2019-08	0.8	-53.98	
2019-09	0.81	-64.11	
2019-10	0.83	-53.82	
2019-11	0.84	-35.63	
2019-12	0.84	-26.83	
2020-01	0.85	-4.86	
2020-02	0.79	-64.33	
2020-03	0.75	-82.18	
2020-04	0.72	-90.14	
2020-05	0.74	-82.19	
2020-06	0.74	-75.45	
2020-07	0.79	-41.19	
2020-08	0.78	-28.15	
2020-09	0.76	-43.34	
2020-10	0.76	-45.7	
2020-11	0.76	-39.54	
2020-12	0.78	-1.71	
2021-01	0.77	-12.68	
2021-02	0.76	-18.63	
2021-03	0.77	-11.1	
2021-04	0.76	-23.89	
2021-05	0.78	17.31	
2021-06	0.78	37.92	
2021-07	0.76	5.32	
2021-08	0.74	-56.13	
2021-09	0.76	-55.58	
2021-10	0.76	-44.64	
2021-11	0.75	-52.39	
2021-12	0.75	-45.46	
2022-01	0.77	12.55	
2022-02	0.78	50.61	
2022-03	0.76	13.66	
2022-04	0.78	54.98	
2022-05	0.76	21.43	
2022-06	0.76	11.57	
2022-07	0.77	20.92	
2022-08	0.75	-24.88	
2022-09	0.76	-13.99	
2022-10	0.75	-40.12	
2022-11	0.76	-32.51	
2022-12	0.79	41.88	
2023-01	0.78	45.53	
2023-02	0.78	52.1	
2023-03	0.8	67.04	
2023-04	0.84	81.63	
2023-05	0.88	86.65	
2023-06	0.86	79.47	
2023-07	0.89	85.71	
2023-08	0.89	85.21	
2023-09	0.9	90.58	
2023-10	0.9	79.78	
2023-11	0.88	58.77	
2023-12	0.88	47.66	
2024-01	0.94	74.51	
2024-02	1.01	92.47	
2024-03	1.07	96.47	
2024-04	1.11	94.46	
2024-05	1.12	92.28	
2024-06	1.11	82.75	
2024-07	1.15	90.53	
2024-08	1.13	77.15	
2024-09	1.08	44.78	
2024-10	1.2	79.17	
2024-11	1.17	82.82	
2024-12	1.23	92.65	
2025-01	1.24	90.92	
2025-02	1.25	91.07	
