month	ct_avg_前复权价格	股东人数
2010-11	1.04	63236	
2010-12	0.99	24144	
2011-03	1.15	31682	
2011-06	0.93	39394	
2011-09	0.83	37482	
2011-12	0.6	36121	
2012-01	0.59	36365	
2012-03	0.64	36555	
2012-06	0.54	33641	
2012-09	0.42	32571	
2012-12	0.34	31797	
2013-03	0.38	32238	
2013-06	0.29	29741	
2013-09	0.29	29777	
2013-12	0.28	27647	
2014-03	0.31	27351	
2014-06	0.28	26646	
2014-09	0.41	26765	
2014-12	0.4	23143	
2015-03	0.62	20192	
2015-06	0.97	17579	
2015-09	0.46	18215	
2015-12	0.95	17299	
2016-03	0.9	18197	
2016-06	0.8	17866	
2016-09	0.89	16061	
2016-12	1.03	15976	
2017-03	1.04	14462	
2017-06	0.96	17998	
2017-09	1.03	19990	
2017-12	1.43	20894	
2018-03	1.62	20124	
2018-06	1.59	19713	
2018-09	1.71	19513	
2018-12	1.56	17806	
2019-03	1.8	15467	
2019-06	1.83	16158	
2019-09	1.73	16391	
2019-12	1.92	13914	
2020-03	1.68	15325	
2020-06	1.9	14022	
2020-09	2.97	21707	
2020-12	4.04	21152	
2021-03	4.64	54301	
2021-06	4.11	77992	
2021-09	4.87	97942	
2021-12	4.17	87354	
2022-03	3.58	84083	
2022-06	3.8	71688	
2022-09	3.43	71553	
2022-12	3.03	69232	
2023-03	3.09	173536	
2023-06	2.86	122895	
2023-09	2.96	105479	
2023-12	2.48	105062	
2024-03	2.6	100234	
2024-06	2.39	98145	
2024-09	2.13	96693	
