month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2009-01	6.93	1.84	
2009-02	7.32	1.93	
2009-03	7.38	1.88	
2009-04	7.43	1.83	
2009-05	7.35	1.73	
2009-06	7.8	1.83	
2009-07	8.04	1.84	
2009-08	8.4	1.9	
2009-09	9.44	2.17	
2009-10	9.38	2.07	
2009-11	10.46	2.32	
2009-12	11.13	2.41	
2010-01	10.95	2.27	
2010-02	10.65	2.09	
2010-03	10.54	1.97	
2010-04	11.86	2.25	
2010-05	11.84	2.15	
2010-06	11.98	2.1	
2010-07	10.63	1.68	
2010-08	11.57	1.84	
2010-09	12.56	2	
2010-10	12.54	1.91	
2010-11	15.06	2.38	
2010-12	15.23	2.32	
2011-01	13.59	1.88	
2011-02	13.77	1.84	
2011-03	12.92	1.6	
2011-04	12.65	1.49	
2011-05	12.88	1.47	
2011-06	12.06	1.27	
2011-07	12.98	1.38	
2011-08	12.82	1.3	
2011-09	12.02	1.12	
2011-10	11.69	1.02	
2011-11	12.41	1.1	
2011-12	12.21	1.03	
2012-01	10.78	0.76	
2012-02	10.92	0.75	
2012-03	10.92	0.73	
2012-04	10.87	0.69	
2012-05	11.4	0.74	
2012-06	12.44	0.87	
2012-07	13.03	0.92	
2012-08	13.26	0.92	
2012-09	13.63	0.94	
2012-10	13.58	0.9	
2012-11	12.94	0.78	
2012-12	12.66	0.71	
2013-01	13.79	0.83	
2013-02	14.61	0.9	
2013-03	14.8	0.9	
2013-04	13.73	0.73	
2013-05	13.9	0.72	
2013-06	13.58	0.66	
2013-07	15.5	0.86	
2013-08	16.63	0.96	
2013-09	16.41	0.9	
2013-10	16.31	0.85	
2013-11	15.84	0.77	
2013-12	17.64	0.93	
2014-01	18.46	0.99	
2014-02	18.31	0.94	
2014-03	16.97	0.76	
2014-04	16.58	0.7	
2014-05	16.87	0.7	
2014-06	17.99	0.78	
2014-07	17.6	0.71	
2014-08	18.39	0.76	
2014-09	19.29	0.82	
2014-10	20.82	0.93	
2014-11	19.79	0.8	
2014-12	19.51	0.75	
2015-01	21.09	0.86	
2015-02	21.46	0.86	
2015-03	22.67	0.93	
2015-04	28.1	1.35	
2015-05	30.89	1.52	
2015-06	30.94	1.47	
2015-07	30.01	1.35	
2015-08	31.25	1.4	
2015-09	31.22	1.35	
2015-10	33.62	1.48	
2015-11	34.79	1.51	
2015-12	34.17	1.42	
2016-01	30.54	1.13	
2016-02	31.22	1.14	
2016-03	32.24	1.17	
2016-04	32.32	1.14	
2016-05	31.76	1.07	
2016-06	32.16	1.07	
2016-07	34.76	1.19	
2016-08	36.34	1.25	
2016-09	35.92	1.19	
2016-10	38.02	1.27	
2016-11	37.87	1.22	
2016-12	38.18	1.2	
2017-01	38.17	1.16	
2017-02	40.36	1.24	
2017-03	42.77	1.33	
2017-04	44.98	1.4	
2017-05	46.77	1.44	
2017-06	49.82	1.54	
2017-07	49.2	1.46	
2017-08	52.5	1.57	
2017-09	57.69	1.75	
2017-10	63.53	1.95	
2017-11	67.85	2.07	
2017-12	67.59	1.98	
2018-01	73.02	2.13	
2018-02	70.88	1.96	
2018-03	80.53	2.27	
2018-04	82.87	2.27	
2018-05	90.16	2.45	
2018-06	100.13	2.7	
2018-07	92.52	2.32	
2018-08	86.52	2.02	
2018-09	79.54	1.71	
2018-10	74.68	1.5	
2018-11	82.56	1.69	
2018-12	74.19	1.37	
2019-01	72.5	1.27	
2019-02	84.76	1.6	
2019-03	92.93	1.78	
2019-04	99.68	1.91	
2019-05	96.92	1.77	
2019-06	97.38	1.71	
2019-07	103.56	1.81	
2019-08	109.14	1.89	
2019-09	123.92	2.19	
2019-10	131.78	2.29	
2019-11	141.03	2.41	
2019-12	131.76	2.1	
2020-01	135.32	2.09	
2020-02	138.05	2.07	
2020-03	134.28	1.9	
2020-04	147.79	2.1	
2020-05	149.29	2.05	
2020-06	161.13	2.19	
2020-07	179.53	2.44	
2020-08	171.91	2.2	
2020-09	168.72	2.05	
2020-10	169.72	1.98	
2020-11	162.73	1.78	
2020-12	185	2.08	
2021-01	204.55	2.3	
2021-02	193.9	2.04	
2021-03	172.04	1.63	
2021-04	159.87	1.39	
2021-05	156.32	1.29	
2021-06	156.85	1.25	
2021-07	136.6	0.92	
2021-08	117.65	0.63	
2021-09	107.09	0.47	
2021-10	114.12	0.54	
2021-11	115.74	0.54	
2021-12	112.29	0.48	
2022-01	104.48	0.36	
2022-02	91.33	0.18	
2022-03	83.97	0.07	
2022-04	73.22	-0.07	
2022-05	66.23	-0.16	
2022-06	73.26	-0.08	
2022-07	85.44	0.06	
2022-08	80.57	-0.01	
2022-09	76.67	-0.06	
2022-10	85.29	0.03	
2022-11	91.01	0.09	
2022-12	86.1	0.03	
2023-01	91.33	0.08	
2023-02	98.17	0.15	
2023-03	95.01	0.1	
2023-04	105.31	0.21	
2023-05	107.24	0.22	
2023-06	104.28	0.18	
2023-07	107.31	0.2	
2023-08	91.82	0.02	
2023-09	97.11	0.07	
2023-10	100.36	0.1	
2023-11	107.48	0.17	
2023-12	101.73	0.09	
2024-01	92.81	-0.01	
2024-02	92.23	-0.02	
2024-03	101.75	0.07	
2024-04	100.51	0.05	
2024-05	100.39	0.04	
2024-06	93.59	-0.03	
2024-07	91.6	-0.06	
2024-08	97.35	-0.01	
2024-09	102.26	0.04	
2024-10	113.42	0.14	
2024-11	110.87	0.11	
2024-12	107.5	0.06	
2025-01	99.71	-0.02	
2025-02	100.98	-0.01	
