month	ct_avg_前复权价格	人均持股
2000-12	1.05	3228	
2001-12	1.02	2777	
2002-06	0.89	3511	
2002-09	0.9	3516	
2002-12	0.72	3563	
2003-03	0.72	0	
2003-06	0.73	0	
2003-09	0.6	0	
2003-12	0.6	0	
2004-03	0.75	0	
2004-06	0.82	0	
2004-09	0.78	0	
2004-12	0.88	0	
2005-03	0.97	0	
2005-06	0.9	0	
2005-09	1.14	0	
2005-12	1.02	0	
2006-03	1.09	0	
2006-06	2.01	15923	
2006-09	2.2	23731	
2006-12	3.28	37265	
2007-03	4.17	19185	
2007-06	6.76	60474	
2007-09	6.67	43504	
2007-12	8.11	45238	
2008-03	7.47	41502	
2008-06	6.71	62593	
2008-09	6.33	72993	
2008-12	6.9	73830	
2009-03	7.38	31227	
2009-06	7.8	66840	
2009-09	9.44	79399	
2009-12	11.13	91921	
2010-03	10.54	66914	
2010-06	11.98	71057	
2010-09	12.56	93791	
2010-12	15.23	65873	
2011-03	12.92	29929	
2011-06	12.06	42885	
2011-09	12.02	47165	
2011-12	12.21	51752	
2012-03	10.92	48276	
2012-06	12.44	62608	
2012-09	13.63	68649	
2012-12	12.66	68066	
2013-03	14.8	64247	
2013-06	13.58	52237	
2013-09	16.41	71617	
2013-12	17.64	84027	
2014-03	16.97	73434	
2014-06	17.99	84443	
2014-09	19.29	74618	
2014-12	19.51	62878	
2015-03	22.67	79795	
2015-06	30.94	52364	
2015-09	31.22	57917	
2015-12	34.17	63061	
2016-03	32.24	67177	
2016-06	32.16	87985	
2016-09	35.92	88865	
2016-12	38.18	85736	
2017-02	40.36	85861	
2017-03	42.77	69454	
2017-06	49.82	54031	
2017-09	57.69	56833	
2017-12	67.59	34372	
2018-03	80.53	39904	
2018-06	100.13	32949	
2018-09	79.54	30104	
2018-12	74.19	29076	
2019-03	92.93	40571	
2019-06	97.38	42202	
2019-09	123.92	39568	
2019-12	131.76	28828	
2020-03	134.28	33380	
2020-06	161.13	27155	
2020-09	168.72	18127	
2020-12	185	18792	
2021-03	172.04	14435	
2021-06	156.85	10436	
2021-09	107.09	8853	
2021-12	112.29	8602	
2022-03	83.97	7923	
2022-06	73.26	7831	
2022-09	76.67	8760	
2022-12	86.1	9792	
2023-03	95.01	10896	
2023-06	104.28	12670	
2023-09	97.11	12718	
2023-12	101.73	13703	
2024-03	101.75	14472	
2024-06	93.59	14010	
2024-09	102.26	15266	
