month	ct_avg_前复权价格	人均持股
1999-12	0.92	1446	
2000-06	0.85	1354	
2000-12	0.78	1292	
2001-12	0.58	1479	
2002-03	0.58	1556	
2002-06	0.55	1604	
2002-09	0.67	2372	
2002-12	0.55	2365	
2003-03	0.56	3431	
2003-06	0.69	3395	
2003-09	0.55	3313	
2003-12	0.56	3431	
2004-03	0.6	3386	
2004-06	0.5	3327	
2004-09	0.49	3411	
2004-12	0.4	3436	
2005-03	0.41	3463	
2005-06	0.41	3754	
2005-09	0.49	4091	
2005-12	0.53	4457	
2006-03	0.64	4894	
2006-06	0.71	6181	
2006-09	0.78	7767	
2006-12	1.33	16864	
2007-03	1.84	21106	
2007-06	2.63	58393	
2007-09	3.87	54199	
2007-12	3.85	55430	
2008-03	2.65	28633	
2008-06	2.49	27953	
2008-09	1.65	23933	
2008-12	1.36	21972	
2009-03	1.93	24792	
2009-06	2.98	31634	
2009-09	2.8	18445	
2009-12	3	16612	
2010-03	2.99	18404	
2010-06	2.55	22880	
2010-09	2.44	23964	
2010-12	2.32	20831	
2011-03	2.42	24488	
2011-06	2.37	34787	
2011-09	2.14	33053	
2011-12	2.06	34125	
2012-03	2.22	35052	
2012-06	2.02	32683	
2012-09	1.84	32479	
2012-12	2.17	36252	
2013-03	2.66	35601	
2013-06	2.3	34292	
2013-09	2.76	28420	
2013-12	2.56	28656	
2014-03	2.39	28865	
2014-06	2.53	30312	
2014-09	2.73	33360	
2014-12	3.9	40211	
2015-03	4.27	36108	
2015-06	5.1	39314	
2015-09	4.56	62372	
2015-12	5.62	95163	
2016-03	5.33	101375	
2016-06	5.28	117957	
2016-09	5.58	126604	
2016-12	5.66	127842	
2017-03	5.47	124867	
2017-06	5.64	149614	
2017-09	5.74	146241	
2017-12	5.69	152208	
2018-03	5.43	137548	
2018-06	4.5	136491	
2018-09	4.62	142217	
2018-12	4.72	147331	
2019-03	5.18	147627	
2019-06	5.38	160867	
2019-09	5.47	169747	
2019-12	5.63	167454	
2020-03	4.88	154734	
2020-06	4.9	157706	
2020-09	4.82	134695	
2020-12	4.8	132578	
2021-03	5.29	153385	
2021-06	4.95	144070	
2021-09	4.72	137667	
2021-12	4.42	135215	
2022-03	4.1	131784	
2022-06	4.08	134843	
2022-09	3.9	134178	
2022-12	3.95	139147	
2023-03	3.9	138561	
2023-06	3.99	145313	
2023-09	4.02	149609	
2023-12	3.77	149927	
2024-03	4.03	159059	
2024-06	4.65	178310	
2024-09	5.14	200363	
