month	ct_avg_前复权价格	股东人数
2000-06	0.92	63202	
2000-12	0.94	62565	
2001-06	0.88	67885	
2001-12	0.58	63509	
2002-06	0.5	58996	
2002-09	0.49	58154	
2002-12	0.41	57285	
2003-03	0.44	56414	
2003-06	0.4	54823	
2003-09	0.37	53697	
2003-12	0.3	51988	
2004-03	0.41	50155	
2004-06	0.33	49241	
2004-09	0.29	48232	
2004-12	0.3	49371	
2005-03	0.27	47396	
2005-06	0.22	46374	
2005-09	0.24	44798	
2005-12	0.21	44706	
2006-03	0.23	43961	
2006-06	0.26	40572	
2006-09	0.26	38799	
2006-12	0.25	36618	
2007-03	0.36	34227	
2007-06	0.41	32435	
2007-09	0.45	28560	
2007-12	0.41	27718	
2008-03	0.47	28439	
2008-06	0.31	28215	
2008-09	0.24	27598	
2008-12	0.23	28341	
2009-03	0.3	26562	
2009-06	0.41	36594	
2009-09	0.38	33426	
2009-12	0.45	28524	
2010-03	0.7	33156	
2010-06	0.53	31921	
2010-09	0.61	29514	
2010-12	1.13	37807	
2011-03	1.12	37096	
2011-06	0.9	37437	
2011-09	0.83	36342	
2011-12	0.73	37807	
2012-03	0.8	34116	
2012-06	0.72	32933	
2012-09	0.62	31743	
2012-12	0.59	29736	
2013-03	0.95	22682	
2013-06	1.2	19589	
2013-09	2.21	17484	
2013-12	2.08	16051	
2014-03	2.44	14550	
2014-06	3.26	40382	
2014-09	3.82	39635	
2014-12	3.67	29187	
2015-03	5.01	42233	
2015-06	7.39	83838	
2015-09	4.41	104888	
2015-12	5.76	91528	
2016-03	4.06	94827	
2016-06	4.26	98863	
2016-09	4.74	80132	
2016-12	4	100446	
2017-03	3.78	99395	
2017-06	3.25	105676	
2017-09	3.9	110896	
2017-12	3.94	118121	
2018-03	4.39	102503	
2018-06	4.46	99599	
2018-08	5.43	99500	
2018-09	5.16	113675	
2018-11	3.86	130000	
2018-12	3.59	142156.5	
2019-02	4.1	110000	
2019-03	5.16	153536	
2019-06	4.97	153448	
2019-07	4.63	150000	
2019-08	4.62	131500	
2019-09	5.5	111548	
2019-11	6.07	102000	
2019-12	6.35	116729.33	
2020-03	8.81	157976	
2020-04	8.53	158333.33	
2020-05	9.17	151333.33	
2020-06	8.77	169814	
2020-07	8.86	224333.33	
2020-08	8.14	253500	
2020-09	7.1	251092.5	
2020-11	6.37	247500	
2020-12	6.06	245179.5	
2021-03	6.47	237711	
2021-05	6.12	237000	
2021-06	6.44	228282.33	
2021-07	6.45	231000	
2021-08	6.93	220000	
2021-09	6.63	219791.5	
2021-12	7.68	162161.33	
2022-01	7.8	151000	
2022-02	7.29	160000	
2022-03	6.53	180595	
2022-04	5.8	170000	
2022-05	5.53	181000	
2022-06	5.68	208727	
2022-07	5.57	200000	
2022-09	4.87	204531	
2022-11	5.09	210000	
2022-12	4.95	203019	
2023-01	5.17	199500	
2023-02	7.32	210000	
2023-03	7.94	273823	
2023-04	9.24	265000	
2023-06	11.35	252462	
2023-07	10.18	250000	
2023-08	9.81	270000	
2023-09	8.3	303731	
2023-10	7.23	320000	
2023-11	7.68	340000	
2023-12	7.7	324167.5	
2024-01	6.93	310000	
2024-02	7.22	315000	
2024-03	9.29	326006	
2024-04	8.55	300000	
2024-05	8.71	293333.33	
2024-06	8.2	307443.33	
2024-07	8.48	293333.33	
2024-08	7.43	310000	
2024-09	7.37	314066	
2024-10	9.69	303333.33	
2024-11	11.01	303333.33	
2024-12	11.07	325000	
2025-01	11.18	305000	
