month	ct_avg_前复权价格	人均持股
2015-01	1.05	0	
2015-03	2.93	2629	
2015-06	5.17	2646	
2015-09	2.01	3606	
2015-12	4.08	3904	
2016-03	2.84	9209	
2016-06	5.28	5276	
2016-09	4.64	5498	
2016-12	5.27	7301	
2017-03	7.87	6080	
2017-06	7.51	7140	
2017-09	12.87	5176	
2017-12	12.2	4572	
2018-03	18.1	7848	
2018-06	14.38	7014	
2018-09	10.36	7822	
2018-12	6.9	5915	
2019-02	6.93	5757	
2019-03	7.97	5571	
2019-04	8.18	6144	
2019-06	5.69	7414	
2019-09	7.3	8837	
2019-12	8.85	9927	
2020-03	9.31	6456	
2020-06	9.71	7000	
2020-09	10.04	6349	
2020-12	16.87	12433	
2021-03	19.39	8598	
2021-06	26.88	12804	
2021-09	30.81	9016	
2021-12	32.17	8443	
2022-03	27.25	9235	
2022-06	30.44	13840	
2022-09	25.55	8928	
2022-12	21.43	8442	
2023-03	19.78	7513	
2023-06	16.56	7427	
2023-09	13.74	7769	
2023-12	10.99	7752	
2024-03	9.83	7472	
2024-06	8.9	6911	
2024-09	8.47	6916	
