month	ct_avg_前复权价格	人均持股
1997-12	1.04	1716	
1998-12	1.12	2504	
1999-06	1.37	3622	
1999-12	1.05	3108	
2000-06	1.43	3124	
2000-12	1.33	2568	
2001-12	1.21	3794	
2002-06	1.13	3820	
2002-09	1.21	3823	
2002-12	1.21	3995	
2003-03	1.47	5034	
2003-06	2.09	8880	
2003-09	2.13	11681	
2003-12	2.46	13688	
2004-03	2.75	16373	
2004-06	2.1	18967	
2004-09	1.85	16111	
2004-12	1.25	11720	
2005-03	1.13	9606	
2005-06	1.06	10651	
2005-09	1.27	12537	
2005-12	1.07	13065	
2006-03	1.19	13364	
2006-06	2.02	16549	
2006-09	1.83	13338	
2006-12	2.66	19007	
2007-03	4.53	19944	
2007-06	5.83	14694	
2007-09	9.82	12546	
2007-12	8.99	7566	
2008-03	5.61	4876	
2008-06	3.53	5240	
2008-09	2.23	5573	
2008-12	2.15	11622	
2009-03	3.33	14307	
2009-06	5.19	17268	
2009-09	6.98	24725	
2009-12	9.27	54139	
2010-03	7.44	36595	
2010-06	5.76	44242	
2010-09	8.03	57169	
2010-12	7.51	37348	
2011-03	8.61	43976	
2011-06	8.27	53971	
2011-09	7.31	53498	
2011-12	6.36	54263	
2012-03	7.15	56063	
2012-06	6.93	59293	
2012-09	6.02	60327	
2012-12	7.56	71026	
2013-03	7.45	62312	
2013-06	6.84	54639	
2013-09	6.89	55620	
2013-12	7.44	61550	
2014-03	6.49	55344	
2014-06	7.66	64359	
2014-09	9.77	78276	
2014-12	11.76	104260	
2015-03	13.23	93467	
2015-06	13.19	48716	
2015-09	9.84	67040	
2015-12	12.03	86537	
2016-03	11.26	91015	
2016-06	11.63	93430	
2016-09	13.3	106526	
2016-12	14.62	106953	
2017-03	15.37	97387	
2017-06	19.31	94088	
2017-09	19.25	105022	
2017-12	20.41	98043	
2018-03	23.03	103778	
2018-06	23.26	125433	
2018-09	20.32	119033	
2018-12	17.38	95887	
2019-03	18.17	70447	
2019-06	16.99	81837	
2019-09	17.84	79261	
2019-12	16.95	87011	
2020-03	15.39	88891	
2020-06	13.07	59373	
2020-09	14.78	63501	
2020-12	18.56	55881	
2021-03	15.44	43567	
2021-06	15.93	47629	
2021-09	15.74	48302	
2021-12	16.38	56035	
2022-03	13.79	48621	
2022-06	14.01	49524	
2022-09	12.28	48611	
2022-12	12.22	50106	
2023-03	11.86	50007	
2023-06	11.37	51381	
2023-09	12.41	58653	
2023-12	11.52	58989	
2024-03	12.48	64432	
2024-06	11.81	65095	
2024-09	10.57	66181	
