month	ct_avg_Tdx收盘价	人均持股
1997-12	11.24	1173	
1998-06	16.61	1407	
1998-12	13.11	1377	
1999-06	16.99	3859	
1999-12	13.38	9308	
2000-12	12.67	1605	
2001-12	8.43	1656	
2002-06	7.83	1725	
2002-09	8.13	1706	
2002-12	6.89	1729	
2003-03	7.36	1798	
2003-06	6.95	1845	
2003-09	6.07	1798	
2003-12	5.82	1883	
2004-03	6.5	1978	
2004-06	5.62	2023	
2004-09	5.05	2073	
2004-12	4.5	2079	
2005-03	4.41	2078	
2005-06	2.9	3381	
2005-09	3.72	3508	
2005-12	4.44	3661	
2006-03	4.56	3719	
2006-06	7.9	5839	
2006-09	10.17	7396	
2006-12	11.71	7112	
2007-03	19.86	5860	
2007-09	31.13	6119	
2007-12	33.34	4615	
2008-03	32.2	3783	
2008-06	18.44	2970	
2008-09	12.61	3148	
2008-12	12.53	3279	
2009-03	22.01	3305	
2009-06	10.92	7058	
2009-09	14.69	5979	
2009-12	15.3	6061	
2010-03	14.11	6239	
2010-06	10.86	6461	
2010-09	12.19	6515	
2010-12	12.5	6202	
2011-03	12.29	6595	
2011-06	10.55	10157	
2011-09	9.75	11026	
2011-12	7.95	11110	
2012-03	8.66	11033	
2012-06	8.11	11376	
2012-09	7.36	11511	
2012-12	7.4	11879	
2013-03	10.94	11876	
2013-06	10.4	12680	
2013-09	10.09	12829	
2013-12	9.74	12862	
2014-03	8.66	12814	
2014-06	9.46	14184	
2014-09	15.06	15371	
2014-12	17.93	16245	
2015-03	26.64	14292	
2015-06	43.92	15019	
2015-09	21.85	12443	
2015-12	24.51	13676	
2016-03	18.09	14288	
2016-06	17.88	15380	
2016-09	21.69	15374	
2016-12	21.5	16557	
2017-03	23.97	17284	
2017-04	24.39	17148.5	
2017-06	18.13	15909	
2017-07	18.29	16008	
2017-08	18.92	16034	
2017-09	18.77	16530	
2017-12	17.43	16424	
2018-01	16.43	16270	
2018-02	14	16064	
2018-03	15.78	16351	
2018-04	18.59	17379	
2018-05	17.39	17169	
2018-06	15.16	17080	
2018-07	16.17	17520.33	
2018-08	14.91	17308.67	
2018-09	16.15	17724.67	
2018-10	14.85	17369.67	
2018-11	15.21	17602.67	
2018-12	14.22	17320.33	
2019-01	14	17356	
2019-02	15.22	17719	
2019-03	16.86	17722.75	
2019-04	17.01	17637.67	
2019-05	15.62	17837	
2019-06	15.41	18032.33	
2019-07	16.08	18192	
2019-08	15.43	17892	
2019-09	16.98	17875	
2019-10	15.23	17321	
2019-11	15.63	16837.33	
2019-12	16.2	18122.25	
2020-01	16.86	18418.5	
2020-02	16.16	18779.67	
2020-03	17.65	19550	
2020-04	16.73	19562	
2020-05	17.66	20173.67	
2020-06	17.28	20081.33	
2020-07	22.52	20108.67	
2020-08	25.36	20251.33	
2020-09	22.82	20214.33	
2020-10	24.54	20663	
2020-11	27.25	20661.33	
2020-12	31.6	20175	
2021-01	36.05	16798.33	
2021-02	31.88	15928.75	
2021-03	27.52	15095.67	
2021-04	24.7	15230.33	
2021-05	25.66	15150.33	
2021-06	26.44	13966	
2021-07	25.97	14042.33	
2021-08	32.17	13989.33	
2021-09	32.04	13939.33	
2021-10	29.37	14066.67	
2021-11	35.05	18714.33	
2021-12	36.52	19430.33	
2022-01	30.47	17846.33	
2022-02	28.49	16550	
2022-03	29.93	17756	
2022-04	24.2	16932.33	
2022-05	24.71	17321.67	
2022-06	28.79	18360.33	
2022-07	31.41	17685.5	
2022-08	30.33	18119.67	
2022-09	29.35	18302	
2022-10	26.89	16916.67	
2022-11	26.8	15994	
2022-12	25.67	16174.67	
2023-01	25.28	15943.67	
2023-02	26.28	15985.67	
2023-03	26.4	16389	
2023-04	25.87	16544.33	
2023-05	25.38	16306.33	
2023-06	24.15	16118	
2023-07	25.95	18162	
2023-08	24.65	17899	
2023-09	23.34	16930	
2023-10	22.09	16851.33	
2023-11	22.4	17109.33	
2023-12	21.67	17304.33	
2024-01	20.12	17140	
2024-02	19.95	17378	
2024-03	21.79	17658.2	
2024-04	21.2	18045.67	
2024-05	24.05	18766.67	
2024-06	24.33	19268.6	
2024-07	24.72	19875.67	
2024-08	24.6	20688.4	
2024-09	23.69	20411	
2024-10	28.79	20032	
2024-11	28.31	17749.2	
2024-12	26.51	17902.33	
2025-01	26.03	18381	
