month	ct_avg_前复权价格	人均持股
1996-12	1.05	1507	
1997-12	1.96	611	
1998-06	2.63	1442	
1998-12	1.93	802	
1999-06	1.7	821	
1999-12	1.19	1386	
2000-12	1.47	1182	
2001-12	1.2	1241	
2002-06	1.15	1321	
2002-09	1.09	1327	
2002-12	0.84	1337	
2003-03	0.88	1350	
2003-06	0.83	1460	
2003-09	0.75	1487	
2003-12	0.61	1551	
2004-03	0.74	1642	
2004-06	0.57	1610	
2004-09	0.43	1665	
2004-12	0.32	1694	
2005-03	0.3	1718	
2005-06	0.27	1736	
2005-09	0.32	1778	
2005-12	0.27	1804	
2006-03	0.33	2367	
2006-06	0.39	2524	
2006-09	0.38	2677	
2006-12	0.39	2820	
2007-03	0.71	3298	
2007-06	1.14	3555	
2007-09	1.26	4228	
2007-12	1.09	4129	
2008-03	1.38	3836	
2008-06	0.9	3738	
2008-09	0.64	3585	
2008-12	0.7	3569	
2009-03	0.96	3956	
2009-06	1.24	3781	
2009-09	1.32	3729	
2009-12	1.61	3339	
2010-03	1.58	4125	
2010-06	1.5	4766	
2010-09	2.06	6731	
2010-12	2.57	4997	
2011-03	3.07	7161	
2011-06	2.43	7386	
2011-09	2.09	7314	
2011-12	1.66	5219	
2012-03	1.67	5798	
2012-06	1.52	5700	
2012-09	1.12	5813	
2012-12	0.96	5077	
2013-03	1.08	5815	
2013-06	1.05	6818	
2013-09	1.07	9166	
2013-12	0.94	9495	
2014-03	1.14	7716	
2014-06	1.47	6484	
2014-09	2.11	6255	
2014-12	2.3	5444	
2015-03	2.39	6161	
2015-06	4.28	4375	
2015-09	2.46	3664	
2015-12	2.99	3764	
2016-03	2.19	3632	
2016-06	1.61	4833	
2016-08	1.76	5303	
2016-09	1.84	5303	
2016-12	2.39	5415	
2017-02	5.26	7896	
2017-03	6.64	5427	
2017-06	6.01	5635	
2017-09	6.07	5828	
2017-12	6.19	5979	
2018-03	5.91	6540	
2018-05	6.88	7296	
2018-06	6.69	7885	
2018-08	6.69	8062	
2018-09	7.14	8349.67	
2018-10	6.53	7879	
2018-11	6.36	7743	
2018-12	5.74	8476	
2019-01	5.72	9115	
2019-02	6.12	8984.5	
2019-03	6.22	8491.33	
2019-04	6.17	8043.33	
2019-05	5.55	7814.67	
2019-06	5.32	7762	
2019-07	5.62	7766.67	
2019-08	5.6	7705.33	
2019-09	6.53	7636.67	
2019-10	5.59	7071.67	
2019-11	5.37	6509.33	
2019-12	5.79	7610.67	
2020-01	5.94	8100.5	
2020-02	5.28	7001	
2020-03	5.38	7076.33	
2020-04	5.87	8980	
2020-06	6.18	8820	
2020-09	10.55	5079	
2020-12	12.52	22568	
2021-03	12.63	13740	
2021-06	14.96	17559	
2021-09	19.48	16769	
2021-12	18.59	17126	
2022-03	14.91	16818	
2022-06	15.53	18385	
2022-09	17.17	24969	
2022-12	15.94	18925	
2023-03	14.93	15817	
2023-06	15.57	28852	
2023-09	16.45	30402	
2023-12	15.78	32702	
2024-03	14.29	28814	
2024-06	15.41	33704	
2024-09	15.51	35358	
