month	ct_avg_前复权价格	人均持股
2017-03	1.68	545	
2017-06	2.43	925	
2017-09	2.41	1611	
2017-12	2.08	1624	
2018-03	2	1850	
2018-05	2.26	2686	
2018-06	2.06	3682	
2018-07	2.14	3767.67	
2018-08	1.96	3695.5	
2018-09	1.91	3874	
2018-10	1.97	3902	
2018-12	2.35	4733	
2019-01	2.44	4898	
2019-02	2.67	5477	
2019-03	3.11	5405.5	
2019-05	2.95	5799	
2019-06	3	5504	
2019-09	4.18	7676	
2019-10	4.47	7944	
2019-12	4.72	6517	
2020-02	6.23	7825.25	
2020-03	6.03	9855	
2020-06	6.21	19295	
2020-08	5.93	17419	
2020-09	5.8	17565	
2020-10	6.05	19411	
2020-11	6.62	23136.5	
2020-12	6.96	27029	
2021-01	7.58	24841.5	
2021-03	6.87	26982.5	
2021-05	7.39	29476	
2021-06	7.84	31184.67	
2021-07	8.84	35460.33	
2021-08	8.64	35806	
2021-09	8.06	35932	
2021-10	7.79	34117	
2021-11	7.7	32862.5	
2021-12	8.03	35431.5	
2022-01	8.11	36723.5	
2022-02	7.42	35201.33	
2022-03	7.66	40529.5	
2022-04	7.53	40534.67	
2022-05	7.21	36415	
2022-06	7.56	38066.33	
2022-07	7.36	42197	
2022-08	7.33	38256	
2022-09	6.75	37886	
2022-10	6.48	39808	
2022-11	6.69	38950.5	
2022-12	6.09	34453	
2023-02	6.51	30528	
2023-03	7.34	34037	
2023-04	6.57	26292	
2023-05	5.57	22736.33	
2023-06	5.17	26361.5	
2023-07	5.29	27518	
2023-09	5.24	29640	
2023-12	4.36	28209	
2024-01	3.89	28458	
2024-02	3.94	29195	
2024-03	3.97	27347	
2024-04	4.77	29622	
2024-05	5.43	33917	
2024-06	5.49	34661.5	
2024-07	5.35	34951	
2024-08	4.84	34087.33	
2024-09	5.17	33763	
2024-10	6.1	25356	
2024-11	5.9	20342	
2024-12	5.84	20651	
