month	ct_avg_前复权价格	人均持股
2006-09	1.41	7083	
2006-12	1.99	12055	
2007-03	2.61	6361	
2007-06	4.26	13219	
2007-09	7.6	18246	
2007-12	6.37	15613	
2008-03	5.64	17824	
2008-06	2.94	10956	
2008-09	2.57	12286	
2008-12	3.38	12509	
2009-03	4.19	18793	
2009-06	6.51	24399	
2009-09	6.23	24100	
2009-12	6.12	16349	
2010-03	5.2	15840	
2010-06	3.77	18428	
2010-09	3.88	21580	
2010-12	4.33	25145	
2011-03	4.44	25413	
2011-06	4.5	38175	
2011-09	4.54	39759	
2011-12	4.41	45006	
2012-03	4.94	47909	
2012-06	6.25	67027	
2012-09	5.55	67556	
2012-12	6.79	73056	
2013-03	6.27	57706	
2013-06	6	56720	
2013-09	5.89	52321	
2013-12	4.74	45682	
2014-03	3.92	42101	
2014-06	4.34	63875	
2014-09	4.91	57094	
2014-12	7.28	73302	
2015-03	8.71	28453	
2015-06	10.86	24092	
2015-09	7.16	30969	
2015-12	9.72	35113	
2016-03	8.56	36284	
2016-06	7.71	39661	
2016-09	8.75	42342	
2016-12	8.73	45160	
2017-03	8.84	47806	
2017-06	9.14	56821	
2017-09	10.28	62390	
2017-12	12.19	76644	
2018-03	13.5	55311	
2018-06	12.82	63766	
2018-09	11.79	68964	
2018-12	12.16	75256	
2019-03	13.33	75902	
2019-06	12.93	71966	
2019-09	14.39	85920	
2019-12	15.76	85892	
2020-03	15.76	84028	
2020-06	15.72	71759	
2020-09	17.68	56782	
2020-12	17.34	52798	
2021-03	16.08	47855	
2021-06	13.69	45303	
2021-09	14.58	60004	
2021-12	16.95	77999	
2022-03	18.89	90937	
2022-06	18.03	82529	
2022-09	20.91	109124	
2022-12	18.51	81022	
2023-03	16.97	66416	
2023-06	16.13	73023	
2023-09	16.39	80624	
2023-12	12.06	64765	
2024-03	11.5	63629	
2024-06	11.88	72454	
2024-09	10.4	48257	
