month	ct_avg_前复权价格	股东人数
2006-09	1.41	16943	
2006-12	1.99	12443	
2007-03	2.61	23582	
2007-06	4.26	22695	
2007-09	7.6	28825	
2007-12	6.37	33686	
2008-03	5.64	59015	
2008-06	2.94	96009	
2008-09	2.57	85615	
2008-12	3.38	84089	
2009-03	4.19	66590	
2009-06	6.51	66676	
2009-09	6.23	132285	
2009-12	6.12	194994	
2010-03	5.2	201263	
2010-06	3.77	224905	
2010-09	3.88	208285	
2010-12	4.33	178752	
2011-03	4.44	176869	
2011-06	4.5	153063	
2011-09	4.54	146968	
2011-12	4.41	129832	
2012-03	4.94	121964	
2012-06	6.25	104613	
2012-09	5.55	105660	
2012-12	6.79	97706	
2013-03	6.27	123695	
2013-06	6	125847	
2013-09	5.89	136427	
2013-12	4.74	156255	
2014-03	3.92	169546	
2014-06	4.34	167624	
2014-09	4.91	187877	
2014-12	7.28	146377	
2015-03	8.71	377248	
2015-06	10.86	446326	
2015-09	7.16	347293	
2015-12	9.72	306305	
2016-03	8.56	296462	
2016-06	7.71	271218	
2016-09	8.75	254094	
2016-12	8.73	238239	
2017-03	8.84	225068	
2017-06	9.14	206549	
2017-09	10.28	188114	
2017-12	12.19	153128	
2018-03	13.5	212190	
2018-06	12.82	184054	
2018-09	11.79	170671	
2018-12	12.16	156438	
2019-03	13.33	155106	
2019-06	12.93	165287	
2019-09	14.39	138863	
2019-12	15.76	138926	
2020-03	15.76	142008	
2020-06	15.72	166310	
2020-09	17.68	210750	
2020-12	17.34	226666	
2021-03	16.08	250120	
2021-06	13.69	264212	
2021-09	14.58	199490	
2021-12	16.95	153465	
2022-03	18.89	131632	
2022-06	18.03	145043	
2022-09	20.91	109696	
2022-12	18.51	147744	
2023-03	16.97	180234	
2023-06	16.13	163927	
2023-09	16.39	148472	
2023-12	12.06	184830	
2024-03	11.5	188130	
2024-06	11.88	165215	
2024-09	10.4	248055	
