month	ct_avg_前复权价格	股东人数
1998-12	0.71	47352	
1999-12	0.77	43734	
2000-12	1.32	46381	
2001-06	1.49	45490	
2001-12	1.27	41102	
2002-06	1.25	42631	
2002-09	1.24	42776	
2002-12	1.08	41073	
2003-03	1.09	46161	
2003-06	1.06	53341	
2003-09	0.93	51021	
2003-12	1.02	50411	
2004-03	1.31	45590	
2004-06	1.02	45279	
2004-09	0.92	46336	
2004-12	0.85	46047	
2005-03	0.89	46036	
2005-06	0.69	45959	
2005-09	0.85	41847	
2005-12	0.79	40246	
2006-03	1.34	35072	
2006-06	1.9	41694	
2006-09	1.92	41123	
2006-12	3.12	23216	
2007-03	5.16	46144	
2007-06	8.9	129358	
2007-09	14.95	85255	
2007-12	12.08	204313	
2008-03	9.44	239853	
2008-06	5.43	230663	
2008-09	3.32	225171	
2008-12	3.21	230663	
2009-03	4.15	206264	
2009-06	5.34	192169	
2009-09	7.63	214764	
2009-12	8.74	195295	
2010-03	7.6	205574	
2010-06	5.52	198382	
2010-09	5.95	199352	
2010-12	7.2	192924	
2011-03	7.83	173071	
2011-06	6.74	170461	
2011-09	6.45	182967	
2011-12	4.49	191268	
2012-03	5.07	191646	
2012-06	5.16	184933	
2012-09	4.2	182753	
2012-12	4.05	177529	
2013-03	4.24	169865	
2013-06	3.6	168328	
2013-09	3.29	167289	
2013-12	2.96	162530	
2014-03	2.65	160151	
2014-06	2.67	157901	
2014-09	4.17	157138	
2014-12	4.58	143080	
2015-03	7	130151	
2015-06	8.07	129196	
2015-09	3.72	133886	
2015-12	5.77	130749	
2016-03	6.09	110016	
2016-06	5.43	120639	
2016-09	5.19	123896	
2016-12	5.83	111586	
2017-03	6.17	112185	
2017-06	5.57	102216	
2017-09	11.82	123336	
2017-12	7.31	161212	
2018-03	6.78	167173	
2018-06	4.84	156889	
2018-09	4.34	156490	
2018-12	3.38	157878	
2019-03	4.13	153792	
2019-06	3.93	150685	
2019-09	4.16	142289	
2019-12	4.04	132380	
2020-03	3.48	137142	
2020-06	3.52	132823	
2020-09	4.7	143644	
2020-12	6.83	125745	
2021-02	7.52	124110	
2021-03	8.7	127674	
2021-06	10.55	122690	
2021-09	15.27	122973	
2021-12	9.42	230238	
2022-03	11.76	157294	
2022-06	9.06	230340	
2022-09	8.5	211675	
2022-12	9.54	136411	
2023-03	11.17	114368	
2023-06	10.89	111093	
2023-09	12.98	87054	
2023-12	9.83	109692	
2024-03	10.71	98688	
2024-06	12.08	98979	
2024-09	10.62	97661	
