month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2006-07	6.34	2.02	-0.15	79.25	0.89	83.08	
2006-08	5.32	1.7	-0.28	51.67	0.57	56.13	
2006-09	6.02	1.92	-0.18	65.56	0.76	69.94	
2006-10	7.17	2.28	-0.03	79.78	1.07	84.82	
2006-11	7.89	2.51	0.07	90.79	1.24	91.07	
2006-12	9.78	3.12	0.32	97.7	1.74	97.87	
2007-01	13.17	4.19	0.76	98.73	2.55	98.7	
2007-02	13.02	4.15	0.73	91.07	2.43	90.59	
2007-03	16.15	5.16	1.11	98.3	3.13	98.46	
2007-04	20.9	7.11	1.68	98.38	4.39	99.62	
2007-05	15.76	8.17	1	78.52	4.88	95.04	
2007-06	17.16	8.9	1.14	78.32	5.05	94.39	
2007-07	16.44	8.52	1.03	60.02	4.5	83.04	
2007-08	21.9	11.37	1.65	90.02	5.85	98.37	
2007-09	28.83	14.95	2.39	95.27	7.31	98.26	
2007-10	32.8	16.89	2.74	95.8	7.62	95.29	
2007-11	24.57	12.74	1.75	72.65	5.12	71.87	
2007-12	23.33	12.08	1.56	56.63	4.52	55.27	
2008-01	25.15	13.29	1.71	61.76	4.73	64.37	
2008-02	22.99	11.92	1.43	38.57	3.91	34.11	
2008-03	18.21	9.44	0.9	-0.6	2.76	-3.06	
2008-04	13.19	6.84	0.37	-40.14	1.65	-34.99	
2008-05	13.82	7.25	0.42	-47.37	1.75	-41.88	
2008-06	8.83	5.43	-0.09	-67.23	1.02	-66.92	
2008-07	8.78	5.41	-0.1	-70.54	0.98	-71.23	
2008-08	6.93	4.26	-0.29	-89.54	0.54	-88.99	
2008-09	5.39	3.32	-0.44	-93.75	0.19	-92.62	
2008-10	4.37	2.69	-0.55	-98.17	-0.04	-96.87	
2008-11	4.49	2.76	-0.53	-88.75	-0.02	-88.35	
2008-12	5.22	3.21	-0.45	-72.24	0.13	-72.16	
2009-01	5.06	3.11	-0.47	-69.88	0.09	-69.64	
2009-02	6.61	4.07	-0.3	-38.63	0.41	-36.07	
2009-03	6.74	4.15	-0.29	-23.78	0.43	-19.93	
2009-04	7.48	4.59	-0.21	3.62	0.56	8.25	
2009-05	7.65	4.71	-0.18	18.95	0.58	22.32	
2009-06	8.68	5.34	-0.07	37.34	0.77	43.02	
2009-07	11.71	7.2	0.25	55.48	1.34	58.54	
2009-08	14.48	8.99	0.54	68.35	1.85	72.62	
2009-09	12.25	7.63	0.3	60.03	1.38	68.67	
2009-10	13.05	8.1	0.39	66.97	1.47	75.17	
2009-11	13.68	8.49	0.45	83.79	1.53	85.63	
2009-12	14.08	8.74	0.49	80.43	1.56	82.53	
2010-01	13.63	8.46	0.43	72.77	1.42	75.31	
2010-02	12.02	7.46	0.26	38.81	1.1	36.49	
2010-03	12.24	7.6	0.28	21.54	1.1	20.3	
2010-04	12.09	7.52	0.26	10.58	1.04	8.67	
2010-05	9.57	5.94	0	-35.8	0.59	-36.65	
2010-06	8.88	5.52	-0.07	-57.29	0.46	-58.65	
2010-07	8.13	5.06	-0.15	-67.37	0.33	-67.9	
2010-08	9.17	5.71	-0.04	-60.27	0.48	-61.49	
2010-09	9.56	5.95	0.01	-50.42	0.53	-50.61	
2010-10	12.29	7.68	0.29	-6.19	0.93	-4.41	
2010-11	12.52	7.8	0.31	25.37	0.94	26.34	
2010-12	11.55	7.2	0.21	31.06	0.76	31.72	
2011-01	10.89	6.8	0.14	19.03	0.64	19.73	
2011-02	11.74	7.31	0.22	26.01	0.74	25.42	
2011-03	12.57	7.83	0.3	59.01	0.83	58.23	
2011-04	13.47	8.39	0.39	74.62	0.93	76.36	
2011-05	11.65	7.26	0.2	50	0.65	48.85	
2011-06	10.8	6.74	0.11	4.64	0.51	3.57	
2011-07	10.24	7.3	0.05	-19.52	0.61	4.04	
2011-08	8.83	7.17	-0.1	-62.31	0.56	4.7	
2011-09	7.95	6.45	-0.19	-81.97	0.39	-48.38	
2011-10	6.71	5.45	-0.31	-91.96	0.16	-73.38	
2011-11	6.57	5.33	-0.33	-93.18	0.13	-85.27	
2011-12	5.53	4.49	-0.43	-99.31	-0.06	-99.23	
2012-01	5.3	4.3	-0.46	-91.37	-0.1	-91.49	
2012-02	5.88	4.77	-0.4	-76.27	-0.01	-76.03	
2012-03	6.25	5.07	-0.36	-60.25	0.04	-59.66	
2012-04	5.98	4.87	-0.38	-68.97	-0.01	-67.54	
2012-05	6.53	5.3	-0.33	-35.47	0.07	-33.36	
