month	ct_avg_前复权价格	股东人数
2006-12	1.24	133384	
2007-03	1.43	171595	
2007-06	1.76	214836	
2007-09	2.07	226834	
2007-12	1.88	272560	
2008-03	1.47	276915	
2008-06	1.11	268554	
2008-09	0.76	263062	
2008-12	0.68	266502	
2009-03	0.81	278998	
2009-06	0.91	249342	
2009-09	0.83	252315	
2009-12	0.92	236570	
2010-03	0.92	227555	
2010-06	0.73	223872	
2010-09	0.74	215604	
2010-12	0.69	212088	
2011-03	0.71	207425	
2011-06	0.63	204485	
2011-09	0.56	202261	
2011-12	0.49	199082	
2012-03	0.52	195646	
2012-06	0.54	190175	
2012-09	0.42	190321	
2012-12	0.45	188841	
2013-03	0.46	186037	
2013-06	0.38	187101	
2013-09	0.48	192633	
2013-12	0.45	188656	
2014-03	0.42	183177	
2014-06	0.43	179332	
2014-09	0.59	169422	
2014-12	0.98	178926	
2015-03	1.16	193892	
2015-06	1.84	262943	
2015-09	1.22	281941	
2015-12	1.32	242402	
2016-03	0.93	238981	
2016-06	0.87	221785	
2016-09	0.96	209269	
2016-12	0.96	205562	
2017-02	0.97	202907	
2017-03	0.98	200808	
2017-04	0.99	194904	
2017-06	0.95	194904	
2017-09	0.96	196340	
2017-12	0.84	187239	
2018-03	0.74	178361	
2018-06	0.69	173250	
2018-09	0.66	168894	
2018-12	0.76	163903	
2019-03	0.89	153792	
2019-06	0.78	150195	
2019-09	0.92	144030	
2019-12	1.34	142174	
2020-03	1.16	157790	
2020-06	1.13	164217	
2020-09	1.19	181075	
2020-12	1.12	177839	
2021-02	0.96	171998	
2021-03	1.04	167261	
2021-05	1.05	154803	
2021-06	1.07	153715	
2021-09	1.25	134964	
2021-11	1.03	138356	
2021-12	1.02	149685	
2022-01	0.97	150732	
2022-02	1.05	138756	
2022-03	1.02	136524	
2022-04	1.23	127141.5	
2022-05	1.36	119958	
2022-06	1.47	129505	
2022-07	1.51	107749	
2022-08	1.81	106001	
2022-09	1.85	114801	
2022-12	1.47	149724	
2023-03	1.81	109442	
2023-06	1.46	124440	
2023-07	1.59	108751	
2023-09	1.56	99482	
2023-11	1.56	107914	
2023-12	1.49	109290	
2024-01	1.64	96283	
2024-03	1.92	87155.5	
2024-06	2.18	85806	
2024-07	2.08	83187.5	
2024-08	2.06	81572.67	
2024-09	1.79	90641.67	
2024-10	1.86	109393	
2024-11	1.78	116527.33	
2024-12	1.69	130891	
2025-01	1.77	116292.33	
