month	ct_avg_前复权价格	人均持股
2002-06	1.11	1497925	
2002-09	1.13	1719048	
2002-12	1.02	1752427	
2003-03	1.1	1972678	
2003-06	1.23	2242236	
2003-09	1.28	2597122	
2003-12	1.78	4289109	
2004-03	2.38	4760440	
2004-06	1.93	4708696	
2004-12	1.38	4979310	
2005-03	1.15	4560000	
2005-06	1.05	4247059	
2005-09	1.14	4247059	
2005-12	1.43	5037209	
2006-03	1.83	5625974	
2006-06	2.37	6768750	
2006-12	4.99	7101639	
2007-06	9.89	7101639	
2007-12	12.65	8664000	
2008-06	8.79	8840816	
2008-12	4.99	5934247	
2009-06	7.69	6987097	
2009-12	8.91	6465672	
2010-06	6.42	10438554	
2010-12	10.8	11868493	
2011-06	14.49	16450633	
2011-12	9.05	12145794	
2012-06	9.21	10153125	
2012-12	10.53	10314286	
2013-06	8.51	9996923	
2013-12	10.41	10153125	
2014-06	9.66	11603571	
2014-12	11.91	10830000	
2015-06	15.2	12145794	
2015-12	10.63	10921008	
2016-06	9.08	9486131	
2016-12	11.29	9417391	
2017-02	13.11	9845455	
2017-06	13.88	10480645	
2017-12	19.3	12260377	
2018-06	23.3	13825532	
2018-12	20.74	14281319	
2019-03	24.75	48497	
2019-06	27.62	14281319	
2019-12	34.64	14768182	
2020-06	39.77	15471429	
2020-12	38.68	15471429	
2021-06	33.78	13974194	
2021-12	30.68	13825532	
2022-06	27.9	13537500	
2022-12	23.53	12260377	
2023-06	21.07	11708108	
2023-12	19.13	11203448	
