month	ct_avg_前复权价格	股东人数
2004-09	0.77	17466	
2004-12	0.8	16760	
2005-03	0.82	13168	
2005-06	0.86	18743	
2005-09	1.16	17354	
2005-12	1.15	20525	
2006-03	1.11	16742	
2006-06	1.75	15806	
2006-09	1.43	17350	
2006-12	1.24	17611	
2007-03	1.68	21958	
2007-06	1.93	34038	
2007-09	1.94	36888	
2007-12	1.67	35010	
2008-03	1.78	35778	
2008-06	1.22	33493	
2008-09	0.78	32188	
2008-12	0.84	36271	
2009-03	1.05	34545	
2009-06	1.4	39689	
2009-09	1.29	41361	
2009-12	1.58	38690	
2010-03	1.66	34455	
2010-06	1.34	36339	
2010-09	1.58	35626	
2010-12	1.65	34301	
2011-03	1.66	33597	
2011-06	1.51	31739	
2011-09	1.3	30361	
2011-12	1.09	30644	
2012-03	1.09	29937	
2012-06	1.02	29983	
2012-09	0.95	29662	
2012-12	0.93	29986	
2013-03	1.02	28277	
2013-06	0.93	27440	
2013-09	1.52	29927	
2013-12	1.39	27369	
2014-03	1.69	32730	
2014-06	1.79	31634	
2014-09	2.08	24033	
2014-12	2.05	27369	
2015-03	2.83	35146	
2015-06	3.34	27443	
2015-09	5.81	38277	
2015-12	11.62	61043	
2016-03	7.26	50842	
2016-06	7.52	43993	
2016-09	7.24	39762	
2016-12	7.42	42091	
2017-03	5.76	108000	
2017-06	6.83	83269.5	
2017-09	6.98	55515	
2017-12	9.53	55132	
2018-03	10.08	69964	
2018-06	8.63	78838	
2018-09	6.87	134296	
2018-12	5.09	180780	
2019-03	5.8	248542	
2019-06	4.68	224446	
2019-09	4.82	198372	
2019-12	5.23	170298	
2020-03	4.2	199951	
2020-06	4.65	170147	
2020-09	6.7	140108	
2020-12	8.79	130438	
2021-03	9.09	200541	
2021-06	8.41	209901	
2021-09	6.58	286024	
2021-12	7.1	259677	
2022-03	6.02	282269	
2022-06	5.96	271373	
2022-09	5.21	290052	
2022-12	6.21	250692	
2023-03	6.36	251631	
2023-06	6.66	231368	
2023-09	7.44	203926	
2023-12	6.19	223468	
2024-03	6.49	215202	
2024-06	6.45	213017	
2024-09	6.12	208038	
