month	ct_avg_前复权价格	人均持股
2010-06	1.04	1703.5	
2010-09	1.3	4232	
2010-12	1.72	2561	
2011-03	1.58	2151	
2011-06	1.25	8901	
2011-09	1.37	10495	
2011-12	1.03	9516	
2012-03	0.98	9717	
2012-06	1.1	11530	
2012-09	1.05	12676	
2012-12	1.22	13993	
2013-03	1.47	15855	
2013-06	1.29	16889	
2013-09	1.16	14977	
2013-12	1	9846	
2014-03	0.92	8329	
2014-06	0.86	7841	
2014-09	1.05	11506	
2014-12	1.03	10751	
2015-03	1.27	12185	
2015-06	1.6	9031	
2015-09	1.06	13996	
2015-12	1.26	15250	
2016-03	0.99	16272	
2016-06	1.02	23020	
2016-09	1.11	22730	
2016-12	1.15	25995	
2017-02	1.18	26453	
2017-03	1.14	25224	
2017-06	1.11	29854	
2017-09	1.24	34715	
2017-12	1.72	40683	
2018-03	2.05	41854	
2018-06	2.23	31234	
2018-09	1.84	31213	
2018-12	1.57	29563	
2019-03	1.82	30604	
2019-06	1.98	37461	
2019-09	1.98	26212	
2019-12	1.61	24229	
2020-03	1.55	17735	
2020-06	1.53	18966	
2020-09	1.73	22751	
2020-12	1.45	21033	
2021-03	1.51	23122	
2021-06	1.49	19341	
2021-09	1.35	18019	
2021-12	1.38	19315	
2022-03	1.25	18058	
2022-06	1.41	23071	
2022-09	1.61	28929	
2022-12	1.8	27596	
2023-03	2.09	32137	
2023-06	2.29	34803	
2023-09	2.14	37396	
2023-12	2.2	41117	
2024-03	2.25	44658	
2024-06	2.5	41760	
2024-09	2.35	38774	
