month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2001-09	3.18	1.61	
2001-10	3.13	1.5	
2001-11	3.1	1.44	
2001-12	3.11	1.41	
2002-01	3.07	1.34	
2002-02	2.87	1.14	
2002-03	2.63	0.95	
2002-04	2.37	0.73	
2002-05	2.17	0.57	
2002-06	2.14	0.53	
2002-07	2.4	0.7	
2002-08	2.42	0.69	
2002-09	2.55	0.76	
2002-10	2.39	0.63	
2002-11	2.36	0.58	
2002-12	2.28	0.51	
2003-01	2.38	0.57	
2003-02	2.45	0.59	
2003-03	2.7	0.73	
2003-04	3.02	0.9	
2003-05	3.14	0.95	
2003-06	3.1	0.89	
2003-07	3.25	0.95	
2003-08	3.09	0.83	
2003-09	2.95	0.72	
2003-10	3.04	0.75	
2003-11	3.27	0.86	
2003-12	3.66	1.04	
2004-01	4.44	1.43	
2004-02	4.76	1.55	
2004-03	4.98	1.61	
2004-04	4.95	1.54	
2004-05	4.31	1.17	
2004-06	4.13	1.03	
2004-07	3.69	0.79	
2004-08	3.56	0.71	
2004-09	3.39	0.61	
2004-10	3.38	0.58	
2004-11	3.64	0.68	
2004-12	3.56	0.63	
2005-01	3.49	0.57	
2005-02	3.61	0.6	
2005-03	3.95	0.74	
2005-04	4.34	0.89	
2005-05	3.6	0.55	
2005-06	3.44	0.46	
2005-07	3.37	0.42	
2005-08	3.5	0.46	
2005-09	3.35	0.39	
2005-10	2.71	0.12	
2005-11	2.56	0.04	
2005-12	2.67	0.08	
2006-01	2.87	0.15	
2006-02	3.04	0.21	
2006-03	3.11	0.23	
2006-04	3.48	0.36	
2006-05	4.18	0.61	
2006-06	4.59	0.75	
2006-07	4.63	0.73	
2006-08	4.2	0.56	
2006-09	4.13	0.51	
2006-10	4.59	0.66	
2006-11	5.71	1.02	
2006-12	7.57	1.62	
2007-01	8.79	1.96	
2007-02	9.91	2.24	
2007-03	10.73	2.4	
2007-04	12.2	2.73	
2007-05	13.48	2.96	
2007-06	16.52	3.64	
2007-07	17.83	3.78	
2007-08	19.33	3.94	
2007-09	19.62	3.79	
2007-10	18.72	3.38	
2007-11	17.12	2.86	
2007-12	18	2.91	
2008-01	19.82	3.14	
2008-02	20.16	3.05	
2008-03	17.72	2.44	
2008-04	14.26	1.7	
2008-05	14.32	1.65	
2008-06	9.02	0.65	
2008-07	8.69	0.57	
2008-08	7.22	0.29	
2008-09	6.25	0.11	
2008-10	5.35	-0.06	
2008-11	4.91	-0.14	
2008-12	5.34	-0.07	
2009-01	5.53	-0.04	
2009-02	6.77	0.17	
2009-03	7.15	0.23	
2009-04	9.08	0.54	
2009-05	9.95	0.67	
2009-06	10.78	0.78	
2009-07	12.34	1.01	
2009-08	13.82	1.22	
2009-09	13.51	1.13	
2009-10	14.6	1.26	
2009-11	16.99	1.58	
2009-12	18.13	1.69	
2010-01	17.18	1.5	
2010-02	15.75	1.25	
2010-03	15.71	1.2	
2010-04	15.38	1.12	
2010-05	12.56	0.71	
2010-06	11.56	0.56	
2010-07	12.47	0.66	
2010-08	14.18	0.85	
2010-09	14.96	0.92	
2010-10	16.77	1.12	
2010-11	15.93	0.98	
2010-12	14.09	0.72	
2011-01	13.73	0.66	
2011-02	15.36	0.82	
2011-03	16.18	0.89	
2011-04	15.38	0.77	
2011-05	13.95	0.59	
2011-06	13.45	0.51	
2011-07	13.89	0.54	
2011-08	12.79	0.4	
2011-09	12.27	0.33	
2011-10	11.72	0.26	
2011-11	11.43	0.22	
2011-12	10.68	0.13	
2012-01	11.1	0.16	
2012-02	11.76	0.22	
2012-03	11.66	0.2	
2012-04	11.09	0.13	
2012-05	11.84	0.2	
2012-06	11.34	0.14	
2012-07	10.55	0.06	
2012-08	10.47	0.04	
2012-09	10.08	0	
2012-10	10.04	-0.01	
2012-11	10.11	-0.01	
2012-12	11.08	0.08	
2013-01	12.26	0.18	
2013-02	12.12	0.16	
2013-03	11.69	0.11	
2013-04	11.59	0.09	
2013-05	12.29	0.15	
2013-06	11.56	0.07	
2013-07	11	0.01	
2013-08	11.2	0.02	
2013-09	11.94	0.08	
2013-10	12.72	0.14	
2013-11	12.6	0.12	
2013-12	13.02	0.15	
2014-01	11.64	0.02	
2014-02	11.97	0.04	
2014-03	11.86	0.03	
2014-04	12.65	0.08	
2014-05	12.94	0.1	
2014-06	13.12	0.11	
2014-07	13.99	0.17	
2014-08	16.04	0.33	
2014-09	16.43	0.34	
2014-10	16.55	0.34	
2014-11	17.59	0.41	
2014-12	19.3	0.53	
2015-01	21.01	0.64	
2015-02	21.44	0.65	
2015-03	24.43	0.86	
2015-04	26.57	0.99	
2015-05	26.47	0.96	
2015-06	26.64	0.95	
2015-07	22.81	0.65	
2015-08	21.35	0.54	
2015-09	19.93	0.43	
2015-10	21.45	0.53	
2015-11	23.22	0.65	
2015-12	25.07	0.78	
2016-01	22.96	0.62	
2016-02	22.32	0.57	
2016-03	23.56	0.65	
2016-04	24.21	0.69	
2016-05	23.23	0.62	
2016-06	24.14	0.68	
2016-07	26.4	0.82	
2016-08	28.94	0.98	
2016-09	28.52	0.93	
2016-10	31.03	1.07	
2016-11	31.34	1.06	
2016-12	31.73	1.05	
2017-01	31.93	1.03	
2017-02	32.95	1.06	
2017-03	36.43	1.23	
2017-04	38.94	1.34	
2017-05	40.58	1.39	
2017-06	45.85	1.64	
2017-07	43.85	1.47	
2017-08	41.7	1.31	
2017-09	43.15	1.34	
2017-10	47.21	1.52	
2017-11	49.84	1.6	
2017-12	49.89	1.56	
2018-01	51.5	1.59	
2018-02	47.36	1.34	
2018-03	46.61	1.27	
2018-04	42.29	1.04	
2018-05	44.67	1.12	
2018-06	46.9	1.2	
2018-07	47.15	1.18	
2018-08	44.84	1.04	
2018-09	45.64	1.05	
2018-10	43.56	0.93	
2018-11	42.02	0.83	
2018-12	41.83	0.81	
2019-01	42.5	0.81	
2019-02	46.05	0.94	
2019-03	45.86	0.91	
2019-04	48.72	1	
2019-05	43.3	0.75	
2019-06	42.39	0.7	
2019-07	44.27	0.75	
2019-08	42.01	0.65	
2019-09	43.39	0.68	
2019-10	42.14	0.62	
2019-11	43.1	0.63	
2019-12	44.17	0.65	
2020-01	48.89	0.81	
2020-02	47.36	0.73	
2020-03	41.22	0.49	
2020-04	36.87	0.32	
2020-05	39.15	0.39	
2020-06	40.99	0.44	
2020-07	46.33	0.6	
2020-08	57.04	0.94	
2020-09	64.43	1.16	
2020-10	64.85	1.13	
2020-11	82	1.63	
2020-12	83.38	1.62	
2021-01	112.56	2.42	
2021-02	112.34	2.31	
2021-03	93.54	1.69	
2021-04	95.41	1.68	
2021-05	100.06	1.74	
2021-06	111.63	1.98	
2021-07	104.69	1.73	
2021-08	101.78	1.59	
2021-09	92.24	1.3	
2021-10	99.07	1.42	
2021-11	97.24	1.33	
2021-12	94.06	1.21	
2022-01	97.6	1.24	
2022-02	94.35	1.13	
2022-03	75.9	0.69	
2022-04	68.19	0.5	
2022-05	77.19	0.67	
2022-06	88.62	0.89	
2022-07	86.92	0.82	
2022-08	81.54	0.69	
2022-09	81.28	0.66	
2022-10	73.96	0.49	
2022-11	76.9	0.53	
2022-12	75.68	0.49	
2023-01	76.52	0.49	
2023-02	79.49	0.53	
2023-03	73.61	0.4	
2023-04	70.72	0.33	
2023-05	71.22	0.33	
2023-06	73.44	0.35	
2023-07	78.77	0.44	
2023-08	81.42	0.47	
2023-09	82.82	0.48	
2023-10	82.11	0.46	
2023-11	80.44	0.41	
2023-12	80.48	0.4	
2024-01	83.27	0.43	
2024-02	88.97	0.51	
2024-03	94.51	0.59	
2024-04	98.96	0.64	
2024-05	106.85	0.75	
2024-06	103.8	0.67	
2024-07	106.21	0.69	
2024-08	101.54	0.6	
2024-09	112.54	0.74	
2024-10	130.21	0.99	
2024-11	126.8	0.91	
2024-12	130.88	0.94	
2025-01	133.86	0.95	
