month	ct_avg_前复权价格	股东人数
2007-06	0.87	65612	
2007-09	1	54557	
2007-12	0.89	39449	
2008-03	0.68	45597	
2008-06	0.5	44631	
2008-09	0.45	44325	
2008-12	0.37	49339	
2009-03	0.41	49219	
2009-06	0.5	48969	
2009-12	0.68	44663	
2010-06	0.49	43684	
2010-12	0.49	46150	
2011-06	0.44	57636	
2011-12	0.39	43180	
2012-06	0.39	41732	
2012-12	0.4	40745	
2013-06	0.39	39996	
2013-12	0.42	39449	
2014-06	0.45	38795	
2014-12	0.77	37659	
2015-06	0.89	34200	
2015-12	0.84	33808	
2016-06	0.63	33611	
2016-12	0.77	33228	
2017-06	0.71	32719	
2017-12	0.75	31497	
2018-03	0.79	30429	
2018-06	0.75	30206	
2018-09	0.73	30085	
2018-12	0.69	29982	
2019-03	0.8	30044	
2019-06	0.74	29719	
2019-09	0.74	29567	
2019-12	0.79	29434	
2020-03	0.7	29300	
2020-06	0.66	29159	
2020-09	0.69	28772	
2020-12	0.7	28596	
2021-03	0.72	28296	
2021-06	0.7	28075	
2021-09	0.67	27854	
2021-12	0.65	27693	
2022-03	0.66	27554	
2022-06	0.68	27418	
2022-09	0.7	27235	
2022-12	0.76	27122	
2023-06	0.96	26774	
2023-09	0.92	26614	
2023-12	0.86	26534	
2024-03	1.02	26400	
2024-06	1.08	26196	
2024-09	1.04	26032	
