month	ct_avg_前复权价格	股东人数
2002-12	0.92	42956	
2003-03	1.03	35501	
2003-06	1.07	30187	
2003-09	0.93	30538	
2003-12	0.91	31538	
2004-03	0.99	29418	
2004-06	0.96	28436	
2004-09	0.88	32668	
2004-12	0.88	41116	
2005-03	0.79	46366	
2005-06	0.58	44777	
2005-09	0.65	37472	
2005-12	0.54	38090	
2006-03	0.7	39157	
2006-06	0.95	40357	
2006-09	1.05	47578	
2006-12	1.06	55521	
2007-03	1.54	45300	
2007-06	2.01	54737	
2007-09	2.34	56406	
2007-12	1.99	71716	
2008-03	2.11	88818	
2008-06	1.28	85489	
2008-09	0.84	87044	
2008-12	0.8	74729	
2009-03	1.03	68125	
2009-06	1.22	84346	
2009-09	1.16	80791	
2009-12	1.58	73101	
2010-03	1.75	63695	
2010-06	1.39	59760	
2010-09	1.66	58130	
2010-12	1.81	59444	
2011-03	1.77	64693	
2011-06	1.4	69097	
2011-09	1.53	55787	
2011-12	1.54	53009	
2012-03	1.61	50142	
2012-06	1.68	48672	
2012-09	1.54	47008	
2012-12	1.58	43561	
2013-03	2.39	31283	
2013-06	2.51	29928	
2013-09	3.65	27399	
2013-12	3.97	33085	
2014-03	3.21	47405	
2014-06	2.93	48038	
2014-09	3	55563	
2014-12	3.02	54193	
2015-03	3.56	43865	
2015-06	4.21	57478	
2015-09	2.84	51454	
2015-12	2.87	51677	
2016-03	2.08	48667	
2016-06	2.3	45967	
2016-09	2.61	46235	
2016-12	2.46	46150	
2017-02	2.43	45532	
2017-03	2.43	45743	
2017-06	2.3	44732	
2017-09	2.45	44312	
2017-12	2.7	43217	
2018-03	2.49	47115	
2018-06	2.04	50528	
2018-09	1.77	50581	
2018-12	1.54	48858	
2019-02	1.69	48389	
2019-03	1.88	46712	
2019-06	2	44860	
2019-09	2.13	46196	
2019-12	2.24	39580	
2020-03	2.08	43591	
2020-06	2.94	44051	
2020-09	3.47	66247	
2020-12	3.13	75126	
2021-03	3.36	69530	
2021-06	3	92284	
2021-09	2.59	100025	
2021-12	2.83	88281	
2022-03	2.34	87753	
2022-06	2.34	88932	
2022-09	2.14	90838	
2022-12	2.14	94013	
2023-03	2.11	87501	
2023-06	2.16	80998	
2023-09	2.09	78943	
2023-12	1.78	83662	
2024-03	1.84	79664	
2024-06	1.65	80527	
2024-09	1.59	82227	
