month	ct_avg_前复权价格	人均持股
2021-04	0.95	1559.5	
2021-05	0.92	2799	
2021-06	1	3664.67	
2021-07	1.02	4330.5	
2021-08	0.91	4549.5	
2021-09	0.87	4704.33	
2021-10	0.89	5855	
2021-11	0.93	7607	
2021-12	0.88	8160.5	
2022-01	0.85	8561.67	
2022-02	0.84	8696	
2022-03	0.76	8858.33	
2022-04	0.71	12040	
2022-05	0.77	16800	
2022-06	0.76	15589	
2022-07	0.68	13551	
2022-08	0.6	12084.67	
2022-09	0.55	10948.67	
2022-10	0.47	10427.5	
2022-11	0.49	10865.33	
2022-12	0.56	12573	
2023-01	0.65	14541	
2023-02	0.62	14021.33	
2023-03	0.54	12212	
2023-04	0.5	11237	
2023-05	0.45	10434	
2023-06	0.48	11591.5	
2023-07	0.56	14165.33	
2023-08	0.56	15149	
2023-09	0.55	15655	
2023-10	0.54	16231	
2023-11	0.52	15149	
2023-12	0.53	15757	
2024-01	0.55	16907.33	
2024-02	0.61	16231	
2024-03	0.61	15263.5	
2024-04	0.68	51767.67	
2024-05	0.73	121988.33	
2024-06	0.72	119961	
2024-07	0.63	121268.67	
2024-08	0.66	135807	
2024-09	0.71	123055.67	
2024-10	0.75	106621.33	
2024-11	0.74	116843.67	
2024-12	0.81	132647.67	
2025-01	0.8	130659	
